"job_title","department","earnings","meta_row_index","meta_row_id"
"SR ELECTRIC SYSTEMS OPERATOR","UT ELEC SYSTEM DESIGN & IT DIV","127738.81","15","51546054484e40dde899e4d103a55ac95cdfae34"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","127463.63","16","f20bf6e2448e3e6265f389b859a046420f3abeb6"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","127334.5","17","4cbfca23a66dcea7be7f18e7a77d13a2e41234f0"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","127050.26","18","4072d49a5d8f42037269c17fae10bb9e59ace310"
"POLICE DEPUTY CHIEF","PATROL","126522.04","19","bd481247f4559b1d8a79f1de55a02df97318d678"
"DIR OF INFRASTRUCTURE SERVICES","ENGINEERING","126367.77","20","4023b2ab7156778e5b16f8123de685197fc2efc0"
"DIVISION CHIEF","POUDRE FIRE AUTHORITY","126149.0","21","76a23b4761e3a0937f5fbb533f6d1b8c121435f1"
"POLICE LIEUTENANT","PATROL","126048.18","22","d394214225e9df25f82e5b19eb6038ac2438885b"
"DIVISION CHIEF","POUDRE FIRE AUTHORITY","126021.0","23","4c56df6f25c938d9bec019c21db42689dcd67137"
"POLICE SERGEANT","PATROL","125274.6","24","6eafd508c54d3822b53a61c0be0c4f1630d4f6f7"
"PFA DIR OF ADMINISTRATIVE SERV","POUDRE FIRE AUTHORITY","124886.16","25","302e67f900735ab6d197f57c05a9fcce9a159095"
"WATER ENG FIELD OPERATIONS MGR","UT WATER SYSTEMS ENGR DIV","124380.92","26","2519505bc3515e6876d2fcfa5fac90a3718f5f09"
"DIVISION CHIEF","POUDRE FIRE AUTHORITY","124373.0","27","26f81cde0aa1506313d79b8cdd2f2b4673b25e81"
"POLICE SERGEANT","PATROL","124012.42","28","7e66c06d07d615d34c861831b77dfb661e03c835"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","123046.38","29","6cb3b03f08f7d6806f1c9d96974fa173802e9df0"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","122979.33","30","a6afa64e2aebf2f6ab61df2b257cd853afa79096"
"DIRECTOR OF COMMUNITY SERVICES","COMMUNITY SERVICES ADMIN","122836.56","31","b7a4a33a76765458639aa49017aa48127fd330a5"
"POLICE OFFICER","INVESTIGATIONS","122776.24","32","629d7545f44419268e891b638876d351172c8052"
"CAPTAIN I - 40 HR/WK","POUDRE FIRE AUTHORITY","122526.18","33","a61d4672c7658526493542fb29e242006d9244a9"
"OPERATIONS SERVICES DIRECTOR","OPERATION SERVICES","118483.14","34","8a812b93c1ff5d3d9e7d3665ee778621123cddca"
"POLICE LIEUTENANT","PATROL","118309.73","35","071311a253885168b5e030ba1473078b4a328300"
"POLICE LIEUTENANT","PATROL","118163.53","36","276cfe2b4e27eb0ac5367f9e0e6c92b37c1e223b"
"POLICE LIEUTENANT","INVESTIGATIONS","117998.05","37","7f6a3c11a576254e6d8e37a57029904edb4cbe30"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","117726.32","38","409a50c1361ec5ecbb396fcec8d4eb6aa57bb134"
"POLICE SERGEANT","INVESTIGATIONS","117687.95","39","de74e33b2b3cbfd23a3c3d0fe755b1f05e9d4457"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","117453.63","40","33147232779c5d40de789ba084a1c8553c101dcd"
"ENVIRONMENTAL SERVICES MANAGER","UT ENVIRONMENTAL SERVICES DIV","117297.71","41","c8faa9236289b190023cf8b55b729ea0c4d9b4a7"
"POLICE OFFICER","INVESTIGATIONS","117291.69","42","b98d1ea9b7b46d5f5dd4e8afd0285b97353a212f"
"POLICE LIEUTENANT","PATROL","117274.61","43","4a5f3ebca6357ad56bfa1bea922b060cc77587b2"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","117062.16","44","1799287d0cbd765959e1da7076ec735be8f68f95"
"ELECTRIC SYS DESIGN AND IT MGR","UT ELEC SYSTEM DESIGN & IT DIV","117061.74","45","39e2da60d8811b41c3e32c0037eeb07f91062ddd"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","116291.38","46","b0d75d2d1833cd1f3b7a9892d353b4366a5a086f"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","115917.25","47","cc0b036a5cc67aaa76bc96ba6cee9c4c47755a33"
"UTIL CUST CONNECTIONS MGR","UTILITIES CUSTOMER CONNECTIONS","115898.52","48","12d011c3434f565a31b6425c307ba91300164bfe"
"INFORMATION SECURITY ARCHITECT","INFORMATION TECHNOLOGY","115541.93","49","bd0753d8ab98677ad51c8852af422d037bad5bbf"
"WTR RESOURCS/TREATMNT OPNS MGR","UT WATER PRODUCTION DIV","115395.21","50","18feeb967f1ded3e5d612b097b81230c0ac21ab7"
"PDT DEPUTY DIRECTOR","PDT ADMINISTRATION","115371.32","51","6acf0a78d7ecdc3d39416f6fc6ee41d52a3a6e1e"
"SUPERVISORY CREW CHIEF","ELECTRIC FIELD SERVICES","115225.61","52","2950882b148134f96b94c12885180e7b3855118a"
"POLICE LIEUTENANT","PATROL","114883.63","53","c709e0090a51b61815edd9923ea020a71d405231"
"POLICE SERGEANT","PATROL","114877.78","54","5b4e51762122d0e498d0bc34b6acd63697c7bc48"
"EMERGENCY SERVICES COMM MGR","POLICE INFORMATION SERVICES","114452.56","55","3ee1f994f6543a67da82117f90c1a5a1e029b19d"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","114419.33","56","a8c1e565015ed74240781a560ee57ac7b9ec2737"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","114077.11","57","c0995e11aa034303c42f6ab18fec73d8fef43f06"
"SR ASSISTANT CITY ATTORNEY","CITY ATTORNEY'S OFFICE","113946.0","58","28481d98841df6277271ecb024f43ee22414b984"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","113872.25","59","8fedf306f50e9a745b61e0eaafecf8ed9fbe3c3a"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","113699.0","60","85b917801a623afd09919ab2edceb2e9fe722540"
"PROCESS/SYSTEMS SUPERVISOR","UT PROCESS & SUPERVIS CNTR DIV","112739.91","61","1c757425d89389a6b2c8ff30c2ca9f28066ea054"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","112711.53","62","ef78a2978675f1a2901d4d27126147413ca1588a"
"STANDARDS ENGINEERING MGR","UT STANDARDS ENGINEERING DIV","112519.01","63","974553a5bb0c5301592c27db3acae1f111d0cd86"
"DIR OF PURCHASING & RISK MGMT","PURCHASING","111535.48","64","32f5322dede455c7d6b4019676b80a761a6da33d"
"WATER SYSTEMS ENG MGR","UT WATER UTILITIES ENGINEERING","111377.5","65","825172e0788448b093d3c0f28825da5b761b593f"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","111158.75","66","9d226703a3395ac840e79b7395d93c4d728f87a7"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","110693.67","67","bbd563605912ec85d81b931a2bda8725979183a8"
"DEPUTY CITY ATTORNEY","CITY ATTORNEY'S OFFICE","110472.01","68","5f20f42f2df58dc62e18d33366bf36556a866b9a"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","110451.85","69","3ea5aa4aa4167599bc95167e5232428c32f7b7c9"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","110343.65","70","d62071415bb604f1f7021fcffa08a7ecf4bff6bf"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","109725.96","71","b9d69f0da3721700cf52ada72f536a1bf3fd9d66"
"SR DATABASE ADMINISTRATOR","INFORMATION TECHNOLOGY","109444.08","72","37cadc2264d15b99dc91796f59cc299d292c2bc3"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","109288.33","73","a7acc156cc52ee2add2cd0bccc7058346d9480c6"
"MGR OF CAP PRJCTS/CITY ENGNEER","ENGINEERING","109132.51","74","feb601bb5a11a8905ea2a7bb8656500e107f18df"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","109132.28","75","95a01ff761c469727b404a315fe9b9270db9aa77"
"TRANSFORT/DAR GENERAL MANAGER","TRANSFORT / DIAL-A-RIDE","109070.2","76","42b87a37652216c3225adda3da0f308c77856e03"
"CHIEF ENGINEER","UT WATER SYSTEMS ENGR DIV","108927.14","77","66aef36483fa92df64ee9d5014045878b1747914"
"SR DATABASE ADMINISTRATOR","INFORMATION TECHNOLOGY","108672.8","78","8c28c1a28b650a25569cfe6e07cc50bd69ecd91b"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","108658.38","79","b158fb8f4a2dab646fbaf87cb68c15873e47ead4"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","108115.54","80","8cb68ba513df4ccc7c98f908fee806092ce3f63d"
"CITY TRAFFIC ENGINEER","TRAFFIC","107879.65","81","0f4d16bc8dcaf709723d349f06a27f02bf0901df"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","107867.01","82","539e892562b74226279496c3072f24e8004c56a1"
"IT DIR-INFRASTRUCTURE SVS","INFORMATION TECHNOLOGY","107858.0","83","7f0c1596c57c82d45dd76ee2d4eeaa7e160fe6b7"
"POLICE OFFICER","INVESTIGATIONS","107811.9","84","db5e931e758ec318777f25719cf98b5691067ab7"
"EXECUTIVE DIRECTOR DDA","DOWNTOWN DEVELOPMENT AUTHORITY","107764.17","85","52c065312f08bb18bda986e702bc009e3cc05f7c"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","107507.24","86","6fcbb18f3ab94964e02d5ce0b95a726f52f3a5e3"
"POLICE LIEUTENANT","INVESTIGATIONS","107068.55","87","e5ff6580b8ccfa27e0b97f9cd6b773619bd9ccfc"
"POLICE SERGEANT","PATROL","106869.0","88","46893f16b6a980bb4b7338c71174619ca7da88a8"
"POLICE SERGEANT","INVESTIGATIONS","106797.96","89","db8a0c45d55c07e287b3ffb1857d3a3f38e58c97"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","106738.07","90","ea28acd511f18bb563ffe9b3bce6dabf554d199b"
"ECONOMIC HEALTH DIRECTOR","ECONOMIC HEALTH OFFICE","106553.44","91","2405c5f28075d6a92b3037d429b3a2be9af761d9"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","106272.19","92","fdfa87885847e61051d51fd42e7225d440adee78"
"ENVIRONMENTAL SERVICES DIRECTR","ENVIRONMENTAL SERVICES","106216.54","93","df6d399c1a9e0d333f52125f95898f4070a2e8a3"
"POLICE LIEUTENANT","PATROL","105999.75","94","f86b3876eaddb07a500fc91c430e5f42645593ca"
"SR ELECTRICAL ENGINEER","UT ELECTRIC SYSTEMS ENG DIV","105879.12","95","05df8c8814ae4c5eedec9b1d90dfb8445dc6ebe2"
"POLICE SERGEANT","PATROL","105858.19","96","6d84744f69e771b55f8ff49ff91757e21dac7aa2"
"MUNICIPAL JUDGE","MUNICIPAL COURT","105846.57","97","a87e1ccceff98671bd0e349699b3b27ef118528e"
"POLICE OFFICER","INVESTIGATIONS","105842.16","98","248148f9a20a3967d03cbc1b754bb6153e4183f7"
"POLICE OFFICER","INVESTIGATIONS","105492.71","99","2ade9d126d03e5428e5e3b2173801f44edc6d209"
"POLICE SERGEANT","INVESTIGATIONS","105327.38","100","f63a720bae0aef185c47110aa7cccea4fe74fb13"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","105148.69","101","32aab1c7b92687735e9d8ac24024f8bd766a3ef9"
"ASST OPERATIONS SERVICES DIR","OPERATION SERVICES","105036.55","102","c5fba9ccdfa1ebd233d1de2cb5daaf708981a3bf"
"CITY CLERK","CITY CLERK'S OFFICE","104988.29","103","445e32cae8d050958afbe66fa77b59eb37262456"
"ASST FIRE MARSHALL-NON ROTATE","POUDRE FIRE AUTHORITY","104914.91","104","10025bd23ee3d4d270b9638d97f9271f958b5b3f"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","104872.75","105","000675bcacee3605958191a68ac0e6b4eb60d75b"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","104450.32","106","46f2415116e04c4f9a9fb3ba3e64167334206527"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","104344.64","107","9a577a6bbcf219d220561d945cecbcba73c45a63"
"POLICE SERGEANT","PATROL","104288.35","108","cc0084fa1387f50ccb8143a500043fcd6560ab98"
"STREETS SUPERINTENDENT","STREETS","103953.02","109","cedb79880fcf0bb74679c39b2126f36a2b1ab3ac"
"NATURAL AREAS DIRECTOR","NATURAL AREAS","103873.31","110","e56fa51c1ea4a551eff82305f84ebe8064c5f093"
"POLICE SERGEANT","PATROL","103681.17","111","f0324d5d577ceff08044933983c3e41e6e590020"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","103456.39","112","4cb3e73ed2bf10804eef4748f7662285ffb0d388"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","103187.68","113","22fc1b9f72ef09c0bdd3523466817da9ca1b1d34"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","102916.1","114","be49cccdcf8732bac692dd95609de9d6a2a808d3"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","102734.51","115","4600b5b3cd5fc34d5dc07b99b5d88bc372f40c9c"
"POLICE SERGEANT","PATROL","102463.97","116","1acfa6b56a39445f79eb4314787aa98e63d623d9"
"POLICE SERGEANT","INVESTIGATIONS","102155.83","117","2e9bb28c5793545239e198c89dd53eac21ead24f"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","102134.85","118","1a0eaebd6d884334f95a49b0f08a0168ca1f0c50"
"WATER RECLAM / BIOSOLIDS MGR","UT WTR RECLAMA & BIOSOLIDS DIV","102079.16","119","949abd6bddbfda24b1d932745663142846d1ad63"
"POLICE SERGEANT","INVESTIGATIONS","101964.71","120","bc1ebaed1c64ea045bea71b16f0f665d0ab92377"
"APPLICATION SVCS MGR-UTILITIES","INFORMATION TECHNOLOGY","101485.12","121","b76c1e4056c34bc79d45bd7cce56f1d412ffc7d2"
"POLICE OFFICER","PATROL","101466.25","122","24bf5e10c440e5243ffd8931aa35de706cebee9b"
"IT DIRECTOR - APPLICATION SVCS","INFORMATION TECHNOLOGY","101396.5","123","c6bb9405ef96095ccf8e8f8d7d35ddae179d6569"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","101321.07","124","59694399d6dbb24a4dc1149b455ae357f7163760"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","101320.29","125","a1d7761843ed7cc4a198f937d853913bd5835798"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","101286.54","126","7e951b6061d535a85d6669570ae6ea8c0cdcd0fd"
"SPECIAL PROJECTS ENGINEER","ENGINEERING","100896.83","127","ff84625f1d0b1eb6151bc90ccce6a996a6dc0366"
"FIREFIGHTER 40 HOUR (SPECIAL)","POUDRE FIRE AUTHORITY","100859.52","128","47055957f06cc02416dce84ac6248123efcd23ba"
"RECREATION DIRECTOR","RECREATION","100801.03","129","d0ed9c92b93e7e03a258f727166cc4b88f70d5ea"
"SR ELECTRICAL ENGINEER","L&P OPERATIONS SERVICE UNIT","100787.6","130","6499475bffcbad0c445d6b58ef4b1a695d7bbfad"
"POLICE SERGEANT","PATROL","100677.7","131","9eb490b661c998f509b1c1254e2800e125233be2"
"WATER RESOURCES MANAGER","UT WATER RESOURCES DIV","100580.83","132","39b781c8acf6acfb87401ec953ac90703c00c817"
"IT ANALYST","POUDRE FIRE AUTHORITY","100473.39","133","b49c6ab1ad7ec8e9df235717dfbc014a213719e2"
"DIR OF PARK PLANNING & DEV","PARK PLANNING & DEVELOPMENT","100398.75","134","d8a2de02855e27b818825d73cda19db9148da94d"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","100280.65","135","6910911b8c2209462038661bc36f25e77472a4b6"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","100106.7","136","d8b1f16e9f3e879d134405b66f1a3b10df5f46dc"
"PAVEMENT MGMT PROGRAM MGR","STREETS","100102.22","137","269c5a8f2c9387d55ecbd69adae563614744d7f4"
"STRATEGIC FINANCIAL PLNNG MGR","UTILITY FINANCIAL OPERATIONS","99912.78","138","d6acabf3d234c6901d2e829e0a67ffc2ddb867eb"
"ENERGY SERVICES MANAGER","UTILITIES CUSTOMER CONNECTIONS","99783.94","139","64b8e0c9c4e4e6c4350dd8862bd549518b62fc1a"
"SR ELECTRICAL ENGINEER","UT STANDARDS ENGINEERING DIV","99669.12","140","5cd6a42261bfd274755b2b1862f60930db7b862d"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","99587.59","141","b4cc74ca6e94132732b696f102559ba212fbc3c2"
"POLICE OFFICER","INVESTIGATIONS","99517.52","142","9252240c64b68bfbb94f8c0bb12f2fc8fdd4d06d"
"DEVELOPMENT REVIEW MANAGER","ENGINEERING","99506.78","143","81315a77825d88985a57862c3ba5f05df9051eaa"
"STREET OVERSIZING PROGRAM MGR","ENGINEERING","99491.78","144","9b62f3abf7def93318521db382c48477ac6a27e5"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","99374.09","145","242f01fdef72479f1b1c38429ad9fae77402ede7"
"CONTROLLER","FINANCE ADMINISTRATION","99275.44","146","231d2fa01148d3a7afe9dd49fe27c418458aad0d"
"DEPUTY LIBRARY DIRECTOR","LIBRARY DISTRICT","99266.84","147","4586e0c5892ea7549bf532c3a4709e2944ee1884"
"FIREFIGHTER 40 HOUR (SPECIAL)","POUDRE FIRE AUTHORITY","99254.18","148","e1e494dfc49788ad7306e7c2ac1041fed5c2c975"
"POLICE SERGEANT","PATROL","99216.97","149","940d3398854a5efec05e7651bc6669e82ae35116"
"SR SOFTWARE ENGINEER","INFORMATION TECHNOLOGY","98994.41","150","ed34d45d938c907d67ef26660c4c7619ffe5a9f2"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98775.69","151","5bbb2b490c3216199ae64aab5325dc1caf41155f"
"CULTURAL SVCS AND FAC DIRECTOR","CULTURAL SERVICES","98714.1","152","d96411febef12facaa867d4fb0cf9506e9f8cdbc"
"SR SOFTWARE ENGINEER","INFORMATION TECHNOLOGY","98642.38","153","6d1116c2a4e0873749cf827d874acd92b123f0ff"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98485.89","154","e747688bea2ade6edb2a29200e6a83cf8439595b"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98473.91","155","be139c29df65251ae78d548c35a8fda0d4c0b1aa"
"LINE EQUIPMENT CREW CHIEF","ELECTRIC FIELD SERVICES","98392.16","156","3b7d8331a3760df08f6a11b924c40fbcb28099a6"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98134.14","157","88d7aae8e54c7034ed3bc2c03cc47cf8d5b53ae3"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98108.38","158","62926302e89c57bc8952c768c2aa1cf3ffeaeedc"
"SR ELECTRICAL ENGINEER","L&P OPERATIONS SERVICE UNIT","98060.21","159","126504b4dc94ef38a1fcbd3702bdd2b9b624c294"
"PLANNING MANAGER","COMM DEV & NEIGHBORHOOD SVCS","98042.28","160","2d3610e2b46450ae29314dc5c554575d78cc1354"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","98009.38","161","eef6bc5b8395b6141bc697f371b8f0ced9401d24"
"FIREFIGHTER I - 56 HR/WK","POUDRE FIRE AUTHORITY","97889.16","162","23fbf8a6b3d574d1a930897238319a8cc597f8c1"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97457.04","163","051887e6f0a948cded96735f00969a4358c02f8f"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97242.49","164","a1c4d208074b95a02464145ff651f90b9425ace5"
"POLICE OFFICER","INVESTIGATIONS","97242.46","165","8c291dd11d00bbd1cba88ef9c7f890d3f3e980b6"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97050.63","166","17e6b80c7b80243176b8a8fb5ba4e580d7d39a20"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96993.77","167","224a54830a8d4c15816be40a13188fc3b260ca12"
"POLICE OFFICER","PATROL","96991.14","168","612fcb4dea5976f953c2457908a51302611e1c2b"
"DEPUTY CITY ATTORNEY","CITY ATTORNEY'S OFFICE","96680.74","169","7db42b90dcfb647f58f01be3c64ed20c065b701a"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96479.11","170","eb1c666febbed30d2e5991662921dc058e629265"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","96330.59","171","1c1db927940e089fc61f1274bae8c6deb456d7ec"
"SERVICES CREW CHIEF","ELECTRIC FIELD SERVICES","96284.82","172","4fd735843f2bb29aa0f26c1d3889d15ae577a5a3"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96271.29","173","d46fcee982d7fc13f11bf813c25324b44c8b8050"
"SPECIAL SERVICES SUPERVISOR","ELECTRIC FIELD SERVICES","96162.04","174","b5980fa33cc940cae9043807bffde9dd398b30a5"
"POLICE SYSTEMS ANALYST","INFORMATION TECHNOLOGY","96020.27","175","151b710f05c1527b56e06739909bed58e97da1ca"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","95996.34","176","ee5b6cf2820fcaf35b8d535c2b6d8dc149c8e44c"
"POLICE OFFICER","PATROL","95952.07","177","557f9f1684a3d452c9e6d22d79103305794e1066"
"POLICE OFFICER","INVESTIGATIONS","95929.64","178","4b2a9c48f594b40bc0687509f16ec6245c91ef97"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","95891.43","179","080632b5a317891e862eb1b9a29cbad75fb0dccd"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","95622.57","180","f1bac080902aa6c72bdb2ae81a2794fa46b93f9c"
"SR DATABASE ANALYST","INFORMATION TECHNOLOGY","95582.81","181","2acae8a8ba50310249324d1b92534e44502c3ef9"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","95328.1","182","6b62ee1de1cb44e5e93ffeac67fd3bf0412007ab"
"LABORATORY SUPERVISOR","UT ENVIRONMENTAL SERVICES DIV","95078.41","183","9388fb51625c2fba7c740d44f7c0f419e653d3cf"
"POLICE OFFICER","PATROL","94978.14","184","8b57a1edf0480b9299266b40bd4a8055d1cfafb7"
"POLICE PSYCHOLOGIST","OFFICE OF THE CHIEF","94909.7","185","3acd4bfa5a0315282f85bb9dbcbe2b831f058105"
"METER SYSTEMS SUPERVISOR","UT STANDARDS ENGINEERING DIV","94897.17","186","35e0bca06618fc1dd43be3d0cf02abd9ec7b47b3"
"SYSTEMS ADMINISTRATION MGR","INFORMATION TECHNOLOGY","94876.63","187","de3b3ccdb2dc637540d033b428ddafc602ab7db5"
"WATER PRODUCTION MANAGER","UT WATER PRODUCTION DIV","94605.0","188","7e745902038e024fe794f5964f2688ac5e293015"
"POLICE SERGEANT","OFFICE OF THE CHIEF","94557.47","189","27c9bcb41102bb5cf2a74421d04d0f23f7c4a56f"
"ASST FIRE MARSHALL-NON ROTATE","POUDRE FIRE AUTHORITY","94540.0","190","e3697b3b3dd4759bfac383f995d7145a93881e2a"
"PAVEMENT ENGINEER","STREETS","94500.58","191","7803f3dfe5ed779de03c8871019d331164f4c13c"
"POLICE OFFICER","INVESTIGATIONS","94362.57","192","effc6d92fbef255efb1b8d78d2f13cfa0054fc80"
"REDEVELOPMENT PROGRAM MANAGER","URBAN RENEWAL AUTHORITY","94291.94","193","244136910b9309e4aebb84cdf1a8daa0ccd39329"
"NATURAL AREAS MANAGER","NATURAL AREAS","94282.3","194","a53aed04c199aaca8329d850741ec1e728727079"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94263.13","195","ad003395e14e7218d8739c5d0d4552b57292ce0c"
"POLICE OFFICER","PATROL","94244.03","196","7f68d61af217daabeffa4a3f2bba0689aa57b61a"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94226.9","197","98ec7759e76a3ea4b677bb66b1834c44c90b3de2"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","94159.55","198","a73651ed6223897be475557754b7dd8567e3d614"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","94124.17","199","adc16d791dd7a3405e9bf713a0e06ebb9c608cb1"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","94080.81","200","58b043cc225a718c74fe997623a5bbf871daee97"
"POLICE OFFICER","PATROL","93904.28","201","bbcd8950566de9c81e9878a36aa8c01e96cf2dd1"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93870.82","202","4c22d5cc77d0fc8e382eb16ce9e042c68799d374"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","93682.38","203","2f365a1a8977ef7909c4c5fc25e56b3c5cc8ee89"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93615.4","204","968d128db8110e2e491effb23914c5f05d4e4275"
"POLICE SERGEANT","PATROL","93574.93","205","ff3c232e73775159ab5d7bda2cb8ec22a5bfd535"
