FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2019_2021.11,20190010144,2019,Uitsluitend materiele schade,2,Bromfiets,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,350286004,,Diedenweg,Wageningen,Nee,Gemeente,Wageningen,Gelderland,,,,,POINT (175179.4389999993 443115.5949999988)
ongevallen_2019_2021.12,20190010150,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,504353086,,Mozartlaan,Hengelo,Ja,Gemeente,Hengelo,Overijssel,,,,,POINT (252561.1959999986 476670.6020000018)
ongevallen_2019_2021.13,20190010273,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,283371052,,Havendreef,Almere,Nee,Gemeente,Almere,Flevoland,,,,,POINT (141794.4699999988 485773.6730000004)
ongevallen_2019_2021.14,20190012081,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,60,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,WEG VERSMALLING,,,,366287015,,Kerklaan,Doorwerth,Nee,Gemeente,Renkum,Gelderland,,,,,POINT (183504.5610000007 444187.9050000012)
ongevallen_2019_2021.15,20190013638,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,293358114,,Delta,Huizen,Ja,Gemeente,Huizen,Noord-Holland,,,,,POINT (146651.60599999875 479102.05900000036)
ongevallen_2019_2021.16,20190009769,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval gekoppeld op kruispuntniveau.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,339363007,,,Triasplein,Harderwijk,Ja,Gemeente,Harderwijk,Gelderland,,,,,POINT (169556.625 481936.26900000125)
ongevallen_2019_2021.17,20190011261,2019,Uitsluitend materiele schade,2,Personenauto,,Dier,,Dier,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,462515019,,Maria Montessoriweg,Assen,Nee,Gemeente,Assen,Drenthe,,,,,POINT (231508.14200000092 557768.9860000014)
ongevallen_2019_2021.18,20190013715,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Sneeuw/ijzel,Daglicht,,Sneeuw/Hagel,,,,,,,271317150,,,Kasaidreef,Utrecht,Ja,Gemeente,Utrecht,Utrecht,,,,,POINT (135855.3392000012 458874.49439999834)
ongevallen_2019_2021.19,20190014871,2019,Uitsluitend materiele schade,1,Bromfiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,,Niet brandend,Beton,Sneeuw/ijzel,Schemer,,Sneeuw/Hagel,,,,,,,214403059,,,Beneluxlaan,Heemskerk,Ja,Gemeente,Heemskerk,Noord-Holland,,,,,POINT (107278.78660000116 501622.19949999824)
ongevallen_2019_2021.20,20190010840,2019,Letsel,1,Personenauto,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,505539013,,Veendammerweg,Veendam,Ja,Gemeente,Veendam,Groningen,,,,,POINT (252711.47899999842 569953.3310000002)
ongevallen_2019_2021.21,20190011027,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Brandend,Overig asfalt,Nat,Duisternis,,Sneeuw/Hagel,,,,,,,,,380,Rijksweg A32,Oldeholtwolde,Nee,Rijk,Weststellingwerf,Friesland,,,,,POINT (196687.2049999982 546497.2380000018)
ongevallen_2019_2021.22,20190013469,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,297380106,,,Evenaar,Almere,Ja,Gemeente,Almere,Flevoland,,,,,POINT (148725.81599999964 490140.3594999984)
ongevallen_2019_2021.23,20190013658,2019,Uitsluitend materiele schade,2,Bestelauto,,Boom,,Vast voorwerp,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,50,Niet aanwezig,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,303380013,,Trekweg,Almere,Ja,Gemeente,Almere,Flevoland,,,,,POINT (151703.9210000001 490500.77699999884)
ongevallen_2019_2021.24,20190013895,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Flank,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,50,Brandend,Overig asfalt,Nat,Duisternis,,Regen,,,,,,,,242319018,,Mijzijde,Kamerik,Ja,Gemeente,Woerden,Utrecht,,,,,POINT (121213.5940000005 459791.2740000002)
ongevallen_2019_2021.25,20190008879,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Geparkeerd voertuig,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,,Niet aanwezig,Klinkers,Droog,Daglicht,,Droog,,,Parkeervoorziening,,,,,191328047,,Vlasbaan,Leiderdorp,Ja,Gemeente,Leiderdorp,Zuid-Holland,,,,,POINT (95557.19900000095 464487.1270000003)
ongevallen_2019_2021.26,20190009280,2019,Letsel,1,Fiets,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,468514146,,,Harry Muskee rotonde,Assen,Ja,Gemeente,Assen,Drenthe,,,,,POINT (234381.73429999873 557173.4704000019)
ongevallen_2019_2021.27,20190009282,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,UITRIT,,,,,484,Friesestraatweg,Aduard,Nee,Provincie,Westerkwartier,Groningen,,,,,POINT (226258.30150000006 585288.3667000011)
ongevallen_2019_2021.28,20190011031,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,364505008,,,Uilke Boonstralaan,Joure,Ja,Gemeente,De Fryske Marren,Friesland,,,,,POINT (182331.7923000008 552986.314199999)
ongevallen_2019_2021.29,20190012269,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Brandend,Overig asfalt,Sneeuw/ijzel,Duisternis,,Sneeuw/Hagel,,,,BIJ TOERIT A12,,,,,133,Doesburgseweg,Zevenaar,Ja,Provincie,Zevenaar,Gelderland,,,,,POINT (202877.89699999988 439654.3289999999)
ongevallen_2019_2021.30,20190012568,2019,Letsel,2,Bestelauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,450270006,,,Nachtegaalpad,Silvolde,Ja,Gemeente,Oude IJsselstreek,Gelderland,,,,,POINT (225155.47670000046 435242.0216999985)
ongevallen_2019_2021.31,20190013739,2019,Uitsluitend materiele schade,3,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,331298018,,,Rondweg-west,Veenendaal,Ja,Gemeente,Veenendaal,Utrecht,,,,,POINT (165655 449130)
ongevallen_2019_2021.32,20190008529,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,180188110,,,Laan van Brabant,Roosendaal,Nee,Gemeente,Roosendaal,Noord-Brabant,,,,,POINT (90178.48099999875 394045.06700000167)
ongevallen_2019_2021.33,20190009195,2019,Uitsluitend materiele schade,2,Personenauto,,Vrachtauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,FILE,,,,,400,Rijksweg A20,Nieuwerkerk aan den IJssel,Ja,Rijk,Zuidplas,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,,,POINT (99953.90549999848 442221.8348999992)
ongevallen_2019_2021.34,20190009304,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Buiten,50,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,467550001,,Meerweg,Haren Gn,Nee,Gemeente,Groningen,Groningen,,,,,POINT (234507.4690000005 575669.1209999993)
ongevallen_2019_2021.35,20190009992,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,173,Arnhemseweg,Beekbergen,Ja,Provincie,Apeldoorn,Gelderland,,,,,POINT (194184.49650000036 461356.3308000006)
ongevallen_2019_2021.36,20190009996,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,60,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,299240005,,,Voorstraat,Velddriel,Ja,Gemeente,Maasdriel,Gelderland,,,,,POINT (149996.55299999937 420269.1490000002)
ongevallen_2019_2021.37,20190010301,2019,Uitsluitend materiele schade,2,Personenauto,,Fiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Binnen,30,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,321404136,,,Koningsbergenstraat,Lelystad,Ja,Gemeente,Lelystad,Flevoland,,,,,POINT (160540.32950000092 502328.0064999983)
ongevallen_2019_2021.38,20190010644,2019,Uitsluitend materiele schade,2,Bromfiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,199282297,,,Burgemeester Schalijlaan,Capelle aan den IJssel,Ja,Gemeente,Capelle aan den IJssel,Zuid-Holland,,,,,POINT (99857.46700000018 441476.83999999985)
ongevallen_2019_2021.39,20190011175,2019,Letsel,1,Motor,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Bocht,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,535513003,,Blekslage,Onstwedde,Ja,Gemeente,Stadskanaal,Groningen,,,,,POINT (267639.7129999995 557055.2490000017)
ongevallen_2019_2021.40,20190011376,2019,Uitsluitend materiele schade,1,Personenauto,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,ZOAB,Sneeuw/ijzel,Daglicht,,Regen,,,,,,,,,660,RYKSWG,Jirnsum,Ja,Rijk,Leeuwarden,Friesland,RWS Noord-Nederland,NN District West,,,POINT (183341.43400000036 570015.884300001)
ongevallen_2019_2021.41,20190013017,2019,Uitsluitend materiele schade,2,Bromfiets,,Bestelauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,60,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,337298001,,,Maanderbroekweg,Ede,Ja,Gemeente,Ede,Gelderland,,,,,POINT (168942.24399999902 449490.7170000002)
ongevallen_2019_2021.42,20190008463,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval gekoppeld op straat niveau.,Bocht,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,VOOR DOSEERLICHTEN,,,,251412006,,MIDDELSLOOT,Middenbeemster,Ja,Rijk,Purmerend,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (125744.19200000167 506449.8049999997)
ongevallen_2019_2021.43,20190008892,2019,Uitsluitend materiele schade,2,Bromfiets,,Boom,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,186301178,,,Barietgeel,Zoetermeer,Ja,Gemeente,Zoetermeer,Zuid-Holland,,,,,POINT (93398.25470000133 450922.5863999985)
ongevallen_2019_2021.44,20190009308,2019,Uitsluitend materiele schade,3,Bus,,Bromfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,467561041,,Hoornsediep,Groningen,Nee,Gemeente,Groningen,Groningen,,,,,POINT (233518.27100000158 580713.0899999999)
ongevallen_2019_2021.45,20190009901,2019,Uitsluitend materiele schade,1,Fiets,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50,Brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,,409287002,,Broekzijdestraat,Angerlo,Nee,Gemeente,Zevenaar,Gelderland,,,,,POINT (205399.51300000027 443961.1279999986)
ongevallen_2019_2021.46,20190009904,2019,Uitsluitend materiele schade,1,Motor,,,,Eenzijdig,Ongeval gekoppeld op straat niveau.,Bocht,Binnen,50,Niet brandend,ZOAB,Nat,Daglicht,,Regen,,,,,,,,512342006,,Parkweg,Enschede,Nee,Gemeente,Enschede,Overijssel,,,,,POINT (256136.89299999923 471272.9820000008)
ongevallen_2019_2021.47,20190010569,2019,Letsel,2,Personenauto,,Snorfiets,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,VOP,,,,,,166311115,,,Laan van Nieuw-O-Indië,'s-Gravenhage,Ja,Gemeente,'s-Gravenhage,Zuid-Holland,,,,,POINT (83033.64790000021 455853.67859999835)
ongevallen_2019_2021.48,20190011384,2019,Uitsluitend materiele schade,1,Vrachtauto,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Sneeuw/ijzel,Schemer,,Droog,,,,,,,,438505032,,Vaart Nz,Appelscha,Nee,Gemeente,Ooststellingwerf,Friesland,,,,,POINT (219863.15199999884 552545.8909999989)
ongevallen_2019_2021.49,20190011586,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,60,Brandend,Overig asfalt,Nat,Duisternis,,Droog,,,,,,,446568016,,,Fanerweg,Zuidhorn,Ja,Provincie,Westerkwartier,Groningen,,,,,POINT (223271.13100000098 584399.2490000017)
ongevallen_2019_2021.50,20190012726,2019,Letsel,2,Snorfiets,,Voetganger,,Voetganger,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,,Niet brandend,,Nat,Daglicht,,Droog,,,,,,,391281023,,,Scheisprong,Westervoort,Ja,Gemeente,Westervoort,Gelderland,,,,,POINT (195784.26559999958 440834.8953999989)
ongevallen_2019_2021.51,20190012877,2019,Letsel,2,Fiets,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,502358038,,,Osnabrückstraat,Hengelo,Ja,Gemeente,Hengelo,Overijssel,,,,,POINT (251486.88910000026 479364.41369999945)
ongevallen_2019_2021.52,20190014819,2019,Uitsluitend materiele schade,2,Bestelauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 3 takken",Buiten,60,Niet brandend,ZOAB,Nat,Daglicht,,Droog,,,,OMLEIDING IVM ONGELUK,Ander ongeval,,216356068,,,Taurusavenue,Hoofddorp,Ja,Gemeente,Haarlemmermeer,Noord-Holland,,,,,POINT (108340.34540000185 478228.74450000003)
ongevallen_2019_2021.53,20190014836,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,223502219,,,Lekstraat,Den Helder,Ja,Gemeente,Den Helder,Noord-Holland,,,,,POINT (111752.93499999866 551070.1559999995)
ongevallen_2019_2021.54,20190014842,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Buiten,60,Niet brandend,Overig asfalt,Nat,Daglicht,,Droog,,,,,,,271458015,,,Droge Wijmersweg,Medemblik,Ja,Gemeente,Medemblik,Noord-Holland,,,,,POINT (135929.21379999816 529101.7408999987)
ongevallen_2019_2021.55,20190014731,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rotonde,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,228501050,,,Ravelijnweg,Den Helder,Ja,Provincie,Den Helder,Noord-Holland,,,,,POINT (114484.67399999872 550859.2479999997)
ongevallen_2019_2021.56,20190009800,2019,Uitsluitend materiele schade,2,Personenauto,,Lichtmast,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,142,Rijksweg,Empe,Ja,Provincie,Brummen,Gelderland,,,,,POINT (206618.68980000168 463246.3630999997)
ongevallen_2019_2021.57,20190010780,2019,Letsel,2,Personenauto,,Motor,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,"Kruispunt, 4 takken",Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,,,,,459546127,,,Zuurseweg,Peize,Ja,Gemeente,Noordenveld,Drenthe,,,,,POINT (229951 573406)
ongevallen_2019_2021.58,20190012604,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,30,Brandend,Klinkers,Sneeuw/ijzel,Duisternis,,Droog,,,,,,,,411278038,,Oranjestraat,Didam,Nee,Gemeente,Montferland,Gelderland,,,,,POINT (205983.75 439074.61400000006)
ongevallen_2019_2021.59,20190008391,2019,Uitsluitend materiele schade,2,Personenauto,,Bromfiets,,Geparkeerd voertuig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,30,Niet brandend,Klinkers,Droog,Daglicht,,Droog,,,Parkeervoorziening,,,,,318329050,,Zuiderinslag,Hoevelaken,Nee,Gemeente,Nijkerk,Gelderland,,,,,POINT (159158.29100000113 464651.23900000006)
ongevallen_2019_2021.60,20190009099,2019,Uitsluitend materiele schade,2,Personenauto,,Motor,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,103,Beulakerweg,Giethoorn,Ja,Provincie,Steenwijkerland,Overijssel,,,,,POINT (201603.09860000014 525555.4919999987)
ongevallen_2019_2021.61,20190009804,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Binnen,50,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,NABIJ KRUISING,,,,338322033,,Dr. Willem Dreeslaan,Barneveld,Nee,Gemeente,Barneveld,Gelderland,,,,,POINT (169442.4059999995 461250.20600000024)
ongevallen_2019_2021.62,20190010855,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Brandend,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,531552001,,Oostereinde,Winschoten,Nee,Gemeente,Oldambt,Groningen,,,,,POINT (266148.77600000054 575960.1840000004)
ongevallen_2019_2021.63,20190014753,2019,Uitsluitend materiele schade,2,Personenauto,,Overig vast object,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Bocht,Binnen,50,Brandend,Klinkers,Nat,Duisternis,,Regen,,,,UITRIT,,,,267401116,,Julianaweg,Volendam,Ja,Gemeente,Edam-Volendam,Noord-Holland,,,,,POINT (133580.25200000033 500999.2989999987)
ongevallen_2019_2021.64,20190009503,2019,Uitsluitend materiele schade,1,Fiets,,,,Onbekend,Ongeval gekoppeld op straat niveau.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,406357010,,Bandijk,Terwolde,Ja,Gemeente,Voorst,Gelderland,,,,,POINT (203701.3839999996 478251.95800000057)
