"incidentyear","county","agency","nciccode","agegroup","gender","racecode","location","locationgroup","numberofcases"
"2012","Logan","Logan County SO","MJPossession",,,,"Jail/Prison/Penitentiary/Corrections Facility","Jail/Prison/Penitentiary/Corrections Facility","1"
"2012","Logan","Sterling PD","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Mesa","Fruita PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","7"
"2012","Mesa","Fruita PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","4"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Convenience Store","Retail site/bank/restaurant/bar","2"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","10"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Restaurant","Restaurant","1"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","24"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Shelter – Mission/Homeless","Shelter – Mission/Homeless","1"
"2012","Mesa","Grand Junction PD","MJUnknown",,,,"Dock/Wharf/Freight/Modal Terminal","Workplace","1"
"2012","Mesa","Mesa County SO","MJPossession",,,,"Rental Storage Facility","Rental Storage Facility","1"
"2012","Mesa","Mesa County SO","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","4"
"2012","Mesa","Mesa County SO","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","3"
"2012","Moffat","Moffat County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","11"
"2012","Moffat","PD CRAIG","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","2"
"2012","Moffat","PD CRAIG","MJPossession",,,,"Liquor Store","Retail site/bank/restaurant/bar","1"
"2012","Moffat","PD CRAIG","MJPossession",,,,"Other/Unknown","Other","3"
"2012","Moffat","PD CRAIG","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","5"
"2012","Montezuma","Montezuma County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","33"
"2012","Montezuma","Montezuma County SO","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","2"
"2012","Montrose","MONTROSE COUNTY SHERIFF","MJPossession",,,,"Other/Unknown","Other","1"
"2012","Montrose","Montrose PD","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","4"
"2012","Montrose","Montrose PD","MJPossession",,,,"Government/Public Building","Public building","2"
"2012","Montrose","Montrose PD","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","6"
"2012","Montrose","Montrose PD","MJSales",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Montrose","Montrose PD","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Morgan","Brush PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Morgan","Brush PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Morgan","Fort Morgan PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","15"
"2012","Routt","Routt County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","5"
"2012","Routt","Routt County SO","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"Air/Bus/Train Terminal","Public space","1"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","4"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"School – College/University","School – College/University","2"
"2012","Saguache","Center PD","MJUnknown",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Saguache","Saguache County SO","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","3"
"2012","San Juan","San Juan County SO","MJPossession",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","1"
"2012","San Miguel","Mountain Village PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","2"
"2012","Summit","Breckenridge PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Summit","Frisco PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","12"
"2012","Summit","Silverthorne PD","MJPossession",,,,"Commercial/Office Building","Workplace","2"
"2012","Summit","Silverthorne PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","3"
"2012","Summit","Silverthorne PD","MJPossession",,,,"Residence/Home","Residence/Home","1"
"2012","Summit","Summit County SO","MJPossession",,,,"Commercial/Office Building","Workplace","1"
"2012","Summit","Summit County SO","MJPossession",,,,"Convenience Store","Retail site/bank/restaurant/bar","1"
"2012","Summit","Summit County SO","MJPossession",,,,"Residence/Home","Residence/Home","6"
"2012","Summit","Summit County SO","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","5"
"2012","Teller","Cripple Creek PD","MJPossession",,,,"Other/Unknown","Other","1"
"2012","Teller","Woodland Park PD","MJPossession",,,,"Convenience Store","Retail site/bank/restaurant/bar","2"
"2012","Teller","Woodland Park PD","MJPossession",,,,"Other/Unknown","Other","1"
"2012","Teller","Woodland Park PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","3"
"2012","Weld","Ault PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","2"
"2012","Weld","Dacono PD","MJProduction",,,,"Residence/Home","Residence/Home","1"
"2012","Weld","Erie PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Weld","Evans PD","MJPossession",,,,"Field/Woods","Public space","2"
"2012","Weld","Firestone PD","MJPossession",,,,"Camp/Campground","Public space","1"
"2012","Weld","Firestone PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","1"
"2012","Weld","Frederick PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Weld","Greeley PD","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2012","Weld","Greeley PD","MJSales",,,,"Residence/Home","Residence/Home","6"
"2012","Weld","Johnstown PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Weld","Johnstown PD","MJSmuggle",,,,"Dock/Wharf/Freight/Modal Terminal","Workplace","2"
"2012","Weld","LaSalle PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Weld","Severance PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","2"
"2012","Weld","Weld County SO","MJPossession",,,,"Construction Site","Workplace","1"
"2012","Weld","Weld County SO","MJPossession",,,,"Government/Public Building","Public building","7"
"2012","Weld","Weld County SO","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","1"
"2012","Weld","Weld County SO","MJSales",,,,"School/College(Historical Only)","School/College(Historical Only)","1"
"2012","Weld","Windsor PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","23"
"2012","Weld","Windsor PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","3"
"2012","Gilpin","Black Hawk PD","MJPossession",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","1"
"2012","Gilpin","Gilpin County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","17"
"2012","Gilpin","Gilpin County SO","MJProduction",,,,"Residence/Home","Residence/Home","2"
"2012","Gilpin","Gilpin County SO","MJSmuggle",,,,"Jail/Prison/Penitentiary/Corrections Facility","Jail/Prison/Penitentiary/Corrections Facility","1"
"2012","Gunnison","Gunison PD","MJPossession",,,,"Commercial/Office Building","Workplace","4"
"2012","Gunnison","Gunison PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Gunnison","Gunison PD","MJPossession",,,,"Residence/Home","Residence/Home","17"
"2012","Gunnison","Gunnison County SO","MJPossession",,,,"Jail/Prison/Penitentiary/Corrections Facility","Jail/Prison/Penitentiary/Corrections Facility","1"
"2012","Gunnison","PD CRESTED BUTTE","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Hinsdale","Hinsdale County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Church/Synagogue/Temple/Mosque","Church/Synagogue/Temple/Mosque","1"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Construction Site","Workplace","1"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","4"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Field/Woods","Public space","14"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Government/Public Building","Public building","4"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Other/Unknown","Other","5"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Restaurant","Restaurant","3"
"2012","Jefferson","Arvada PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","41"
"2012","Jefferson","Arvada PD","MJPossession",,,,"Specialty Store","Specialty Store","1"
"2012","Jefferson","Arvada PD","MJUnknown",,,,"Residence/Home","Residence/Home","6"
"2012","Jefferson","DPS - COLORADO SCHOOL OF MINES - GOLDEN","MJPossession",,,,"School – College/University","School – College/University","6"
"2012","Jefferson","Edgewater PD","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","3"
"2012","Jefferson","Golden PD","MJPossession",,,,"Camp/Campground","Public space","1"
"2012","Jefferson","Golden PD","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","1"
"2012","Jefferson","Jefferson County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","189"
"2012","Jefferson","Jefferson County SO","MJPossession",,,,"Lake/Waterway/Beach","Lake/Waterway/Beach","1"
"2012","Jefferson","Jefferson County SO","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","52"
"2012","Jefferson","Jefferson County SO","MJPossession",,,,"School – College/University","School – College/University","2"
"2012","Jefferson","Jefferson County SO","MJProduction",,,,"Residence/Home","Residence/Home","2"
"2013","Arapahoe","Glendale PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2013","Arapahoe","Greenwood Village PD","MJPossession",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","2"
"2013","Arapahoe","Littleton PD","MJPossession",,,,"School – College/University","School – College/University","3"
"2013","Arapahoe","Sheridan PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","4"
"2013","Boulder","Boulder PD","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","1"
"2013","Boulder","Boulder PD","MJPossession",,,,"Park/Playground","Public space","2"
"2013","Boulder","Boulder PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","19"
"2012","Larimer","Fort Collins PD","MJUnknown",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2012","Larimer","Fort Collins PD","MJUnknown",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","3"
"2012","Larimer","Larimer County SO","MJUnknown",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2012","Larimer","Larimer County SO","MJUnknown",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","1"
"2012","Larimer","Larimer County SO","MJUnknown",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","7"
"2012","Larimer","Loveland PD","MJPossession",,,,"Commercial/Office Building","Workplace","1"
"2012","Larimer","Loveland PD","MJPossession",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","2"
"2012","Larimer","Loveland PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","8"
"2012","Larimer","Loveland PD","MJPossession",,,,"Residence/Home","Residence/Home","30"
"2012","Larimer","Loveland PD","MJPossession",,,,"School – College/University","School – College/University","1"
"2012","Larimer","Loveland PD","MJProduction",,,,"Residence/Home","Residence/Home","1"
"2012","Larimer","Loveland PD","MJSales",,,,"Park/Playground","Public space","1"
"2012","Larimer","Loveland PD","MJSales",,,,"School – Elementary/Secondary","School – Elementary/Secondary","1"
"2012","Las Animas","Trinidad PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Logan","Sterling PD","MJPossession",,,,"Convenience Store","Retail site/bank/restaurant/bar","1"
"2012","Logan","Sterling PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Mesa","Fruita PD","MJUnknown",,,,"Convenience Store","Retail site/bank/restaurant/bar","1"
"2012","Mesa","Fruita PD","MJUnknown",,,,"Park/Playground","Public space","1"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Air/Bus/Train Terminal","Public space","3"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","6"
"2012","Mesa","Grand Junction PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","14"
"2012","Mesa","Grand Junction PD","MJSales",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","5"
"2012","Mesa","Grand Junction PD","MJSales",,,,"Park/Playground","Public space","1"
"2012","Mesa","Grand Junction PD","MJSales",,,,"Residence/Home","Residence/Home","3"
"2012","Mesa","Grand Junction PD","MJUnknown",,,,"Park/Playground","Public space","2"
"2012","Mesa","Grand Junction PD","MJUnknown",,,,"School – Elementary/Secondary","School – Elementary/Secondary","1"
"2012","Mesa","Mesa County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","38"
"2012","Mesa","Mesa County SO","MJPossession",,,,"Park/Playground","Public space","6"
"2012","Mesa","Mesa County SO","MJPossession",,,,"Residence/Home","Residence/Home","29"
"2012","Mesa","Mesa County SO","MJProduction",,,,"Residence/Home","Residence/Home","2"
"2012","Moffat","Moffat County SO","MJSales",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Moffat","Moffat County SO","MJUnknown",,,,"Field/Woods","Public space","1"
"2012","Moffat","Moffat County SO","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Moffat","PD CRAIG","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","4"
"2012","Moffat","PD CRAIG","MJPossession",,,,"Residence/Home","Residence/Home","14"
"2012","Montezuma","Montezuma County SO","MJPossession",,,,"Field/Woods","Public space","1"
"2012","Montezuma","Montezuma County SO","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","1"
"2012","Montezuma","Montezuma County SO","MJUnknown",,,,"Residence/Home","Residence/Home","1"
"2012","Montrose","MONTROSE COUNTY SHERIFF","MJPossession",,,,"Residence/Home","Residence/Home","12"
"2012","Montrose","Montrose PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","46"
"2012","Montrose","Montrose PD","MJPossession",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","2"
"2012","Montrose","Montrose PD","MJPossession",,,,"Residence/Home","Residence/Home","13"
"2012","Montrose","Montrose PD","MJProduction",,,,"Residence/Home","Residence/Home","1"
"2012","Morgan","Brush PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","3"
"2012","Morgan","Fort Morgan PD","MJSales",,,,"Residence/Home","Residence/Home","1"
"2012","Morgan","Morgan County SO","MJPossession",,,,"Camp/Campground","Public space","1"
"2012","Otero","Otero County SO","MJPossession",,,,"Residence/Home","Residence/Home","1"
"2012","Phillips","Holyoke PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Pitkin","Aspen PD","MJPossession",,,,"Air/Bus/Train Terminal","Public space","1"
"2012","Pitkin","Aspen PD","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","3"
"2012","Pitkin","Pitkin County SO","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2012","Prowers","Lamar PD","MJPossession",,,,"Restaurant","Restaurant","1"
"2012","Prowers","Prowers County SO","MJPossession",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","1"
"2012","Prowers","Prowers County SO","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","1"
"2012","Pueblo","Pueblo PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","9"
"2012","Pueblo","Pueblo PD","MJProduction",,,,"Residence/Home","Residence/Home","1"
"2012","Rio Blanco","Rangely PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","2"
"2012","Rio Blanco","Rio Blanco County SO","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","2"
"2012","Rio Grande","Monte Vista PD","MJPossession",,,,"Arena/Stadium/Fairgrounds/Coliseum","Public space","2"
"2012","Routt","Routt County SO","MJPossession",,,,"School/College(Historical Only)","School/College(Historical Only)","1"
"2012","Routt","Routt County SO","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","35"
"2012","Routt","Routt County SO","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"Government/Public Building","Public building","1"
"2012","Routt","Steamboat Springs PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","6"
"2013","Denver","Denver PD - CRIMINAL","MJSales",,,,"Other/Unknown","Other","2"
"2013","Denver","Denver PD - CRIMINAL","MJSales",,,,"Specialty Store","Specialty Store","1"
"2013","Denver","Denver PD - CRIMINAL","MJUnknown",,,,"Government/Public Building","Public building","1"
"2013","Douglas","Castle Rock PD","MJPossession",,,,"Field/Woods","Public space","1"
"2013","Douglas","Castle Rock PD","MJPossession",,,,"Government/Public Building","Public building","1"
"2013","Douglas","Castle Rock PD","MJPossession",,,,"Other/Unknown","Other","1"
"2013","Douglas","Castle Rock PD","MJPossession",,,,"Park/Playground","Public space","4"
"2013","Douglas","Castle Rock PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","8"
"2013","Douglas","Douglas County SO","MJPossession",,,,"Jail/Prison/Penitentiary/Corrections Facility","Jail/Prison/Penitentiary/Corrections Facility","1"
"2013","Douglas","Douglas County SO","MJPossession",,,,"Residence/Home","Residence/Home","9"
"2013","Douglas","Douglas County SO","MJPossession",,,,"School – College/University","School – College/University","2"
"2013","Douglas","Douglas County SO","MJUnknown",,,,"Field/Woods","Public space","1"
"2013","Douglas","Douglas County SO","MJUnknown",,,,"Government/Public Building","Public building","1"
"2013","Douglas","Lone Tree PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","4"
"2013","Douglas","Parker PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","6"
"2013","Eagle","Avon PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2013","Eagle","Eagle County SO","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","5"
"2013","Eagle","Eagle County SO","MJUnknown",,,,"Lake/Waterway/Beach","Lake/Waterway/Beach","1"
"2013","Eagle","Eagle County SO","MJUnknown",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2013","Eagle","Vail PD","MJPossession",,,,"Field/Woods","Public space","1"
"2013","Eagle","Vail PD","MJPossession",,,,"Government/Public Building","Public building","1"
"2013","Eagle","Vail PD","MJPossession",,,,"Specialty Store","Specialty Store","1"
"2013","El Paso","Colorado Springs PD","MJPossession",,,,"Commercial/Office Building","Workplace","1"
"2013","El Paso","Colorado Springs PD","MJPossession",,,,"Residence/Home","Residence/Home","10"
"2013","El Paso","Colorado Springs PD","MJPossession",,,,"School – College/University","School – College/University","17"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"Convenience Store","Retail site/bank/restaurant/bar","2"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","4"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","2"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"Park/Playground","Public space","11"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"School – Elementary/Secondary","School – Elementary/Secondary","3"
"2013","El Paso","Colorado Springs PD","MJSales",,,,"Shopping Mall","Retail site/bank/restaurant/bar","1"
"2013","El Paso","Colorado Springs PD","MJUnknown",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","2"
"2013","El Paso","Colorado Springs PD","MJUnknown",,,,"School – Elementary/Secondary","School – Elementary/Secondary","4"
"2013","El Paso","El Paso County SO","MJSales",,,,"Residence/Home","Residence/Home","1"
"2013","El Paso","El Paso County SO","MJUnknown",,,,"Church/Synagogue/Temple/Mosque","Church/Synagogue/Temple/Mosque","1"
"2013","El Paso","El Paso County SO","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","14"
"2013","El Paso","El Paso County SO","MJUnknown",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","1"
"2013","Adams","Federal Heights PD","MJPossession",,,,"Government/Public Building","Public building","1"
"2013","Adams","Northglenn PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","36"
"2013","Adams","Northglenn PD","MJPossession",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","1"
"2013","Adams","Northglenn PD","MJPossession",,,,"Other/Unknown","Other","3"
"2013","Adams","Northglenn PD","MJPossession",,,,"Residence/Home","Residence/Home","5"
"2013","Adams","Thornton PD","MJPossession",,,,"Department/Discount Store","Retail site/bank/restaurant/bar","3"
"2013","Adams","Thornton PD","MJPossession",,,,"Other/Unknown","Other","23"
"2013","Adams","Thornton PD","MJPossession",,,,"Residence/Home","Residence/Home","8"
"2013","Adams","Thornton PD","MJSales",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","1"
"2013","Adams","Westminster PD","MJProduction",,,,"Residence/Home","Residence/Home","1"
"2013","Adams","Westminster PD","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2013","Arapahoe","Araphaoe County SO","MJPossession",,,,"Bar/Nightclub","Bar/Nightclub","1"
"2013","Arapahoe","Araphaoe County SO","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","5"
"2013","Arapahoe","Aurora PD","MJPossession",,,,"Government/Public Building","Public building","1"
"2013","Arapahoe","Aurora PD","MJPossession",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","2"
"2013","Arapahoe","Aurora PD","MJPossession",,,,"Rental Storage Facility","Rental Storage Facility","1"
"2013","Arapahoe","Aurora PD","MJPossession",,,,"Restaurant","Restaurant","3"
"2013","Arapahoe","Aurora PD","MJPossession",,,,"Shopping Mall","Retail site/bank/restaurant/bar","2"
"2013","Arapahoe","Aurora PD","MJProduction",,,,"Residence/Home","Residence/Home","65"
"2013","Arapahoe","Aurora PD","MJSales",,,,"Restaurant","Restaurant","1"
"2013","Arapahoe","Aurora PD","MJSales",,,,"School – Elementary/Secondary","School – Elementary/Secondary","9"
"2013","Arapahoe","Centennial PD","MJPossession",,,,"Other/Unknown","Other","2"
"2013","Arapahoe","Centennial PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","2"
"2013","Arapahoe","Centennial PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2013","Arapahoe","Englewood PD","MJPossession",,,,"Park/Playground","Public space","3"
"2013","Arapahoe","Englewood PD","MJSales",,,,"School – Elementary/Secondary","School – Elementary/Secondary","1"
"2013","Arapahoe","Greenwood Village PD","MJPossession",,,,"Air/Bus/Train Terminal","Public space","3"
"2013","Arapahoe","Greenwood Village PD","MJPossession",,,,"Other/Unknown","Other","1"
"2013","Arapahoe","Greenwood Village PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","5"
"2013","Arapahoe","Greenwood Village PD","MJPossession",,,,"Residence/Home","Residence/Home","2"
"2013","Arapahoe","Littleton PD","MJPossession",,,,"Other/Unknown","Other","1"
"2013","Arapahoe","Littleton PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","6"
"2013","Arapahoe","Littleton PD","MJPossession",,,,"Residence/Home","Residence/Home","4"
"2013","Arapahoe","Sheridan PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","11"
"2013","Boulder","Boulder PD","MJPossession",,,,"Field/Woods","Public space","1"
"2013","Boulder","Boulder PD","MJUnknown",,,,"Hotel/Motel/Etc.","Hotel/Motel/Etc.","1"
"2013","Boulder","Boulder PD","MJUnknown",,,,"Other/Unknown","Other","6"
"2013","Boulder","Lafayette PD","MJPossession",,,,"Specialty Store","Specialty Store","1"
"2013","La Plata","La Plata County SO","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","1"
"2013","Lake","Leadville PD","MJPossession",,,,"Other/Unknown","Other","1"
"2013","Larimer","Berthoud PD","MJUnknown",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","4"
"2013","Larimer","Berthoud PD","MJUnknown",,,,"Park/Playground","Public space","1"
"2013","Larimer","DPS - COLORADO STATE UNIVERSITY-FT COLLINS","MJSales",,,,"Residence/Home","Residence/Home","2"
"2013","Adams","Thornton PD","MJPossession",,,,"Government/Public Building","Public building","2"
"2013","Adams","Thornton PD","MJPossession",,,,"Highway/Road/Alley/Street/Sidewalk","Highway/Road/Alley/Street/Sidewalk","27"
"2013","Adams","Thornton PD","MJPossession",,,,"Park/Playground","Public space","13"
"2013","Adams","Thornton PD","MJPossession",,,,"School – Elementary/Secondary","School – Elementary/Secondary","42"
"2013","Adams","Thornton PD","MJUnknown",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","2"
"2013","Adams","Thornton PD","MJUnknown",,,,"Residence/Home","Residence/Home","2"
"2013","Adams","Westminster PD","MJPossession",,,,"Grocery/Supermarket","Retail site/bank/restaurant/bar","1"
"2013","Adams","Westminster PD","MJPossession",,,,"Parking/Drop Lot/Garage","Parking/Drop Lot/Garage","5"
"2013","Adams","Westminster PD","MJPossession",,,,"School – College/University","School – College/University","1"
