"respnum","ccgid","term","strata","atype","airline","dest","gatenum","intdate","q1","q2_1","q2_2","q2_3","q2_4","q2_5","q2_6","q3_1","q3_2","q3_3","q3_4","q3_5","q3_6","q3a","q4a","q4b","q4c","q5","q5avg","saq","q6a","q6b","q6c","q6d","q6e","q6f","q6g","q6h","q6i","q6j","q6k","q6l","q6m","q6n","q7com1","q7com2","q7com3","q7a1","q7a2","q7a3","q8a","q8b","q8c","q8d","q8e","q8f","q8com1","q8com2","q8com3","q9","q9apos1","q9apos2","q9apos3","q9aneg1","q9aneg2","q9aneg3","q9antr1","q9antr2","q9antr3","q10","q11","q11a1","q11a2","q11a3","q12","q13a","q13b","q13_com","q13com1","q13com2","q13com3","q14","q14a","q14a1","q14a2","q14a3","q15","sfflag","country","q17","age","q18","q19","inc","mail","lang","destmark","destination","destgeo","weight","location_1"
"67","348","2","2","2","7","3","101","2","1","4","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","6","4","4","4","4","4","4","4","6","6","6","6","6","4",,,,,,,"5","6","6","6","4","3",,,,"3",,,,,,,"20",,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","62","2","21","2","1","25000","1","1","3","TOKYO","8","0.636476",
"68","349","2","2","2","7","3","101","2","2","3","8",,,,,"1","11",,,,,"4","1","1","2","3","4.5","2","3","3","3","3","3","3","3","3","3","3","6","6","6","3",,,,,,,"3","6","6","6","3","4",,,,"4","5",,,,,,,,,"2",,,,,"7","4","4",,,,,"2",,,,,"1","13","62","4","39.5","2","0",,"1","1","3","TOKYO","8","0.636476",
"69","350","2","2","2","7","3","101","2","2","2","3","8",,,,"2","11",,,,,"9","1","1","0","2","2","2","5","4","3","5","5","4","4","4","4","4","5","4","6","4","75",,,,,,"5","4","4","6","4","4",,,,"5","1",,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"1","15","62","6","59.5","1","1","25000","1","1","3","TOKYO","8","0.636476",
"70","351","2","2","2","7","3","101","2","2","3","8",,,,,"6","11",,,,,"9","1","1","0","1","1","2","3","6","3","3","3","3","6","6","3","6","3","6","6","3",,,,,,,"4","6","4","6","6","3",,,,"3",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","30","4","39.5","1","2","75000","1","1","3","TOKYO","8","0.636476",
"71","422","1","1","1","12","2","45","3","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","1","6","3","6","5","6","6","6","6","5","6","6","6","6","4","6","97",,,,,"4","6","6","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"7","4","4",,,,,"2",,,,,"1","13","62","7","75","1","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"72","423","1","1","1","12","2","45","3","1","3","8",,,,,"3","11",,,,,"9","1","2","2","1","1","1","6","6","6","3","4","1","6","1","5","6","6","6","6","3","20","54","55",,,,"4","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"11","1","3",,"2",,,"1",,"3",,,"3","4","24","7","75","1","1","25000","1","1","3","MINNEAPOLIS","3","1.013018",
"73","424","1","1","1","12","2","45","3","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","6","4","5","5","6","3","6","6","6","6","5","6","6","5","6","75","55",,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","9","3","29.5","1","1","25000","1","1","3","MINNEAPOLIS","3","1.013018",
"74","425","1","1","1","12","2","45","3","2","2","8",,,,,"2","11",,,,,"9","1","1","1","2","2","1","5","5","5","5","6","5","6","6","5","6","6","6","6","5","90",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"1","5","2",,"1",,,"2",,,,,"2","4","62","5","49.5","2","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"75","426","1","1","1","12","2","45","3","2","2","3","8",,,,"9","11",,,,,"9","1","2","1","1","1","1","6","3","6","1","3","4","6","4","1","6","4","6","4","0","50","51","56",,,,"3","6","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","2","1",,"1","5",,"2",,,,,"2","4","62","6","59.5","2","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"76","427","1","1","1","12","2","45","3","2","1","3","8",,,,"2","11",,,,,"9","0","1","0","5","18.5","2","5","3","3","3","3","2","5","5","3","4","3","2","4","4","72",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","2",,,,,"0",,,,,"0","5","0","1","15","1","1","25000","1","1","3","MINNEAPOLIS","3","1.013018",
"77","428","1","1","1","12","2","45","3","2","1","8",,,,,"1","11",,,,,"2","1","0","1","6","36","2","4","4","4","4","4","4","4","4","4","4","4","3","3","4",,,,,,,"4","4","4","4","4","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","4","39.5","2","4","175000","1","1","3","MINNEAPOLIS","3","1.013018",
"78","429","1","1","1","12","2","45","3","2","1","8",,,,,"1","11",,,,,"3","2","2","2","3","4.5","2","4","3","3","4","4","4","3","3","4","4","6","4","6","4","90",,,,,,"4","4","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"5","5","2",,"1",,,"2",,,,,"1","1","62","5","49.5","1","0",,"1","1","3","MINNEAPOLIS","3","1.013018",
"79","430","1","1","1","12","2","45","3","2","3","8",,,,,"4","11",,,,,"9","1","0","0","3","4.5","2","5","3","6","2","2","4","6","6","3","6","4","6","4","4","27",,,,,,"4","6","4","4","3","4",,,,"5","4","1","3",,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","2","7","75","2","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"80","431","1","1","1","12","2","45","3","2","2","8",,,,,"9","11",,,,,"9","1","2","1","2","2","2","3","2","1","4","4","3","3","3","4","5","5","6","4","3","39",,,,,,"4","3","5","4","2","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","3",,,,,"2",,,,,"2","4","21","3","29.5","1","3","125000","1","1","3","MINNEAPOLIS","3","1.013018",
"81","432","1","1","1","12","2","45","3","2","3","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","4","6","3","4","4","4","6","4","5","3","4","6","6","4","76",,,,,,"4","6","4","6","6","4",,,,"5","5",,,,,,,,,"3",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","1","25000","1","1","3","MINNEAPOLIS","3","1.013018",
"82","433","1","1","1","12","2","45","3","2","1","8",,,,,"12","11",,,,,"9","1","0","1","2","2","2","3","3","3","3","3","4","3","3","4","6","4","6","6","3",,,,,,,"3","6","4","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"13","3","4",,,,,"2",,,,,"1","10","62","4","39.5","1","3","125000","1","1","3","MINNEAPOLIS","3","1.013018",
"83","434","1","1","1","12","2","45","3","2","2","8",,,,,"6","11",,,,,"9","2","1","2","3","4.5","2","4","3","3","3","4","3","1","0","4","6","6","6","6","4","6",,,,,,"3","6","6","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"24","4","0",,,,,"1",,"4",,,"2","4","62","6","59.5","1","0",,"1","1","3","MINNEAPOLIS","3","1.013018",
"84","435","1","1","1","12","2","45","3","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","5",,,,,,,"5","0","0","0","0","0",,,,"5",,,,,,,,,,"2",,,,,"5","5","0",,,,,"2",,,,,"2","4","62","7","75","2","1","25000","1","1","3","MINNEAPOLIS","3","1.013018",
"85","436","1","1","1","12","2","45","3","0","3","8",,,,,"2","11",,,,,"9","1","2","1","4","9.5","2","2","2","3","3","3","3","3","0","2","2","3","3","0","3",,,,,,,"2","2","3","3","2","1",,,,"3",,,,,,,,,,"0",,,,,"5","4","1",,,,,"2",,,,,"2","4","62","3","29.5","1","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"86","437","1","1","1","12","2","45","3","2","2","8",,,,,"12","11",,,,,"9","1","2","1","1","1","2","4","4","4","5","5","5","4","4","5","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5","5",,,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"2","4","62","4","39.5","1","0",,"1","1","3","MINNEAPOLIS","3","1.013018",
"87","438","1","1","1","12","2","45","3","2","3","8",,,,,"4","11",,,,,"9","1","2","2","3","4.5","2","5","4","6","2","4","3","3","6","2","6","4","6","3","4","27",,,,,,"3","6","4","3","6","4",,,,"4","1",,,,,,,,,"1","2","6",,,"5","4","2",,,,,"2",,,,,"2","4","2","7","75","1","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"88","439","1","1","1","12","2","45","3","1","2","3","8",,,,"3","11",,,,,"9","1","2","1","3","4.5","2","3","3","3","5","5","4","3","3","1","0","0","0","0","4",,,,,,,"5","0","0","0","0","5",,,,"5",,,,,,,,,,"2",,,,,"11","0","1",,,,,"1",,"4",,,"3","5","0","0",,"0","0",,"1","1","3","MINNEAPOLIS","3","1.013018",
"89","440","1","1","1","12","2","45","3","2","6","8",,,,,"1","11",,,,,"1","1","0","0","1","1","2","5","4","4","4","4","4","0","4","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"12","5","0",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"90","441","1","1","1","12","2","45","3","2","1","8",,,,,"4","11",,,,,"9","2","2","1","5","18.5","2","4","4","4","4","4","3","6","6","4","4","5","6","6","4",,,,,,,"5","6","6","6","4","4",,,,"4",,,,,,,,,,"1","4","5",,,"5","4","5",,,,,"2",,,,,"1","1","62","3","29.5","2","2","75000","1","1","3","MINNEAPOLIS","3","1.013018",
"91","293","3","2","1","24","1","78","2","1","2","8",,,,,"3","11",,,,,"9","2","1","2","1","1","1","4","6","4","4","4","4","6","4","4","6","6","6","4","4","73",,,,,,"3","6","6","6","6","4",,,,"4","7",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","1","1","25000","1","1","1","SAN LUIS OBI","1","1.592296",
"92","294","3","2","1","24","1","78","2","1","4","8",,,,,"3","11",,,,,"9","2","1","1","1","1","1","5","4","4","4","4","5","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"4","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","5","49.5","1","2","75000","1","1","1","SAN LUIS OBI","1","1.592296",
"93","295","3","2","1","24","1","78","2","1","1","8",,,,,"3","11",,,,,"9","1","2","1","6","36","1","6","4","2","5","5","6","6","6","6","6","6","6","6","5","73",,,,,,"5","6","6","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","3","29.5","1","0",,"1","1","1","SAN LUIS OBI","1","1.592296",
"94","296","3","2","1","24","1","78","2","1","1","3","8",,,,"3","11",,,,,"9","2","1","1","3","4.5","1","3","5","4","5","5","5","6","6","6","6","6","6","6","5","75",,,,,,"5","6","6","6","4","4",,,,"5","5",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","2","21","2","1","25000","1","1","1","SAN LUIS OBI","1","1.592296",
"95","297","3","2","1","24","1","78","2","1","6","8",,,,,"3","11",,,,,"9","2","1","1","2","2","1","5","5","5","5","5","5","6","6","6","6","6","6","6","4","29","30",,,,,"2","6","6","6","5","4",,,,"3",,,,,,,"8",,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","6","59.5","2","2","75000","1","1","1","SAN LUIS OBI","1","1.592296",
"96","298","3","2","1","24","1","78","2","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","1","6","4","6","4","5","2","6","6","4","6","0","3","6","4","77","55",,,,,"3","6","6","6","3","5",,,,"4","8",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","5","49.5","2","4","175000","1","1","1","SAN LUIS OBI","1","1.592296",
"97","299","3","2","1","24","1","78","2","1","2","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","6","3","3","3","3","3","6","6","6","6","6","6","6","3","55",,,,,,"4","6","6","6","4","4","5",,,"3",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","4","62","7","75","1","2","75000","1","1","1","SAN LUIS OBI","1","1.592296",
"98","300","3","2","1","24","1","78","2","1","4","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","4","4","4","3","4","3","3","4","3","3","6","6","4",,,,,,,"5","4","4","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"11","2","4",,,,,"2",,,,,"3","5","0","0",,"0","0",,"1","1","1","SAN LUIS OBI","1","1.592296",
"99","301","3","2","1","24","1","78","2","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","3","3","2","4","3","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"11","3","5",,,,,"0",,,,,"3","4","62","4","39.5","1","2","75000","1","1","1","SAN LUIS OBI","1","1.592296",
"100","302","3","2","1","24","1","78","2","1","1","8",,,,,"3","11",,,,,"9","0","1","1","1","1","2","4","4","4","3","4","4","4","4","6","6","6","6","6","4",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"11","3","4",,,,,"2",,,,,"3","4","62","2","21","1","1","25000","1","1","1","SAN LUIS OBI","1","1.592296",
"101","303","2","1","2","16","1","11","3","2","1","8",,,,,"4","11",,,,,"9","1","2","2","6","36","1","4","6","6","4","3","4","6","6","5","6","4","6","4","4","23","22",,,,,"5","6","5","6","6","4","6",,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","5","49.5","1","3","125000","1","1","1","LONG BEACH,","1","0.636476",
"102","304","2","1","2","16","1","11","3","2","2","8",,,,,"6","11",,,,,"9","1","2","2","2","2","1","6","6","6","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","6",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125000","1","1","1","LONG BEACH,","1","0.636476",
"103","305","2","1","2","16","1","11","3","2","2","8",,,,,"6","11",,,,,"9","1","2","1","3","4.5","1","5","1","6","1","5","6","6","6","6","6","6","6","6","5","20","22","5",,,,"5","6","6","6","4","5",,,,"5",,,,,,,,,,"2",,,,,"5","1","5",,"5",,,"2",,,,,"2","3","62","4","39.5","1","4","175000","1","1","1","LONG BEACH,","1","0.636476",
"104","306","2","1","2","16","1","11","3","2","1","8",,,,,"1","11",,,,,"4","2","2","2","4","9.5","1","5","6","3","4","3","4","6","6","5","6","4","6","6","3","23","20","90",,,,"5","6","5","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"8","4","3",,"2",,,"2",,,,,"1","17","62","6","59.5","1","0",,"1","1","1","LONG BEACH,","1","0.636476",
"105","307","2","1","2","16","1","11","3","2","3","8",,,,,"1","11",,,,,"4","2","2","1","3","4.5","1","5","4","6","4","5","4","6","6","4","4","5","4","6","5","50",,,,,,"4","6","4","6","5","4",,,,"5",,,,,,,,,,"2",,,,,"1","3","5",,"7",,,"2",,,,,"1","10","62","6","59.5","1","0",,"1","1","1","LONG BEACH,","1","0.636476",
"106","308","2","1","2","16","1","11","3","2","2","8",,,,,"1","11",,,,,"2","2","2","2","5","18.5","2","5","4","3","5","5","5","6","6","5","5","5","5","6","4","6",,,,,,"5","5","5","5","5","5",,,,"5","6",,,,,,,,,"1","5","3","5",,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","2","1","25000","1","1","1","LONG BEACH,","1","0.636476",
"107","309","2","1","2","16","1","11","3","2","2","8",,,,,"2","11",,,,,"9","2","2","2","3","4.5","2","4","3","3","5","5","4","6","6","4","6","4","6","6","4","90",,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"1","4","6",,,"3","5","5",,"2",,,"2",,,,,"2","4","62","4","39.5","2","2","75000","1","1","1","LONG BEACH,","1","0.636476",
"108","310","2","1","2","16","1","11","3","2","2","8",,,,,"7","11",,,,,"9","1","1","2","5","18.5","2","2","2","0","3","4","3","3","3","4","5","6","0","0","3","71","74","39",,,,"0","0","0","0","0","0",,,,"0",,,,,,,,,,"0",,,,,"12","0","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","1","LONG BEACH,","1","0.636476",
"109","311","2","1","2","16","1","11","3","2","3","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","5","6","6","3","5","3","6","6","3","6","6","6","6","4","50",,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","3","4",,,,,"2",,,,,"2","3","62","2","21","2","2","75000","1","1","1","LONG BEACH,","1","0.636476",
"110","312","2","1","2","16","1","11","3","2","2","8",,,,,"2","11",,,,,"9","2","2","1","1","1","2","3","3","3","3","4","3","3","3","3","3","6","6","6","4",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","4","2",,"4",,,"2",,,,,"2","3","62","3","29.5","1","3","125000","1","1","1","LONG BEACH,","1","0.636476",
"111","313","2","1","2","16","1","11","3","2","2","3","8",,,,"5","11",,,,,"9","2","1","1","2","2","2","4","4","3","3","4","4","3","3","4","6","6","6","6","4","50",,,,,,"4","6","6","6","4","3",,,,"5","2",,,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"2","3","62","2","21","1","1","25000","1","1","1","LONG BEACH,","1","0.636476",
"112","314","2","1","2","16","1","11","3","2","1","8",,,,,"5","11",,,,,"9","2","2","2","5","18.5","2","3","2","2","4","5","4","3","3","3","3","3","3","3","3",,,,,,,"4","3","3","3","3","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"0",,,,,"1","1","62","4","39.5","1","3","125000","1","1","1","LONG BEACH,","1","0.636476",
"113","315","2","1","2","16","1","11","3","2","2","8",,,,,"1","11",,,,,"3","2","2","1","3","4.5","2","6","3","3","3","3","5","6","6","3","1","2","1","6","3",,,,,,,"4","6","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"2","4","62","3","29.5","2","2","75000","1","1","1","LONG BEACH,","1","0.636476",
"114","316","2","1","2","16","1","11","3","2","1","8",,,,,"12","11",,,,,"9","2","2","2","4","9.5","2","4","3","3","4","3","4","3","3","4","5","4","3","6","4","3","40",,,,,"5","4","4","4","4","4",,,,"5",,,,,,,,,,"1","4",,,,"7","4","4",,,,,"2",,,,,"1","5","0","4","39.5","1","0",,"1","1","1","LONG BEACH,","1","0.636476",
"115","317","2","1","2","16","1","11","3","2","2","8",,,,,"7","11",,,,,"9","1","1","2","1","1","2","5","3","3","5","5","5","5","5","4","4","5","4","5","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"9","5","5",,,,,"2",,,,,"2","3","62","5","49.5","2","4","175000","1","1","1","LONG BEACH,","1","0.636476",
"116","318","2","1","2","16","1","11","3","2","8",,,,,,"2","11",,,,,"9","1","2","1","3","4.5","2","3","3","3","4","4","3","3","3","6","6","6","6","6","3",,,,,,,"5","6","6","6","4","5",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","3","62","7","75","2","0",,"1","1","1","LONG BEACH,","1","0.636476",
"117","319","2","1","2","16","1","11","3","2","2","8",,,,,"7","11",,,,,"9","1","2","2","4","9.5","2","4","4","3","5","5","5","5","5","5","6","5","5","6","6",,,,,,,"5","5","5","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"2","4","63","2","21","1","2","75000","1","1","1","LONG BEACH,","1","0.636476",
"118","320","2","1","2","16","1","11","3","2","1","8",,,,,"5","11",,,,,"9","1","2","2","3","4.5","2","5","5","5","5","5","5","5","5","6","6","6","6","6","5",,,,,,,"5","5","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","5","49.5","2","2","75000","1","1","1","LONG BEACH,","1","0.636476",
"119","321","1","1","1","12","2","45","3","2","2","8",,,,,"2","11",,,,,"9","1","1","1","2","2","1","5","4","4","4","5","1","6","6","6","6","6","6","6","4","76","90","29",,,,"0","6","6","6","5","2",,,,"4",,,,,,,,,,"2",,,,,"7","4","1",,,,,"1",,"5",,,"1","13","62","6","59.5","1","2","75000","1","1","4","ATLANTA","2","1.013018",
"120","322","1","1","1","12","2","45","3","2","3","8",,,,,"7","11",,,,,"9","1","2","2","1","1","1","4","6","6","4","5","5","6","6","4","6","6","6","6","4",,,,,,,"4","6","6","6","6","4","12",,,"5",,,,,,,,,,"2",,,,,"5","5","3",,"1",,,"2",,,,,"2","4","62","5","49.5","1","2","75000","1","1","4","ATLANTA","2","1.013018",
"121","323","1","1","1","12","2","45","3","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","1","6","4","6","5","5","4","6","6","5","4","6","6","5","4","77",,,,,,"4","6","6","5","4","5",,,,"5",,,,,,,,,,"2",,,,,"8","5","4",,,,,"2",,,,,"2","4","60","4","39.5","2","2","75000","1","1","4","ATLANTA","2","1.013018",
"122","324","1","1","1","12","2","45","3","2","1","8",,,,,"4","11",,,,,"9","1","1","1","2","2","1","6","6","4","5","6","4","6","6","6","6","6","6","6","2","90","91","98",,,,"4","6","6","6","4","3",,,,"4",,,,,,,,,,"2",,,,,"5","5","2",,,,,"2",,,,,"2","4","62","6","59.5","1","0",,"1","1","4","ATLANTA","2","1.013018",
"123","325","1","1","1","12","2","45","3","2","2","8",,,,,"4","11",,,,,"9","1","1","1","1","1","1","4","4","3","5","4","5","6","6","5","6","5","6","4","5","2","7",,,,,"5","6","5","5","4","5",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","27","6","59.5","2","1","25000","1","1","4","ATLANTA","2","1.013018",
"124","326","1","1","1","12","2","45","3","1","1","8",,,,,"3","11",,,,,"9","2","2","1","1","1","1","5","5","6","2","5","5","6","1","0","0","0","0","0","0","55",,,,,,"4","6","5","6","5","6",,,,"5",,,,,,,,,,"2",,,,,"11","3","5",,"7",,,"2",,,,,"3","3","62","3","29.5","1","2","75000","1","1","4","ATLANTA","2","1.013018",
"125","327","1","1","1","12","2","45","3","2","1","8",,,,,"4","11",,,,,"9","2","1","1","3","4.5","1","3","3","3","4","5","5","6","6","3","6","6","6","6","4","73","70","71",,,,"5","6","5","6","4","4","12",,,"4",,,,,,,,,,"2",,,,,"7","5","3",,"9",,,"2",,,,,"1","13","62","3","29.5","2","0",,"1","1","4","ATLANTA","2","1.013018",
"126","329","1","1","1","12","2","45","3","2","2","8",,,,,"12","11",,,,,"9","1","2","1","2","2","2","3","3","3","4","4","4","4","4","4","4","4","4","4","4","40",,,,,,"4","4","4","4","4","4",,,,"5","1",,,,,,,,,"2",,,,,"6","5","5",,,,,"2",,,,,"1","12","62","3","29.5","1","3","125000","1","1","4","ATLANTA","2","1.013018",
"127","330","1","1","1","12","2","45","3","2","1","8",,,,,"9","11",,,,,"9","1","1","2","2","2","2","3","4","4","4","4","4","4","4","4","6","5","6","4","4",,,,,,,"5","6","5","4","6","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","5",,"3",,,"2",,,,,"2","4","62","6","59.5","2","4","175000","1","1","4","ATLANTA","2","1.013018",
"128","331","1","1","1","12","2","45","3","2","3","8",,,,,"6","11",,,,,"9","1","1","1","3","4.5","2","5","3","3","3","3","3","2","2","4","3","0","3","3","3","53",,,,,,"4","0","0","0","4","4",,,,"5","4","3",,,,,,,,"2",,,,,"5","4","3",,,,,"1",,"3",,,"1","1","62","3","29.5","2","2","75000","1","1","4","ATLANTA","2","1.013018",
"129","332","1","1","1","12","2","45","3","2","5","8",,,,,"6","11",,,,,"9","0","0","1","3","4.5","2","0","0","0","0","0","0","4","0","4","0","0","0","0","0",,,,,,,"4","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"8","4","4",,,,,"2",,,,,"1","17","62","7","75","1","0",,"1","1","4","ATLANTA","2","1.013018",
"130","333","1","1","1","12","2","45","3","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","2","3","3","3","3","3","3","6","2","4","2","6","6","6","3",,,,,,,"3","6","6","6","4","3",,,,"3",,,,,,,,,,"2",,,,,"6","3","2",,,,,"2",,,,,"4","3","62","3","29.5","1","2","75000","1","1","4","ATLANTA","2","1.013018",
"131","335","1","1","1","12","2","45","3","2","2","8",,,,,"7","11",,,,,"9","1","1","1","1","1","2","3","3","3","4","4","4","4","4","6","6","6","6","6","4","24",,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","60","4","39.5","1","1","25000","1","1","4","ATLANTA","2","1.013018",
"132","334","1","1","1","12","2","45","3","2","2","8",,,,,"5","11",,,,,"9","1","2","1","1","1","2","3","2","0","3","4","3","3","3","6","6","6","6","6","3","20",,,,,,"3","6","3","6","3","6",,,,"4",,,,,,,,,,"2",,,,,"5","3","0",,,,,"0",,,,,"0","5","0","0",,"0","0",,"1","1","4","ATLANTA","2","1.013018",
"133","335","1","1","1","12","2","45","3","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","5","5","5","5","5","5","5","5","5","5","0","0","0","5",,,,,,,"5","0","0","0","5","5",,,,"3",,,,,,,,,,"2",,,,,"5","5","1",,,,,"2",,,,,"2","4","27","3","29.5","2","0",,"1","1","4","ATLANTA","2","1.013018",
"134","336","1","1","1","12","2","45","3","2","2","8",,,,,"4","11",,,,,"9","1","2","1","1","1","2","3","2","2","3","3","3","3","3","4","4","4","4","4","3",,,,,,,"4","4","4","4","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","2",,"1",,,"2",,,,,"2","4","27","3","29.5","2","1","25000","1","1","4","ATLANTA","2","1.013018",
"135","337","1","1","1","12","2","45","3","2","2","8",,,,,"6","11",,,,,"9","1","1","1","2","2","2","1","2","2","4","4","4","4","4","5","5","5","5","5","2",,,,,,,"3","3","3","3","3","3",,,,"3",,,,,,,,,,"2",,,,,"5","3","3",,,,,"2",,,,,"2","4","60","3","29.5","1","1","25000","1","1","4","ATLANTA","2","1.013018",
"136","338","1","1","1","12","2","45","3","1","2","8",,,,,"3","11",,,,,"9","1","2","1","1","1","2","3","3","2","3","3","3","2","2","3","3","3","3","3","3","7",,,,,,"3","3","3","3","3","2",,,,"3",,,,,,,,,,"2",,,,,"11","4","1",,"1",,,"1",,"5",,,"3","4","27","3","29.5","2","2","75000","1","1","4","ATLANTA","2","1.013018",
"137","357","2","2","1","28","3","94","2","2","2","8",,,,,"7","11",,,,,"9","1","2","3","1","1","1","6","6","6","5","5","5","6","6","6","6","6","6","6","3",,,,,,,"5","6","6","6","6","6",,,,"5","1",,,,,,,,,"2",,,,,"5","6","5",,,,,"2",,,,,"2","4","21","7","75","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"138","358","2","2","1","28","3","94","2","2","1","8",,,,,"4","11",,,,,"9","1","2","2","1","1","2","4","4","4","4","4","4","3","3","4","4","4","3","3","4","29","54","30",,,,"3","6","6","6","6","1",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"0","4","24","3","29.5","2","1","25000","1","1","4","FRANKFURT","6","0.636476",
"139","359","2","2","1","28","3","94","2","1","11","8",,,,,"3","11",,,,,"9","2","1","2","1","1","1","6","6","6","5","5","5","6","6","6","6","6","6","6","5",,,,,,,"5","0","0","0","0","6",,,,"5","5",,,,,,,,,"2",,,,,"11","6","5",,,,,"2",,,,,"3","4","62","5","49.5","1","0",,"1","1","4","FRANKFURT","6","0.636476",
