"responsedate","completiondate","q1a_food_that_is_produced_and_processed_in_the_edmonton_region","q1a_food_that_is_produced_and_processed_in_alberta","q1a_food_that_is_produced_and_processed_in_canada","q1a_food_that_is_produced_and_processed_within_100_miles_from_where_i_live","q1a_food_that_is_produced_or_processed_by_an_alberta_company","q1a_food_that_is_produced_or_processed_by_an_canadian_company","q1a_food_that_is_produced_or_processed_by_an_edmonton_region_company","q1a_other","q1b","q2","q3_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q3_more_places_to_buy_local_food_now_compared_to_12_months_ago","q3_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q3_more_variety_of_local_food_products_available_in_edmonton_now_compared_with_12_months_ago","q3_more_edmontonians_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q4","q5","q6","q7","q8_diverse_cultural_preferences","q8_diverse_dietary_needs","q9a","q10_local_food_contributes_to_a_greener_edmonton","q10_local_food_contributes_to_vibrant_places","q11_purchased_local_food","q11_visited_a_farmers_market","q11_planted_a_garden","q11_supported_a_community_garden","q11_purchased_food_directly_from_a_local_producer","q11_supported_a_community_supported_agriculture_program","q11_other_please_specify","q11_haven_t_done_any_of_these","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2016-01-26T12:38:00.000","2016-01-26T12:44:00.000","1","1","0","1","1","0","1","0","Somewhat familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","5 Strongly Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","3 Neither agree nor disagree","1","1","0","0","1","0","0","0","Male","""35-39""","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)","Employed full-time (30+ hours a week)","T5R","Windows","Desktop","Firefox","Own","Yes","No","Greater than 5 years","No","Other (Specify)","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$150,000 and over","Prefer not to say"
"2016-01-28T20:02:00.000","2016-01-28T20:14:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","About the same","3 Neither agree nor disagree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","1","1","0","0","Male","""45-49""","Post-graduate degree","Employed full-time (30+ hours a week)","T6R","Mac (OS X)","Desktop","Safari","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Bicycle","Public Transit","$100,000 to $149,000","No"
"2016-01-29T09:35:00.000","2016-01-29T09:40:00.000","1","1","0","1","1","0","1","0","Slightly familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Don't know","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","More","I don't know","I don't know","I don't know","4 Somewhat Agree","5 Strongly Agree","1","1","0","0","0","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T6M","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$150,000 and over","Yes"
"2016-01-25T23:04:00.000","2016-01-26T00:06:00.000","0","0","0","1","0","0","0","0","Moderately familiar","Declined in the last 12 months","3 Neither agree nor disagree","3 Neither agree nor disagree","2 Somewhat Disagree","3 Neither agree nor disagree","2 Somewhat Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","2 Somewhat Disagree","1 Strongly Disagree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","0","0","1","0","0","0","Male","Prefer not to answer","College / technical school graduate","Employed part-time (0-30 hours a week)","T5M","Mac (OS X)","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Other (Specify)","Prefer not to answer","No"
"2016-01-25T14:22:00.000","2016-01-25T14:28:00.000","0","0","0","1","0","0","0","0","Somewhat familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","About the same","4 Somewhat Agree","3 Neither agree nor disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","1","1","0","0","0","Male","""35-39""","University undergraduate degree","Employed full-time (30+ hours a week)","T5K","Mac (OS X)","Desktop","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Walk","Public Transit","$100,000 to $149,000","No"
"2016-01-28T03:23:00.000","2016-01-28T03:32:00.000","1","0","0","0","0","0","0","0","Slightly familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","About the same","I don't know","2 Somewhat Disagree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","1","0","0","0","0","0","Female","""25-29""","University undergraduate degree","Post-secondary student","T6C","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$40,000 to $49,999","No"
"2016-01-25T15:25:00.000","2016-01-25T15:30:00.000","1","0","0","1","0","0","0","0","Moderately familiar","Improved in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","5 Strongly Agree","5 Strongly Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","0","0","1","0","Male","""50-54""","Post-graduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over","No"
"2016-01-25T14:38:00.000","2016-01-25T14:42:00.000","0","1","0","1","0","0","0","0","Slightly familiar","I don’t know","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","4 Somewhat Agree","3 Neither agree nor disagree","I don't know","4 Somewhat Agree","3 Neither agree nor disagree","1","1","0","0","0","0","0","0","Male","""75-79""","Post-graduate degree","Retired","T6H","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$60,000 to $79,999","No"
"2016-01-28T16:26:00.000","2016-01-28T17:08:00.000","1","1","0","1","0","0","0","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","5 Strongly Agree","3 Neither agree nor disagree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","More","5 Strongly Agree","5 Strongly Agree","Yes","4 Somewhat Agree","5 Strongly Agree","1","1","0","0","1","0","0","0","Female","""50-54""","Post-graduate degree","Employed full-time (30+ hours a week)","T5R","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Only have one mode of transportation","$100,000 to $149,000","No"
"2016-01-25T14:58:00.000","2016-01-25T15:05:00.000","1","0","0","1","0","0","0","0","Somewhat familiar","I don’t know","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","3 Neither agree nor disagree","Don't know","I don’t know","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","3 Neither agree nor disagree","2 Somewhat Disagree","No","3 Neither agree nor disagree","3 Neither agree nor disagree","1","1","0","0","1","0","0","0","Female","""25-29""","College / technical school graduate","Employed full-time (30+ hours a week)","T5N","Windows","Desktop","Google Chrome","Rent","No","Yes","Between 1 to 2 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$40,000 to $49,999","No"
"2016-01-25T14:45:00.000","2016-01-25T14:50:00.000","0","0","0","0","0","0","1","0","Slightly familiar","I don’t know","3 Neither agree nor disagree","3 Neither agree nor disagree","Don't know","2 Somewhat Disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","More","More","4 Somewhat Agree","3 Neither agree nor disagree","Yes","5 Strongly Agree","4 Somewhat Agree","1","1","0","0","0","0","0","0","Male","""55-59""","University undergraduate degree","Employed full-time (30+ hours a week)","T5T","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Only have one mode of transportation","$150,000 and over","No"
"2016-01-29T08:24:00.000","2016-01-29T08:34:00.000","1","1","1","1","1","1","1","0","Somewhat familiar","Improved in the last 12 months","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","No","5 Strongly Agree","4 Somewhat Agree","1","1","0","0","0","0","0","0","Male","""55-59""","College / technical school graduate","Other (Specify)","T6T","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$100,000 to $149,000","Yes"
"2016-01-25T14:58:00.000","2016-01-25T16:25:00.000","1","0","1","0","0","0","1","1","Slightly familiar","I don’t know","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","1","1","0","0","0","0","0","0","Male","""30-34""","College / technical school graduate","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Walk","Car/truck/Van as DRIVER","$80,000 to $99,999","No"
"2016-01-29T02:19:00.000","2016-01-29T02:22:00.000","1","1","0","1","1","0","1","0","Slightly familiar","I don’t know","Don't know","Don't know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","0","1","0","0","0","Female","""25-29""","University undergraduate degree","Employed full-time (30+ hours a week)","T6H","Windows","Desktop","Google Chrome","Rent","No","Yes","Between 3 to 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","$30,000 to $39,999","Yes"
"2016-01-25T14:22:00.000","2016-01-25T14:27:00.000","1","1","0","1","1","0","1","0","Moderately familiar","Declined in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","2 Somewhat Disagree","2 Somewhat Disagree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","1","1","1","0","0","Female","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5K","Mac (OS X)","Desktop","Google Chrome","Rent","No","No","Between 1 to 2 years","No","English","Yes","Public Transit","Bicycle","$60,000 to $79,999","No"
"2016-01-26T10:40:00.000","2016-01-26T10:56:00.000","1","1","0","1","0","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","3 Neither agree nor disagree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","More","4 Somewhat Agree","4 Somewhat Agree","Yes","5 Strongly Agree","5 Strongly Agree","1","1","0","1","1","0","0","0","Female","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5K","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Walk","Public Transit","$20,000 to $29,999","No"
"2016-01-25T14:26:00.000","2016-01-25T14:28:00.000","1","1","0","0","1","0","0","0","Moderately familiar","Stayed about the same in the last 12 months","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same","I don't know","4 Somewhat Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","0","0","1","0","1","0","Female","""30-34""","College / technical school graduate","Employed full-time (30+ hours a week)","T5N","Windows","Desktop","Google Chrome","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$30,000 to $39,999","No"
"2016-01-25T17:03:00.000","2016-01-25T17:05:00.000","0","1","0","0","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","5 Strongly Agree","4 Somewhat Agree","Yes","4 Somewhat Agree","4 Somewhat Agree","1","1","0","0","0","0","0","0","Female","""30-34""","University undergraduate degree","Employed full-time (30+ hours a week)","T5M","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Bicycle","$60,000 to $79,999","No"
"2016-01-25T20:55:00.000","2016-01-25T21:01:00.000","0","1","0","0","0","0","0","0","Not at all familiar","I don’t know","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same","I don't know","I don't know","I don't know","Yes","2 Somewhat Disagree","2 Somewhat Disagree","0","1","0","0","0","0","0","0","Female","""45-49""","University undergraduate degree","Employed full-time (30+ hours a week)","T5X","Windows","Desktop","Google Chrome","Own","Yes","No","Greater than 5 years","Yes","English","Yes","Car/truck/Van as DRIVER","Car/truck/van as PASSENGER","$100,000 to $149,000","No"
"2016-01-25T14:24:00.000","2016-01-25T14:27:00.000","1","0","0","1","0","0","0","0","Slightly familiar","I don’t know","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither agree nor disagree","3 Neither agree nor disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where their food comes from","About the same","About the same","4 Somewhat Agree","4 Somewhat Agree","I don't know","3 Neither agree nor disagree","3 Neither agree nor disagree","0","0","0","0","0","0","0","1","Male","""45-49""","College / technical school graduate","Employed full-time (30+ hours a week)","T5X","Windows","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","No","Public Transit","Walk","$60,000 to $79,999","No"
