"job_title","department","earnings","meta_row_index","meta_row_id"
"IT DIRECTOR-INFRASTRCTURE SVCS","MANAGEMENT INFORMATION SERVICE","102872.9","61","f17a9df182c249a9f0955f19ef4d3de2ae98e936"
"POLICE LIEUTENANT","INVESTIGATIONS","102582.8","62","eac818b2c3fb07c90e7aa4e3fff7dd19869958db"
"POLICE SERGEANT","PATROL","102515.29","63","3c8f082fba1796f6319bb825bbb317907d7b0f31"
"SR NETWORK ENGINEER","MANAGEMENT INFORMATION SERVICE","102512.67","64","886a6a6d28f91d638e20c209b78de049b179287c"
"POLICE SERGEANT","OFFICE OF THE CHIEF","102297.81","65","8f61a61c83f78e9a05ffaa40a47b013ff45cc990"
"POLICE LIEUTENANT","PATROL","102250.98","66","04a9bde07a1e6552572c47948882ceaeb764e284"
"POLICE LIEUTENANT","PATROL","101857.7","67","83dab503c29479eee6d712e3f62a8e06317de766"
"UTIL CUST/ EMP RELATNS MGR","UTILITY CUST. & EMP. RELATIONS","101622.26","68","48caf182c416e38ea0dec175b9127e55929871a1"
"ENGINEERING & CAPITAL PROJ MGR","ENGINEERING","101511.02","69","29c853771299f4d3db6e9c72aae60aa0c06aef29"
"POLICE SERGEANT","PATROL","101213.58","70","c8922dd9bbfab597ad068f9e5025046d0a22ba96"
"POLICE LIEUTENANT","PATROL","101131.38","71","557207f4d626734e78f9dd910874b0d3bfee08f7"
"SR  ASSISTANT ATTORNEY","CITY ATTORNEY'S OFFICE","101095.28","72","280bbf88c60d7a071171b38aa59a8918f21dd066"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","100725.87","73","b434bb5966035a527af422f6b83cb1fb8af97027"
"SUPERVISORY CREW CHIEF","ELECTRIC FIELD SERVICES","100634.18","74","dacbe851900b164da0d5d2f1a0733c5d0926dba7"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","100565.42","75","b87cd87d6ab8c8b7660eae1cea217c6669c7e3c3"
"CHIEF ENGINEER","UT WATER SYSTEMS ENGR DIV","100546.94","76","781b60fe867c76691a33b616875d1638adc23970"
"WATER RESOURCES MANAGER","UT WATER RESOURCES DIV","100546.94","77","a20e3ecdfcf9cbd8bdbe2db231f9df345f8bfe09"
"POLICE OFFICER","PATROL","100381.69","78","1d1600ac6ad518b39a621d2543fccd2e04124295"
"CITY TRAFFIC ENGINEER","TRAFFIC","100079.98","79","3ea089d40f11a89f0e595411a9a2e0a7e5554308"
"SR NETWORK ENGINEER","MANAGEMENT INFORMATION SERVICE","99588.46","80","7e093a84dbc51e416aa92a6a6a2bfd8de58aee61"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","99353.58","81","13b322c2489fb6673c9f2652c2461976461e8e90"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","99322.66","82","f7e0054816837d1ff6e57f49692639459384b6bb"
"PROCESS/SYSTEMS SUPERVISOR","UT PROCESS & SUPERVIS CNTR DIV","99123.7","83","bbaa30f1318f7b53c4625efbf7e32af4eda8e49a"
"ELECTRIC SYSTEM ENG MGR","UT ELECTRIC SYSTEMS ENG DIV","98898.54","84","77ae18fe066f5e3c977d96fbcc46624262771894"
"SR ELECTRICAL ENGINEER","UT ELECTRIC SYSTEMS ENG DIV","98880.08","85","4c19bc6205e5dc40e4f0155d7ec749ec2656cf46"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98329.26","86","95009bb1dba05129e61b9b14c07e87e05ecac951"
"WATER RECLAM / BIOSOLIDS MGR","UT WTR RECLAMA & BIOSOLIDS DIV","98192.12","87","a256151ccd08f6e3f3bb1808d2d47f3b30423ea4"
"ACCT AND FINANCIAL RPTG MGR","FINANCE","98141.29","88","c48edec6e15130cdcaebe9db0f579db22f5f1601"
"POLICE SERGEANT","PATROL","98001.12","89","a92986ce53d8ed7ac845795e87f1c5a75e099bf2"
"SPECIAL PROJECTS ENGINEER","ENGINEERING","98000.01","90","ba7bf2f6d7a84bc86df0dce9f1bb130292209a23"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97902.34","91","e3b36d21a2a38b401220006f59cc5f00dca59738"
"EXECUTIVE DIRECTOR DDA","DOWNTOWN DEVELOPMENT AUTHORITY","97500.0","92","c96cf0667e0ad4699ab0e26d443dba9a5efc975a"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97388.78","93","81de7cb665afda7ef64d3e071ab06a30a0664646"
"STREETS SUPERINTENDENT","STREETS","97080.88","94","55ec101125421bd0181b76b348139eb003985202"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97061.63","95","dbee2c00595eeb80a0da1af3b97a68aa8b2f82f8"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97043.44","96","797c2c1ee60171fa2aacb4017815eec2582d80c7"
"NATURAL RESOURCES DIRECTOR","NATURAL RESOURCES","97001.06","97","48de5773ea365689dc6ca8f58ae5082a9f352a8c"
"POLICE SERGEANT","PATROL","96957.4","98","23d445554a795a9f2e0e01f74b132fa7084a83d5"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96900.47","99","1e4451cf39ac9b89315f588184794463d716bf0c"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96816.79","100","e5d564e3cc2515216183e300688fb2fb3550ee48"
"POLICE SERGEANT","PATROL","96656.42","101","2a3d8980684dfcb7763b8b2aef7767a38707837c"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96284.56","102","afe5312b8814a8a4a584395832e4633d00dc2146"
"SR DATABASE ADMINISTRATOR","MANAGEMENT INFORMATION SERVICE","96216.38","103","f3efffab935514c018af26723dac6d8c8fba8cc5"
"DIR OF PARK PLANNING & DEV","PARK PLANNING & DEVELOPMENT","96063.5","104","ddb10d380dbc6da396f2a90fe4f9ce430e2e8784"
"REG & GOV'T AFFRS MGR","UT REG & GOVT AFFAIRS DIV","96058.56","105","937692365fd352307ee55f9ac6ebd52fed0ab002"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","96026.73","106","679a3e5d360dc786bc35433aa0565879c5018ed1"
"ADVANCE PLANNING DIRECTOR","ADVANCE PLANNING","95930.64","107","22238f5d0329f25292039ffd737e3043a6a59a13"
"CITY CLERK","CITY CLERK'S OFFICE","95930.64","108","aed37bcba1cf0634fa8fdbcc49896c881980cc03"
"PARKING SVS & TRANS BUDGET MGR","PARKING","95930.64","109","0a76fbd40be689831fe675091ee72f2b57ff27be"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","95814.92","110","d49dbdde53ac7683a56573a6ce37572ca8249547"
"SR ELECTRICAL ENGINEER","UT ELEC SYSTEM DESIGN & IT DIV","95758.78","111","6a7e49781b5d51621dc4f1911dbded152e9f385b"
"DIR OF PURCHASING & RISK MGMT","FINANCE","95700.54","112","e302b07f4a47ddf6a8017010cf1fa994a054a277"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","95530.33","113","b7a1e80c537182e740b50be27b1f8b4da6559d25"
"HUMAN RESOURCES DIRECTOR","HUMAN RESOURCES","95512.3","114","37d0b215139988647da769337ec86394505f008b"
"WATER PRODUCTION MANAGER","UT WATER PRODUCTION DIV","95160.0","115","ed9195d13cf76889ca94bca4b84124e6b2da19cd"
"COMP BENEFITS & HRIS MGR","HUMAN RESOURCES","94991.78","116","54d682d2db9318fb13a1730a28501d09d2807948"
"ASST OPERATIONS SERVICES DIR","OPERATION SERVICES","94852.94","117","80797c8c45dec1a2fb704f148252b2275ee8ddb8"
"POLICE SERGEANT","PATROL","94781.84","118","2399cbaa54881a28384d744200c6f4417f863ad0"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94311.68","119","029c62ef7db85f99b64763c3d5fe1ce2a235c167"
"POLICE SERGEANT","PATROL","94306.44","120","7275b58c3332ee51092183b290e0cbf0ac8bdaea"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","94220.2","121","f85b1cba70636f848000a318af77455a02b742a6"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94166.7","122","8f6cbcb2ae473b93294e5053a912cf4096f8872c"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","94071.44","123","c290e3f085b0dd7bf0412d4eeb8836a804a18675"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","94023.82","124","c35821c9574273515313e5aaced8d24e5d4649f0"
"FIRE PROT TECH - NON ROTATE","POUDRE FIRE AUTHORITY","93965.31","125","cc209807d6178f567784bad05a91a1216e195937"
"WATER UTILITY DEV REVIEW MGR","UT MSTR PLAN & FLDPL ADMIN DIV","93964.78","126","229b3e4dd27985edd66032dc573cf549347944a3"
"POLICE OFFICER","PATROL","93894.1","127","44f9e131472d2ddcc59e934ecf62dec6ee21ec9a"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","93685.87","128","bb24889f5d9b0b4fb97505f710f3eed603af2f5b"
"POLICE OFFICER","INVESTIGATIONS","93639.7","129","2553333fe19f2a13607fd64ff342008dab8e989b"
"TRANSFORT/DAR GENERAL MANAGER","TRANSFORT / DIAL-A-RIDE","93522.78","130","105fce2719daa8971a91a845010ee64ed22772f8"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","93459.39","131","38df599bacc5d3633132875a85200b1a944dbf2b"
"POLICE OFFICER","INVESTIGATIONS","93316.71","132","d0e7ff01cdbc3434e142f964d606b7f148269eb7"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93190.97","133","f9c007287ae0b158e7414a08f745f168099ea2e9"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93102.95","134","7e9c771f8d96a4769d658d45930a5a5d81249976"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93045.76","135","1fdc3f21767819983e99c9aab6c9374414bde5fe"
"MUNICIPAL JUDGE","MUNICIPAL COURT","93044.9","136","6e48bc82227e95b4510eee5e389fa3dde52713a1"
"DIRECTOR OF PARKS","PARKS","93026.18","137","bce50975bc468dafaff53d7b98aa62c57bf8b92d"
"APPLICATION SVCS MGR-UTILITIES","MANAGEMENT INFORMATION SERVICE","92941.86","138","3848a8f6776c9c1d74bf8a7e8222b22d172b7eaa"
"POLICE OFFICER","PATROL","92883.1","139","44553e2b871b5fe17b7682be4082e8cedc229f71"
"POLICE OFFICER","PATROL","92825.29","140","c152c4b356307e89a52f5f3f3b299054157e08ff"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","92798.58","141","00dbb641032dc58648feb1a463a65f6cac4838a3"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","92782.39","142","80266dff9bbe787c6ace1b7efec949b1bdd02324"
"POLICE OFFICER","PATROL","92679.28","143","80a128364147a0cbc4b57b41561da7978a681de5"
"POLICE OFFICER","INVESTIGATIONS","92667.22","144","547cb499e592d423e791ccdddd69b2d8165f9548"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","92460.08","145","9b7b0062dede47ae32cb3f3a3c94d5d42285f7c4"
"ENERGY SERVICES MANAGER","UTILITY CUST. & EMP. RELATIONS","92282.32","146","47ee674fc99b1170b84e7b10cdaae812bc3ad794"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","91650.45","147","a3c499c85983d43191503c854dbd4548ebd7a3ff"
"POLICE OFFICER","PATROL","83765.71","260","9cb23a5bca9f0e91283c4f711d3ddd14a65fb67c"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","91640.58","148","5c390154343bcbe19d71d704a16641e98667d524"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","91491.96","149","90a087f7b767419c2b650468e0d42f47e8f9b326"
"LIBRARY FINANCE OFFICER","LIBRARY DISTRICT","91470.22","150","536f1c33024f3fcecc9d3a908d9946d3322a9795"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","91462.52","151","0c07733c2b2778fcbbf24abd666cf4138f660385"
"POLICE OFFICER","PATROL","91382.02","152","ef60cee212894e81d394afdd900bb6efdde764f2"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","91381.58","153","37fe57f39c89c1288f533e48555a93f61e5aa6de"
"DIR OF TRANS PLNNG & SPEC PROJ","PLANNING & SPECIAL PROJECTS","91132.6","154","ed2ee16b7998d61c861bf9a7881f4ccd5d3e33e6"
"CREW CHIEF","STREETS","90912.22","155","b836a7c4bdcc097e76f8c2b983f986dc24ced515"
"DEPUTY LIBRARY DIRECTOR","LIBRARY DISTRICT","90865.54","156","fcbe2f1527e6ffbee5b93595c4f7b3e8eaf4b8ce"
"POLICE SERGEANT","PATROL","90714.14","157","097ecba31ec8b08493f22619821388bb8c773a7c"
"POLICE OFFICER","INVESTIGATIONS","90640.86","158","429dc117bcd9bd7fe7dd7c5a06ea0532a3042d69"
"POLICE OFFICER","PATROL","90399.36","159","82a744f7bdb8a050a9c24373eb02ca2872996766"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","90187.87","160","61b3c17192b1552f41258ccbedd36d8702695be1"
"STREET OVERSIZING PROGRAM MGR","ENGINEERING","90121.72","161","54fd783320d85d4a7005b49f7223e8410628d661"
"CULTURAL SVCS AND FAC DIRECTOR","CULTURAL SERVICES","89926.98","162","521a4ede83ed2499ae39981393c4b365ff153b2a"
"POLICE SERGEANT","PATROL","89753.71","163","784e91fbb06a3a87122cb657b7e1456c8507c552"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","89612.68","164","2e08419be4d417982d8c2e0ee4aa643adf3f17f3"
"GREEN  BUILDING CODE PROJ MGR","UTILITY CUST. & EMP. RELATIONS","89607.68","165","bbee790dced3fb99ed0ae83ee83afae78ecab2c0"
"LABORATORY SUPERVISOR","UT ENVIRONMENTAL SERVICES DIV","89548.42","166","5ee2a7da7d1dea2766424339fb447b344b717c6d"
"POLLUTION CONTROL SERVICE SUPV","UT ENVIRONMENTAL SERVICES DIV","89548.42","167","92be0d5bfc4cab87414715ad65b7fddef4464f62"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","89527.39","168","76f9f11d2cd364a922a736a8a2fe0a54f3827608"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","89436.31","169","5de0d9b6aec759a817909b1d80551f1130a8865d"
"POLICE OFFICER","PATROL","89381.09","170","59a6b8de2ed84de4a12c3682ace2c39f6fb1197f"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","89308.52","171","5cabf3d3c0c7473808f6394d0a0d0c6fb93bc3f5"
"SYSTEMS ANALYST","MANAGEMENT INFORMATION SERVICE","89275.04","172","15ea81a7f3819151bc1b9509d3ebd0ca11f45bb5"
"POLICE OFFICER","PATROL","89262.17","173","a03fe083ee65eff9953aaea5977fb098cc387ce6"
"ECONOMIC ADVISOR","ECONOMIC DEVELOPMENT","89250.07","174","25e2bf5b8c9d8990bda837f0369ae1593d07c4d9"
"POLICE SERGEANT","INVESTIGATIONS","89145.3","175","c003669c3a45fbe74b8066e6d835f44ac4dfc145"
"POLICE OFFICER","INVESTIGATIONS","89109.1","176","64eb272384e565684f585bed3d6810f9ef986c79"
"POLICE OFFICER","PATROL","89010.4","177","26ecce3c3228b2b357a03588fd383e3417081022"
"ASST FIRE MARSHALL-NON ROTATE","POUDRE FIRE AUTHORITY","88998.0","178","a071f41aad4cdca76dcc489dd2b4f6c4b3bb8629"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","88893.4","179","152c12ea00656ad9c7508793cdd7573999c91c6b"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","88822.48","180","c6a31aa82b7639da7d169d0bab1fe69a28122b67"
"POLICE SERGEANT","INVESTIGATIONS","88793.12","181","c24f6b735a3f407a57c833b5ce9cd3c85e85a348"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","88790.32","182","9892315519723aaf2af1527bbdc2f0b681b9b504"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","88614.4","183","f83ac1d67aecfaf011a7aeda5fb071cda5438f2b"
"POLICE OFFICER","PATROL","88440.75","184","f3a45a88762420e1de6df5a0794e5a368da2f6d6"
"POLICE OFFICER","PATROL","88272.93","185","3d33f77187477629f4e82395f5cbe36c54ca2203"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","88210.37","186","8f852eb25a4f9b7f3c115dd97057348272768f56"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","88208.25","187","70c915a06bd29dcf654b81e55ca0a911d91be6b3"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","88205.91","188","9fc969620bd526c7e08a99caefd88a4e0606f695"
"NATURAL AREAS PROGRAM MGR","NATURAL RESOURCES","88048.22","189","c80c4dd5e0c7aa47db915dcac9b6c9588bf4797d"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87941.44","190","01c1df7bdbb92df929cf43779843cd7503d0a75f"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","87936.05","191","63a959a7dbd86873df3cb2daf78b3392913f3eb7"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87892.7","192","d0d2968318ba93fda63fdd442b606e8ce5f32b82"
"DEVELOPMENT REVIEW MANAGER","COMM DEV & NEIGHBORHOOD SVCS","87883.12","193","7e6835e9c355c9195eda69090945ecf274b19ca0"
"SR NETWORK ENGINEER","MANAGEMENT INFORMATION SERVICE","87790.5","194","98426d349c10c94c948c936e80b2d1b826fd1c4c"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87766.02","195","6ab1c2f9838186c5ff515a471c42a9073e53e148"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87763.68","196","20c5959333afd820d9f25521420446855e73f035"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","87515.36","197","1552028ff2cfa4c671e70123ec17b48962aa6539"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87513.29","198","4e8bec7a05e16f65cfaff4d8d94647955c7aa9df"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87509.41","199","1a1ff3273f23ecb53bfb8bf51f34bdee6c1dc78d"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","87457.04","200","0a16b7751c48cbe7f8f67c1d620e3e6f82aa3bfd"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","87449.04","201","5db1a435c52d911ffa0623cb63c9959ac122f9f4"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","87418.8","202","32b7042849bb55169566fcb3f8d6177317b742ee"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","87413.95","203","856813e44281a29d44e0ee3488c620b8637e658c"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","87399.93","204","04f02eb68084ee9080e9ebf4ef3644b3bcf7ce82"
"EMERGENCY SERVICES COMM MGR","POLICE INFORMATION SERVICES","87304.88","205","82c0ec2aa8416d0987c9868d17e2e07ad64e135d"
