"hondpt","honmunicipio","hondistrito","honsegmento","idnum","pais","estratopri","upm","sec","cluster","honcluster","ur","tamano","honidioma","hora1","entrev","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","muni6","muni8","muni9","muni10","honmun30","honmun31","honmun32","honmun33","honmun34","honmun35","honmun36","honmun37","honmun38","honmun39","honmun40","honmun41","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj1","aoj1b","aoj8","aoj11","aoj11a","aoj12","aoj16a","aoj17","aoj18","st1","st2","st3","st4","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b16","b17","b19","b37","b46","b47","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","dem11","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","vb1","vb2","honvb3","vb4","vb8","vb6","vb10","honvb11","pol1","pol2","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","ednivel","ed","edanno","q2","q3","q10","q10a1","q10a","q10a2","q10b","q10c","q14","q10d","q11","q12","honetid","honetida","honleng1","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","hora2","ti"
"1","101","1","1","10","4","401","101","0","1","0","2","5","1","2006-07-26T15:22:09.000","19","2","4.0",,,,,"1","4.0","3.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2","2.0","4.0","4.0","4.0","4.0","2.0","2.0",,"2.0","3.0","2.0","3.0","2.0",,"2.0","1.0","2.0",,,"1.0","1.0",,,,,,"2.0",,,,,,,,,,,,,,,,,"2.0",,,,"1.0","1.0","1.0","3.0","2.0","4.0",,,,,,"7.0","7.0","7.0","7.0","7.0","4.0","1.0","5.0","5.0","4.0","4.0",,"7.0","1.0","1.0","4.0","7.0",,,,"7.0",,"1.0","1.0",,,,"5.0","1.0","3.0",,"7.0","1.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0",,"10.0","5.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","4.0","2.0","1.0","1.0","3.0","0.0","0.0","2.0",,"2.0",,"2.0",,"2.0","9","1.0","0.0","0.0","0.0","0.0","1.0","1.0","8.0","1.0","1.0","8.0","1.0","2.0",,"1.0",,"2.0","1.0","2.0","4.0","5.0","1.0","1.0","4.0","7.0","2.0","2.0","2.0","2.0","1","6","6.0","40","4.0","3.0","2",,,,"4.0","2.0","4.0","5.0","3.0","2.0","2.0","1.0","1","0","0","0","0","0","0","0","0","0","0","8.0","1.0","2.0","1.0","2.0",,"1.0","1.0",,"2006-07-26T15:46:28.000","1459"
"1","101","1","1","11","4","401","101","0","1","0","2","5","1","2006-07-26T15:13:45.000","1","2","4.0",,,,,"1","4.0","4.0","4.0","3.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1","4.0","4.0","4.0","4.0","4.0","2.0","1.0","10.0","2.0",,"2.0",,,"4.0","2.0",,"2.0",,,"1.0","1.0",,,,,,,,,,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","4.0","2.0",,,,,"3.0","4.0","2.0","5.0","4.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","7.0","2.0","3.0",,"7.0","3.0","3.0","3.0","4.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0","5.0","6.0","2.0",,,"5.0","10.0","7.0","2.0","2.0","1.0","3.0","5.0","5.0","3.0","3.0","3.0","3.0","5.0","7.0","3.0","3.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0",,"2.0",,"2.0",,"1.0","0","2.0",,"0.0","0.0","0.0","1.0","8.0","8.0","8.0","1.0","8.0","1.0","1.0","1.0",,"2.0","1.0","2.0",,"2.0","4.0","1.0","1.0","1.0","1.0","2.0",,"2.0","2.0","0","0",,"58","5.0","3.0","2",,,,"4.0","2.0","2.0","3.0","0.0","2.0","1.0","1.0","0","0","0","0","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"2006-07-26T15:48:41.000","2096"
"1","101","1","1","12","4","401","101","0","1","0","2","5","1","2006-07-26T15:49:16.000","1","2","5.0","8.0",,"9.0","8.0","1","4.0","4.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1","2.0","4.0","4.0","4.0","4.0","1.0","1.0","5.0","2.0","4.0","2.0","4.0",,"2.0",,"1.0","2.0",,,"1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,"1.0","1.0","2.0","1.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"1.0","1.0","1.0","4.0","2.0","4.0",,,,,,"5.0","4.0","1.0","1.0","7.0","6.0","4.0","7.0","4.0","5.0","3.0","6.0","7.0","5.0","3.0","1.0","7.0","6.0","7.0","5.0","7.0","2.0","1.0","3.0","2.0","2.0","3.0","1.0","1.0","3.0","4.0","7.0","7.0","2.0","1.0","3.0","10.0","10.0","2.0","2.0","2.0","3.0","9.0","3.0","3.0","3.0","4.0","2.0","5.0","7.0","4.0","5.0","2.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0",,"2.0",,"2.0",,"2.0","9","2.0",,"0.0","0.0","0.0","1.0","1.0","8.0","1.0","1.0","8.0","1.0","1.0","2.0",,"1.0","1.0","2.0",,"4.0","4.0","1.0","1.0","1.0","7.0","2.0",,"2.0","2.0","1","3","3.0","55","1.0","4.0","2",,,,"4.0","2.0","3.0","3.0","10.0","2.0","2.0","1.0","0","0","0","0","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"2006-07-26T16:27:36.000","2300"
"1","101","2","2","13","4","401","101","0","2","0","2","5","1","2006-07-22T12:00:18.000","12","1","4.0",,,,,"3","1.0","4.0","4.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2","1.0","4.0","4.0","4.0","4.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,,"1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,,,,"2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"1.0","3.0","1.0","1.0","2.0","2.0","2.0",,,,,"3.0","3.0","3.0","3.0","4.0","3.0","3.0","5.0","4.0","3.0","3.0","6.0","7.0","3.0","3.0","2.0","7.0","3.0","2.0","4.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","7.0","1.0",,,"10.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","5.0","5.0","4.0","3.0","2.0","3.0","3.0","3.0","3.0","1.0","2.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0",,"2.0",,"2.0",,"2.0","9","2.0",,"0.0","0.0","0.0","2.0","8.0","8.0","1.0","1.0","8.0","1.0","1.0","1.0",,"3.0","1.0","2.0",,"3.0","4.0","1.0","1.0","1.0","7.0","2.0","2.0","2.0","2.0","1","6","6.0","22","1.0","3.0","2",,,,"4.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","0","0","0","10.0","2.0",,,,"23.0","3.0","1.0",,"2006-07-22T12:21:25.000","1267"
"1","101","2","2","15","4","401","101","0","2","0","2","5","1","2006-07-22T12:34:55.000","12","1","5.0","19.0","1.0",,"19.0","3","1.0","1.0","4.0","4.0","3.0","3.0","3.0","2.0","2.0","2.0","1.0","3.0","2.0",,,,,"4","2.0","4.0","4.0","4.0","4.0","3.0","2.0","10.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","1.0","2.0",,,"1.0","1.0","1.0",,,,"2.0","2.0",,,,,"2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0",,"2.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","3.0","1.0","4.0","2.0","3.0","2.0",,,,,"2.0","4.0","4.0","3.0","5.0","4.0","5.0","7.0","4.0","2.0","2.0","1.0","4.0","1.0","1.0","2.0","7.0","2.0","2.0","2.0","7.0","3.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","3.0","5.0","7.0","2.0","3.0","3.0","10.0","10.0","10.0","5.0","1.0","1.0","1.0","1.0","1.0","1.0","5.0","5.0","1.0","3.0","2.0","2.0","3.0","6.0","1.0","1.0","2.0","4.0","2.0","1.0","2.0","1.0","1.0","0.0","2.0",,"1.0","0.0","2.0",,"1.0","0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0",,"1.0",,"2.0","1.0","3.0","3.0","4.0","2.0","1.0","1.0","7.0","1.0","2.0","2.0","2.0","3","14","2.0","29","1.0","5.0","2",,,,"4.0","1.0","3.0","1.0","0.0","3.0","3.0","1.0","1","1","1","1","1","0","0","0","1","0","0","10.0","1.0","2.0","5.0","1.0",,"3.0","2.0","2.0","2006-07-22T12:59:02.000","1447"
"1","101","2","2","16","4","401","101","0","2","0","2","5","1","2005-07-22T12:10:57.000","7","1","4.0","1.0","7.0",,"7.0","4","2.0","4.0","4.0","1.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4","3.0","4.0","2.0","4.0","3.0","1.0","4.0","5.0","2.0",,"2.0","5.0","2.0","1.0","1.0","1.0","2.0",,,"2.0","2.0","2.0",,"2.0",,"3.0","2.0",,,,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,,,"1.0","4.0","1.0","1.0","2.0","1.0","2.0","3.0","1.0",,"1.0","7.0","7.0","2.0","3.0","3.0","3.0","7.0","3.0","3.0","7.0","4.0","1.0","3.0","3.0","7.0","7.0","7.0","4.0","7.0","4.0","7.0","1.0","3.0","4.0","3.0","3.0","4.0","7.0","3.0","3.0","7.0","7.0","1.0","1.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","10.0","2.0","2.0","2.0","4.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","0.0","2.0",,"2.0",,"1.0","0","2.0",,"0.0","0.0","0.0","2.0","1.0","8.0","1.0","1.0","8.0","1.0","2.0",,"6.0",,"2.0","1.0","2.0","3.0","4.0","1.0","1.0","1.0","7.0","2.0","1.0","1.0","2.0","2","8","2.0","29","1.0","4.0","2",,,,"4.0","2.0","3.0","1.0","0.0","2.0","2.0","1.0","1","0","0","1","0","0","0","0","1","0","0","9.0","2.0",,,,"4.0","2.0","1.0",,"2005-07-22T12:42:20.000","1883"
"1","101","2","2","17","4","401","101","0","2","0","2","5","1","2005-07-22T13:12:14.000","7","1","1.0","32.0","19.0",,"19.0","3","3.0","4.0","4.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4","4.0","4.0","4.0","4.0","4.0","2.0","3.0","7.0","2.0",,"2.0","3.0",,"1.0","2.0","2.0","2.0",,,"1.0","1.0","2.0",,"2.0","3.0",,"2.0",,,,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0",,,,"2.0","3.0","1.0","4.0","1.0","1.0","2.0",,,,,"7.0","7.0","6.0","6.0","7.0","6.0","6.0","4.0","5.0","5.0","5.0","4.0","5.0","4.0","6.0","7.0","7.0","4.0","5.0","6.0","5.0","6.0","4.0","4.0","4.0","5.0","5.0","4.0","5.0","2.0","5.0","3.0","3.0","2.0","2.0","5.0","6.0","5.0","2.0","1.0","3.0","2.0","1.0","6.0","5.0","4.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","2.0","1.0","0.0","2.0",,"1.0","0.0","2.0",,"1.0","0","2.0",,"0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","8.0","1.0","1.0","1.0",,"2.0","1.0","2.0",,"3.0","4.0","1.0","1.0","1.0","7.0","2.0","2.0","2.0","2.0","1","4","4.0","29","1.0","5.0","2",,,,"4.0","2.0","4.0","3.0","1.0","2.0","2.0","1.0","1","0","0","0","0","0","0","0","1","0","0","2.0","1.0","2.0","5.0","1.0",,"1.0","2.0","3.0","2005-07-22T13:43:26.000","1872"
"1","101","2","2","18","4","401","101","0","2","0","2","5","1","2005-07-22T12:44:57.000","7","1","1.0","32.0","6.0",,"6.0","1","1.0","3.0","4.0","4.0","2.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1","4.0","2.0","4.0","4.0","4.0","1.0","2.0",,"2.0",,"2.0","4.0","2.0","1.0","2.0","0.0","2.0",,,"1.0","1.0","3.0",,"3.0","2.0",,"2.0",,,,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0",,,,"1.0","3.0","1.0","1.0","1.0","1.0",,"1.0","1.0","2.0","2.0","4.0","5.0","6.0","6.0","6.0","5.0","4.0","5.0","6.0","5.0","5.0","4.0","5.0","4.0","6.0","4.0","7.0","5.0","5.0","3.0","4.0","6.0","5.0","5.0","4.0","4.0","3.0","6.0","4.0","2.0","5.0","7.0","5.0","2.0","2.0","10.0","10.0","6.0","1.0","1.0","1.0","3.0","3.0","4.0","3.0","4.0","2.0","7.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","0.0","0.0","1.0","0.0","1.0","0.0","2.0",,"1.0","0","2.0",,"0.0","0.0","0.0","1.0","1.0","8.0","1.0","1.0","8.0","1.0","1.0","1.0",,"2.0","1.0","2.0",,"2.0","5.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","1","2","2.0","63","5.0","3.0","2",,,,"1.0","2.0","4.0","3.0","5.0","1.0","1.0","1.0","1","1","0","0","0","0","0","0","1","0","0","11.0","1.0","2.0","4.0","2.0",,"1.0","1.0",,"2005-07-22T13:11:57.000","1620"
"1","101","2","2","19","4","401","101","0","2","0","2","5","1","2006-07-22T12:13:24.000","4","2","5.0","0.0","9.0","9.0","0.0","2","1.0","1.0","4.0","3.0","3.0","3.0","1.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","1.0","1.0","2","2.0","2.0","4.0","4.0","4.0","1.0","2.0","5.0","2.0","3.0","2.0","2.0","3.0","4.0","2.0","0.0","2.0",,,"1.0","1.0","2.0",,,"2.0","2.0","2.0",,,,,"2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","3.0","1.0","4.0","2.0","4.0","1.0",,,,,"3.0","6.0","3.0","1.0","6.0","4.0","1.0","4.0","4.0","4.0","1.0","1.0","1.0","1.0","4.0","4.0","7.0","3.0","4.0","3.0","3.0","5.0","3.0","1.0",,"2.0","4.0","1.0","1.0","3.0","6.0","7.0","1.0","2.0","3.0","8.0","10.0","8.0","2.0","1.0","6.0","1.0","1.0","1.0","8.0","4.0","4.0","1.0","1.0","1.0","1.0","1.0","8.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","2.0",,"1.0","0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","8.0","1.0","1.0",,,"3.0","1.0","1.0","1.0","3.0","3.0","1.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","3","14","2.0","23","5.0","7.0","2",,,,"1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","1","1","1","0","1","0","0","4.0","1.0","4.0",,"2.0",,"2.0","1.0",,"2006-07-22T12:56:13.000","2569"
"1","101","2","2","20","4","401","101","0","2","0","2","5","1","2006-07-22T13:31:49.000","4","2","5.0","0.0","9.0","9.0","0.0","2","2.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2","2.0","4.0","4.0","4.0","4.0","1.0",,"8.0","2.0","4.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0",,,"2.0","1.0",,,,,"2.0","2.0",,,,,"2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0",,,,"2.0","1.0","1.0","3.0","2.0","4.0","2.0",,,,,"3.0","5.0","3.0","1.0",,"3.0","3.0","5.0","4.0","5.0","4.0","4.0","4.0","1.0","3.0","4.0","7.0",,"4.0",,"5.0","3.0","1.0","4.0",,"2.0","4.0","2.0","1.0","3.0","7.0","7.0","1.0","2.0","2.0","8.0","10.0","7.0","1.0","1.0","1.0","1.0","4.0","8.0","5.0","6.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0",,"2.0",,"2.0",,"1.0","0","1.0","0.0","0.0","0.0","0.0","2.0","8.0","1.0","1.0","1.0","8.0","1.0","2.0",,"1.0",,"2.0","2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0",,"2.0","2.0","1","6","6.0","24","1.0","6.0","2",,,,"4.0","2.0","3.0","3.0","2.0","1.0","1.0","1.0","1","1","1","0","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"2006-07-22T14:09:34.000","2265"
"1","103","4","4","48","4","401","103","0","4","0","2","5","1","2006-07-22T13:27:50.000","20","2","4.0",,,,,"4","1.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0",,,,,"1","3.0","2.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","3.0","3.0","2.0","2.0",,"2.0",,,,,,,,,"2.0","2.0",,,,,"2.0",,,,,,,"2.0","2.0","2.0","1.0","1.0","2.0",,,,"1.0","2.0","1.0","3.0","2.0","4.0",,"2.0","3.0","2.0","2.0","5.0","3.0",,"5.0","3.0","4.0","4.0","3.0","3.0","3.0","3.0","3.0","4.0","2.0","2.0","3.0","6.0","3.0","4.0","3.0","4.0","4.0","4.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","2.0","4.0","3.0","2.0",,"3.0","3.0","3.0","2.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","4.0","3.0","2.0","3.0","1.0","2.0","1.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","2.0",,"2.0",,"2.0",,"2.0","9","2.0",,"0.0","0.0","0.0","2.0","8.0","8.0","1.0","1.0","8.0","1.0","1.0","2.0",,"1.0","1.0","2.0",,"4.0","4.0","1.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1","1","1.0","52","5.0",,"2",,,,"4.0","2.0","3.0","2.0","7.0","2.0","2.0","1.0","1","1","1","0","0","0","1","0","0","0","0","13.0",,,,,,"2.0","1.0",,"2006-07-22T14:00:13.000","1943"
"1","101","2","2","21","4","401","101","0","2","0","2","5","1","2006-07-22T13:03:10.000","4","2","5.0","3.0",,"9.0","3.0","1","1.0","1.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1","2.0","4.0","4.0","4.0","4.0","1.0","1.0","9.0","2.0","4.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0",,,"1.0","1.0","2.0",,,"3.0","2.0","2.0",,,,,,"2.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0",,,,"1.0","2.0","1.0","4.0","2.0","4.0","2.0",,,,,"3.0","5.0","1.0","4.0","7.0","3.0","1.0","4.0","1.0","5.0","1.0","1.0","4.0","1.0","1.0","1.0","7.0",,"5.0",,"4.0",,"1.0","1.0","5.0","1.0","1.0","1.0","2.0","3.0","5.0","7.0","1.0","2.0","4.0","1.0","10.0","7.0","1.0","1.0","1.0","1.0","1.0","9.0","9.0","8.0","8.0","1.0",,"3.0","1.0","3.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0",,"1.0","0.0","2.0",,"1.0","0","1.0","0.0","0.0","0.0","0.0","2.0","1.0","8.0","1.0","1.0","8.0","1.0","1.0","4.0",,"1.0","1.0","2.0",,"3.0","5.0","1.0","1.0","1.0","1.0","2.0",,"2.0","2.0","1","6","6.0","43","3.0","9.0","2",,,,"4.0","2.0","2.0","2.0","5.0","2.0","2.0","1.0","1","0","0","1","0","0","0","0","0","0","0","4.0","1.0","4.0",,"2.0",,"3.0","1.0",,"2006-07-22T13:30:56.000","1666"
"1","101","2","2","22","4","401","101","0","2","0","2","5","1","2006-07-22T13:37:22.000","2","2","5.0",,,,,"4","4.0","4.0","4.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4","2.0","4.0","4.0","4.0","4.0","1.0","3.0",,"2.0",,"2.0",,"4.0",,"2.0","2.0","2.0",,,,,"2.0",,,"2.0","2.0",,,,,,,,,,,,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"1.0","3.0","2.0","1.0","1.0","1.0","2.0","4.0",,,,"4.0","7.0",,"4.0","7.0","3.0","4.0","4.0","4.0","3.0","7.0","1.0","4.0","4.0","4.0","7.0","7.0",,"3.0","7.0","7.0","3.0","7.0","2.0",,"3.0",,"2.0","1.0","3.0","7.0","5.0",,"2.0","2.0",,"7.0","5.0","1.0","1.0","1.0","4.0","5.0",,,"3.0","3.0","3.0",,,,,"1.0",,"2.0",,"3.0","2.0","1.0","1.0","2.0","1.0","0.0","2.0",,"2.0",,"2.0",,"1.0","1","2.0",,"0.0","0.0","0.0","2.0","1.0","8.0","1.0","1.0","2.0","2.0",,,,,,"2.0",,"4.0","5.0","1.0","4.0","4.0","4.0","1.0","2.0","2.0","2.0","1","2","2.0","27","5.0","5.0","2",,,,"4.0","1.0","3.0","3.0","1.0","2.0","2.0","1.0","0","0","0","0","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"2006-07-22T14:05:39.000","1697"
"1","101","2","2","23","4","401","101","0","2","0","2","5","1","2006-07-22T12:55:32.000","2","2","2.0","3.0",,"9.0","3.0","1","1.0","3.0","4.0","4.0","2.0","4.0","3.0","1.0","1.0","1.0","3.0",,"1.0","2.0","1.0","2.0","1.0","4","3.0","2.0","4.0","4.0","3.0","2.0","3.0","5.0","1.0","4.0","1.0","3.0","4.0","4.0","2.0",,"2.0",,,"1.0","1.0","2.0",,,"3.0","2.0","2.0",,,,,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0",,,,,"4.0","1.0","4.0","2.0","4.0","2.0",,,,"3.0","1.0","7.0","1.0","1.0","1.0","1.0","1.0","5.0","3.0","1.0","1.0","1.0","5.0","1.0","2.0","1.0","7.0",,"1.0",,"5.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","4.0","7.0","7.0","6.0","3.0","2.0","1.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0",,,,"3.0","10.0","10.0","10.0","10.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","2.0",,"2.0",,"2.0",,"1.0","0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0",,"1.0","1.0","2.0",,"2.0","3.0","1.0","1.0","1.0","7.0","2.0","2.0","2.0","2.0","1","6","6.0","46","1.0","8.0","2",,,,"4.0","1.0","3.0","1.0","4.0","2.0","2.0","1.0","1","1","1","1","1","0","0","0","1","0","0","13.0",,,,,,"2.0","1.0",,"2006-07-22T13:33:41.000","2289"
"1","101","2","2","24","4","401","101","0","2","0","2","5","1","2006-07-22T12:19:46.000","2","2","5.0","4.0",,"9.0","4.0","1","1.0","1.0","4.0","4.0","3.0","4.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"2","4.0","4.0","4.0","4.0","4.0","1.0","3.0",,"2.0","4.0","2.0","4.0","2.0","4.0","2.0","1.0","2.0",,,"1.0","1.0","3.0","2.0",,"2.0","1.0",,,,,,,,,,"2.0",,"2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","3.0","1.0","1.0","1.0","3.0","2.0",,,,,"3.0","2.0","4.0","3.0","4.0","3.0","2.0","4.0","4.0","1.0","2.0","2.0","7.0","4.0","3.0","3.0","7.0","2.0","2.0","4.0","4.0","2.0","3.0","3.0","3.0","1.0","4.0","1.0","1.0","4.0","4.0","4.0","3.0","3.0","3.0","5.0","10.0","6.0","1.0","1.0","4.0","1.0","1.0","4.0","1.0","2.0","1.0","3.0",,,,,"4.0","3.0","2.0","2.0","4.0","2.0","1.0","3.0","3.0","0.0","0.0","2.0",,"1.0","0.0","2.0",,"2.0","9","1.0","0.0","0.0","0.0",,"2.0","1.0","1.0","1.0","1.0","8.0","1.0","1.0","2.0",,"1.0","1.0","2.0",,"4.0","5.0","1.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","1","2","2.0","48","1.0","6.0","2",,,,"1.0","2.0","3.0","5.0","6.0","2.0","2.0","1.0","1","1","1","1","0","0","1","0","0","0","0","4.0","1.0","4.0","1.0","2.0",,"2.0","1.0",,"2006-07-22T12:50:33.000","1847"
"1","102","3","3","25","4","401","102","0","3","0","2","5","1","2006-07-13T14:58:21.000","1","1","14.0","3.0","6.0",,"6.0","2","1.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","3.0","2.0","4.0","1.0","2.0","2.0",,,"1.0","1.0","2.0","2.0","1.0","2.0","1.0",,,,,,"2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","4.0","1.0","2.0","1.0","2.0","2.0","4.0","1.0","2.0",,,,"3.0","6.0","4.0","5.0","5.0","4.0","3.0","4.0","3.0","4.0","3.0","4.0","4.0","2.0","3.0","4.0","7.0","2.0","3.0","2.0","4.0","3.0","2.0","3.0","4.0","1.0","4.0","3.0","2.0","3.0","4.0","6.0","1.0","2.0","2.0","4.0","9.0","3.0","4.0","1.0","2.0","2.0","7.0","3.0","7.0","4.0","2.0","3.0","7.0","5.0","3.0","3.0","1.0","2.0","1.0","2.0","3.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0",,"1.0","0.0","2.0",,"2.0","9","2.0",,"0.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0",,"3.0","1.0","1.0","2.0","2.0","4.0","3.0","1.0","3.0","5.0","2.0","2.0","2.0","2.0","2","9","3.0","21","4.0","5.0","2",,,,"3.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","1","1","0","1","0","0","0","0","1","1","0","2.0","1.0","3.0","2.0","2.0",,"1.0","1.0",,"2006-07-13T15:20:59.000","1358"
