"pais","idnum","estratopri","upm","prov","municipio","seksyon","haisegmento","haisec","cluster","ur","codeseg","tamano","idiomaq","minit","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","muni2a","muni2b","muni2c","muni3","muni5","muni5a","muni6","muni7","rcp1","rcp2","rcp3","rcp4","rcp5","rcp6","rcp6b","haiacs1","haiacs2","haiacs3","haiacs4","haiacs5","haiacs6","ad1","ad6","aidp1","aidp1a","aidp2","aidp3","aidp4","bidp1aa","bidp1ab","bidp5","bidp5b","bidp13","bidp7","bidp7b","bidp8","bidp9","bidp10a","bidp10b","bidp11a","bidp11b","bidp12","bidp14a","bidp14b","bidp14c","cidp1aa","cidp1ab","cidp8b","cidp9b","cidp10a","cidp10b","cidp11a","cidp11b","cidp12","cidp13","cidp14a","cidp14b","cidp14c","rconsta","rconstb","rconstc","earthq11","earthq12","earthq13","earthq14","earthq15","earthq15b","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc15a","jc16a","haivic1b","haivic1ba","haivic2b","haivic1a","haivic1ab","haivic2a","vic2aa","aoj1","haiaoj1a","aoj1b","vic1hogar","aoj8","aoj11","haiaoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","haib32a","b43","b37","b46","b47","n1","n3","n9","n11","n12","hain16","hain17","m1","haim3","haim4","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7","jamanticor2","hc3","hc4","hc5","hc6","hc7","hc8","haivb1a","vb1","vb2","vb4","vb3","vb10","vb11","haivb12","haivb13","pol1","haicr1","haicr2","haicr3","hur1","hur2","food0","food1","food2","ed","educ1","educ2","educ3a","educ3b","educ3c","educ4","educ5","educ6","educ6b","educ7","educ8","educ9","educ10","q2","y1","y2","y3","q3c","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q11","q12","q12a","etid","leng1","haileng0","haileng1a","haileng1b","haileng1c","haileng2","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r14","r15","r16","r18","ps1","ps2","ps3","ps4","ps5","ocup4a","ocup1","ocup1a","ocup12a","ocup12","ocup1b1","ocup1c","ocup15","ocup1d","desoc2a","ocup28","mig1","haimig1","haimig2","ti","intid","sexi","variableid","wt"
"22","476","2204","52","2206","22096","19","52","2","52","2","123_04_005_007","5","1","1133","2707","2","3.0","4.0","3.0","3.0",,"3.0","2.0",,"2.0","2.0","2.0","2","2.0",,,"8.0",,,"4.0","0.0",,"4.0",,"1.0","1.0","1.0","1.0","4.0","1.0","3.0","4.0","4.0","3.0","4.0","4.0","4.0","1.0","2.0","99",,,,,"1","1.0","1.0","1.0",,,,"9.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"1.0","4.0","1.0",,"3.0","3.0","3.0",,"1.0","4.0","1.0","2.0","4.0","4.0","4.0","3.0","2.0",,"3.0",,"2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","2.0","2.0","2.0","3.0",,"1.0","3.0","1.0",,"1.0","1.0","4.0","5.0","3.0","5.0","1.0","7.0","1.0","3.0","1.0","1.0","3.0","6.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","3","3","1.0","5.0","6.0","6.0","5.0","7.0","7.0","7.0","6.0","4.0","3.0","3.0","8.0","7.0","5.0","1.0","1.0","1.0","1.0","1.0",,"6.0",,,"1.0","1.0","1.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","3.0","1.0","3.0","7.0",,,,"1.0","1.0","2.0","3.0",,"2.0",,,"4.0","4.0","4.0","2.0",,"2.0","2.0","2.0","2.0","2.0","7.0","2.0","2.0",,,,"1.0","3.0","2.0","1.0","3.0","3.0",,"1.0","42",,,,"2.0","1.0","1.0","4.0","1.0","2.0","1.0","1.0","3.0","2.0","3.0",,"2.0","6.0","2.0","4.0","2201.0","2.0",,,,"1.0","5.0","4.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","1.0","2.0",,"5.0","1.0","7.0",,,,,,,,,"1.0","3.0","30.0","2.0","42","9","1","2","0.85546875"
"22","477","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1302","2707","2","2.0","2.0","5.0","3.0","3.0","4.0","3.0","3.0","2.0","2.0","2.0","2","1.0","0.0","4.0","10.0",,,"4.0","0.0","1.0","3.0","0.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","99",,,,,"1","1.0","1.0","1.0",,,,"7.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"4.0","2.0","7.0","4.0","3.0","3.0","4.0","4.0","3.0","4.0","1.0","4.0","4.0","4.0","4.0","2.0","4.0","4.0","4.0","5.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","2.0","2.0","4.0","3.0","4.0","5.0","4.0","3.0","4.0","3.0","3.0","3.0","4.0","4.0","3.0","5.0","5.0","4.0","3.0","2.0","3.0","4.0","4.0","4.0","4.0","4.0","3.0","3.0","4.0","3.0","2.0","3.0","3.0","4.0","4","3","5.0","4.0","5.0","4.0","3.0","4.0","5.0","4.0","3.0","3.0","3.0","3.0","4.0","6.0","5.0","4.0","3.0","4.0","3.0","3.0","3.0","4.0","5.0","5.0","4.0","4.0","2.0","2.0","2.0","2.0",,"0.0","0.0",,,,,,"0.0","4.0","4.0","2.0",,,,,,"1.0","2.0","1.0",,"2201.0","1.0","2203.0","2203.0","3.0","4.0","3.0","2.0",,"1.0","2.0","2.0","1.0","1.0","5.0","0.0",,,,,,,,,,,,,"21","4.0","4.0","2.0","2.0","1.0","1.0","3.0","2.0",,,"4.0",,"1.0","3.0","3.0","1.0","0.0",,"4.0","2201.0","2.0",,,,"2.0","5.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0",,"2.0",,"5.0","7.0",,,,,,,,,"5.0","7.0","3.0","11.0","1.0","40","1","1","2","0.85546875"
"22","478","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1345","2707","1","4.0","9.0","3.0","2.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2","2.0",,"4.0","3.0",,,"4.0","0.0","1.0","2.0","0.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","99",,,,,"1","1.0","1.0","2.0",,,,"7.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"1.0","3.0","5.0","3.0","3.0","2.0","3.0","4.0","3.0","4.0","1.0","4.0","4.0","4.0","4.0",,"2.0","2.0","3.0","4.0","2.0",,,"1.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","3.0","2.0","4.0","2.0","4.0","4.0","3.0","4.0","4.0","5.0","3.0","5.0","4.0","3.0","2.0","3.0","4.0","5.0","4.0","3.0","3.0","2.0","3.0","4.0","3.0","3.0","2.0","4.0","3.0","4.0","3.0","3.0","3.0","5.0","4","3","4.0","3.0","5.0","5.0","3.0","3.0","2.0","4.0","5.0","5.0","3.0","3.0","4.0","6.0","6.0","3.0","4.0","5.0","5.0","4.0","5.0","5.0","6.0","5.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0",,,,,,"0.0","4.0","3.0","2.0",,,,,,"1.0","1.0","1.0",,"2206.0","1.0","2206.0","2206.0","3.0","3.0","3.0","2.0",,"2.0","2.0","2.0","1.0","1.0","6.0","0.0",,,,,,,,,,,,,"23","3.0","5.0","2.0","2.0","1.0","1.0","4.0","2.0",,,"4.0",,"1.0","3.0","3.0","1.0","0.0",,"4.0","2201.0","1.0","2.0",,,"2.0","5.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","10.0",,"2.0",,"5.0","3.0",,,,,,,,,"7.0","3.0","3.0","13.0","1.0","45","1","1","2","0.85546875"
"22","480","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1304","2707","2","3.0","3.0","4.0","2.0","1.0","4.0","1.0","1.0","2.0","1.0","2.0","2","2.0",,"3.0","10.0",,,"3.0","0.0","2.0","2.0","1.0","1.0","3.0","4.0","3.0","3.0","3.0","1.0","2.0","2.0","3.0","4.0","4.0","3.0","1.0","1.0","99",,,,,"2",,"1.0","2.0",,,,"4.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","3.0","5.0","99",,,,,,,,,,,,,"1.0","2.0","8.0","3.0","2.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","3.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","2.0","2.0","3.0","3.0","2.0","3.0","4.0","4.0","5.0","4.0","3.0","2.0","4.0","5.0","4.0","5.0","5.0","5.0","6.0","4.0","5.0","5.0","4.0","7.0","6.0","5.0","4.0","5.0","4.0","3.0","3.0","2.0","4.0","3.0","4.0","3","4","4.0","4.0","6.0","5.0","5.0","6.0","5.0","6.0","7.0","6.0","2.0","2.0","10.0","7.0","5.0","4.0","4.0","3.0","2.0","4.0","5.0","9.0","4.0","5.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0",,,,"1.0","1.0","0.0","2.0","2.0","2.0",,,,,,"2.0","1.0","2.0","4.0",,"2.0",,,"2.0","3.0","4.0","1.0","8.0","2.0","2.0","1.0","2.0","1.0","12.0","3.0","2.0","8.0","10.0","4.0","1.0","7.0","1.0",,"2.0","3.0","4.0","1.0","39",,,,"12.0","2.0","1.0","2.0","2.0",,,"4.0",,"2.0","4.0","2.0","1.0","2.0","2.0","4.0","2201.0","2.0",,,,"1.0","5.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0",,"2.0",,"4.0","1.0","7.0","4.0","12.0","2.0","3.0","2.0","3.0","2.0","1.0","2.0","2.0","11.0","2.0","41","3","1","2","0.85546875"
"22","481","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1348","2707","2","3.0","3.0","3.0","2.0","1.0","3.0","1.0","1.0","2.0","1.0","2.0","2","2.0",,"3.0","3.0",,,"3.0","0.0","1.0","2.0","1.0","3.0","3.0","4.0","4.0","3.0","3.0","1.0","2.0","3.0","2.0","4.0","4.0","3.0","1.0","1.0","99",,,,,"3",,"1.0","2.0",,,,"3.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","3.0","5.0","99",,,,,,,,,,,,,"1.0","8.0","3.0","3.0","3.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","4.0","4.0","4.0","4.0","5.0","5.0","3.0","5.0","1.0","2.0","1.0","2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","2.0","2.0","3.0","3.0","2.0","2.0","4.0","5.0","6.0","5.0","4.0","5.0","5.0","6.0","6.0","5.0","7.0","6.0","5.0","4.0","5.0","5.0","5.0","7.0","6.0","4.0","4.0","5.0","4.0","4.0","3.0","2.0","4.0","3.0","3.0","3","4","4.0","5.0","4.0","5.0","5.0","6.0","5.0","5.0","6.0","6.0","2.0","2.0","7.0","5.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","7.0","5.0","5.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0",,,,"1.0","1.0","0.0","2.0","3.0","1.0","5.0","1.0","1.0","1.0",,"1.0","1.0","1.0",,"2202.0","2.0",,,"2.0","3.0","3.0","1.0","4.0","2.0","2.0","1.0","2.0","1.0","8.0","5.0","2.0","1.0","5.0","3.0","2.0","10.0","2.0","1.0","2.0","2.0","3.0","1.0","69",,,,"5.0","2.0","1.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","4.0","2.0","2.0","4.0","2201.0","2.0",,,,"1.0","5.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.0",,"2.0",,"4.0","5.0",,,,,,,,,,"5.0","2.0","11.0","2.0","42","3","1","2","0.85546875"
"22","482","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1435","2707","1","3.0","3.0","4.0","3.0","1.0","4.0","1.0","1.0","2.0","2.0","2.0","2","2.0",,"3.0","10.0",,,"3.0","0.0","2.0","2.0","0.0","3.0","3.0","4.0","3.0","3.0","1.0","1.0","3.0","2.0","2.0","4.0","3.0","3.0","1.0","1.0","99",,,,,"4",,"1.0","2.0",,,,"5.0","6.0","2.0","1.0","2.0","1.0","1.0","1.0","3.0","5.0","99",,,,,,,,,,,,,"1.0","2.0","8.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","1.0","4.0","4.0","4.0",,"2.0","6.0","2.0","4.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","2.0","2.0","2.0","2.0","3.0","3.0","4.0","3.0","4.0","5.0","6.0","5.0","4.0","5.0","5.0","6.0","7.0","5.0","5.0","5.0","4.0","5.0","6.0","5.0","6.0","5.0","4.0","5.0","4.0","3.0","4.0","2.0","4.0","3.0","3.0","3","4","6.0","5.0","4.0","5.0","5.0","6.0","5.0","4.0","5.0","6.0","2.0","3.0","7.0","6.0","5.0","3.0","4.0","3.0","2.0","1.0","5.0","7.0","5.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0",,"0.0","0.0",,"1.0",,"1.0","1.0","0.0","1.0","3.0","2.0",,,,,,"1.0","1.0","1.0",,"2203.0","2.0",,,"2.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","10.0","5.0","2.0","1.0","3.0","8.0","1.0","9.0","2.0","4.0","3.0","2.0","3.0","1.0","70",,,,"1.0","2.0","1.0","3.0","2.0",,,"3.0","1.0","2.0","4.0","3.0","2.0","4.0","3.0","4.0","2201.0","2.0",,,,"1.0","5.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0",,"2.0",,"4.0","1.0","7.0","4.0","16.0","2.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","7.0","2.0","45","3","1","2","0.85546875"
"22","483","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1305","2707","1","3.0","2.0","4.0","3.0","2.0","5.0","3.0","2.0","2.0","2.0","2.0","2","2.0",,"3.0","10.0",,,"2.0","0.0","2.0","4.0","0.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0","4.0","4.0","3.0","4.0","3.0","4.0","1.0","1.0","99",,,,,"2",,"1.0","2.0",,,,"5.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"1.0","3.0","8.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","4.0","4.0",,"4.0","3.0","3.0","5.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","2.0","2.0","2.0","3.0","2.0","2.0","4.0","3.0","5.0","4.0","5.0","4.0","2.0","3.0","5.0","6.0","2.0","7.0","3.0","6.0","5.0","3.0","7.0","6.0","2.0","3.0","2.0","5.0","4.0","3.0","5.0","4.0","3.0","2.0","3.0","2","3","4.0","3.0","5.0","3.0","4.0","5.0","3.0","4.0","2.0","3.0","3.0","2.0","6.0","5.0","5.0","3.0","4.0","2.0","2.0","1.0","5.0","3.0","3.0","4.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","0.0","0.0",,,,,,"0.0","3.0","3.0","2.0",,,,,,"1.0","2.0","2.0","5.0",,"2.0",,,"3.0","3.0","3.0","2.0",,"1.0","1.0","2.0","2.0","2.0","4.0","4.0","2.0","8.0","9.0","6.0","2.0","7.0","1.0",,"2.0","2.0","4.0","1.0","42",,,,"2.0","2.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0",,"3.0","3.0","4.0","2201.0","2.0",,,,"2.0","5.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","2.0","2.0",,"4.0","1.0","10.0","4.0","5.0","1.0","2.0","2.0","3.0","3.0",,"1.0","3.0","25.0","2.0","41","2","1","2","0.85546875"
"22","484","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1350","2707","2","3.0","4.0","5.0","3.0","3.0","4.0","3.0","2.0","2.0","2.0","2.0","2","2.0",,"4.0","6.0",,,"4.0","0.0","7.0","4.0","0.0","3.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","4.0","1.0","1.0","99",,,,,"2",,"1.0","2.0",,,,"3.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"3.0","7.0","9.0","3.0","2.0","2.0","3.0","3.0","1.0","4.0","2.0","2.0","1.0","4.0","4.0","1.0","3.0","2.0","3.0","6.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","1.0","2.0","3.0","3.0","3.0","6.0","4.0","3.0","4.0","3.0","4.0","2.0","2.0","5.0","6.0","5.0","7.0","3.0","5.0","4.0","3.0","4.0","6.0","3.0","2.0","2.0","5.0","4.0","2.0","4.0","2.0","5.0","2.0","3.0","2","2","5.0","2.0","5.0","3.0","6.0","5.0","3.0","2.0","3.0","4.0","3.0","2.0","5.0","6.0","3.0","4.0","4.0","2.0","2.0","2.0","5.0","3.0","5.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0",,,,,,"0.0","2.0","3.0","2.0",,,,,,"1.0","1.0","1.0",,"2201.0","2.0",,,"3.0","3.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","7.0","0.0",,,,,,,,,,,,,"26",,,,"2.0","2.0","1.0","2.0","2.0",,,"4.0",,"1.0","4.0","3.0","1.0","0.0",,"4.0","2201.0","2.0",,,,"2.0","5.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","3.0","2.0",,"5.0","3.0",,,,,,,,,"7.0","3.0","3.0","12.0","1.0","40","2","1","2","0.85546875"
"22","485","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1433","2707","1","4.0","4.0","5.0","2.0","3.0","4.0","2.0","3.0","2.0","2.0","2.0","2","2.0",,"4.0","3.0",,,"3.0","0.0","7.0","4.0","0.0","3.0","3.0","3.0","3.0","4.0","4.0","3.0","3.0","3.0","3.0","5.0","3.0","4.0","1.0","1.0","99",,,,,"1","1.0","1.0","1.0",,,,"4.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"1.0","4.0","9.0","2.0","2.0","2.0","3.0","2.0","1.0","4.0","3.0","3.0","2.0","4.0","3.0",,"5.0","6.0","4.0","7.0","2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","2.0","1.0","2.0","2.0","3.0","3.0","5.0","3.0","4.0","3.0","4.0","5.0","3.0","4.0","4.0","5.0","3.0","7.0","3.0","4.0","3.0","2.0","4.0","6.0","3.0","2.0","2.0","4.0","4.0","3.0","5.0","2.0","4.0","3.0","4.0","3","3","4.0","2.0","6.0","2.0","5.0","4.0","4.0","3.0","3.0","2.0","3.0","3.0","5.0","6.0","4.0","4.0","5.0","2.0","2.0","1.0","4.0","2.0","5.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0",,,,,,"0.0","3.0","3.0","2.0",,,,,,"1.0","1.0","1.0",,"2201.0","2.0",,,"4.0","4.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","10.0","0.0",,,,,,,,,,,,,"37",,,,"2.0","2.0","1.0","3.0","1.0","3.0","3.0","3.0","4.0","1.0","4.0","3.0","3.0","1.0","1.0","4.0","2201.0","1.0","3.0",,,"2.0","5.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","3.0","2.0",,"1.0","7.0",,,,,,,,,,"1.0","2.0","18.0","2.0","42","2","1","2","0.85546875"
"22","486","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1304","2707","2","4.0","4.0","4.0","3.0","3.0","4.0","2.0","2.0","2.0","2.0","2.0","2","2.0",,,"3.0",,,"3.0","0.0",,"4.0","0.0","1.0","1.0","1.0","4.0","1.0","1.0","1.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","99",,,,,"1","1.0","1.0","1.0",,,,"10.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"4.0","1.0","3.0",,"3.0",,"3.0",,"3.0","2.0","3.0","3.0","2.0","2.0","4.0",,"2.0","2.0","4.0",,"2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"1.0","1.0","2.0","2.0","2.0","2.0",,,"4.0","1.0","1.0","1.0","3.0","2.0","4.0","1.0","4.0","1.0","5.0","1.0","3.0","1.0","1.0","2.0","4.0","1.0","1.0","2.0","1.0",,"1.0","2.0","1.0","2.0","1.0","3.0","3","3","1.0","4.0","7.0","3.0","3.0","7.0","4.0","7.0","4.0","3.0","4.0","4.0","10.0","10.0","7.0","5.0","1.0","1.0","4.0","1.0","4.0","5.0","5.0","6.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","4.0","2.0",,,,,,"1.0","1.0","2.0","13.0",,"1.0","77.0","77.0","3.0","3.0","9.0","2.0",,"2.0","2.0","2.0","2.0","2.0","8.0","4.0","4.0",,,,"2.0","6.0","2.0","1.0","3.0","3.0","3.0","2.0","33",,,,"2.0","2.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","2.0","2.0","2.0","2.0","4.0","2201.0","2.0",,,,"2.0","5.0","4.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","1.0","2.0",,"5.0","1.0","7.0","4.0","1.0",,,,,,,"1.0","3.0","19.0","2.0","42","9","1","2","0.85546875"
"22","487","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1436","2707","1","4.0","69.0","4.0","3.0",,"4.0","2.0",,"2.0","2.0","2.0","2","2.0",,"5.0","5.0",,,"4.0","0.0",,"4.0","0.0","1.0","1.0","1.0","4.0","1.0","1.0","3.0","4.0","4.0","3.0","4.0","4.0",,"1.0","1.0","99",,,,,"1","1.0","1.0","1.0",,,,"12.0","0.0",,,,,,,,,"99",,,,,,,,,,,,,"1.0","6.0","9.0","4.0","3.0","3.0",,"3.0","1.0","2.0","3.0","2.0","4.0","2.0","4.0",,"3.0","5.0","4.0",,"2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","2.0","2.0","2.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","4.0","3.0","2.0","1.0","2.0","3.0","1.0","2.0","4.0","3.0","2.0","3.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","4.0","3","3","1.0","7.0","6.0","1.0","1.0","6.0","2.0","7.0","4.0","2.0","3.0","4.0","10.0","5.0","4.0","3.0","1.0","2.0","4.0","2.0","5.0","5.0","3.0","5.0","1.0","2.0","1.0","2.0","2.0","4.0","2.0","1.0","0.0",,,,,,"0.0","1.0","4.0","2.0",,,,,,"1.0","1.0","1.0",,"2202.0","1.0",,,"3.0","3.0","3.0","2.0",,"2.0","2.0","2.0","2.0","2.0","9.0","2.0","2.0",,,,,"6.0","2.0","1.0","2.0","3.0","3.0","1.0","29",,,,"1.0","3.0","2.0","4.0","2.0",,,"4.0",,"2.0","3.0",,"1.0","0.0",,"4.0","2201.0","1.0","2.0",,,"2.0","5.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","4.0","1.0","2.0",,"5.0","1.0","4.0","4.0","12.0","2.0",,"2.0","3.0","2.0",,"1.0","3.0","20.0","2.0","44","9","1","2","0.85546875"
"22","488","2204","53","2206","22096","20","53","2","53","2","123_07_007_005","5","1","1350","2707","2","3.0","2.0",,"3.0","2.0","4.0","2.0",,"2.0","2.0","2.0","2","2.0",,,"27.0",,,"2.0","0.0",,"3.0","1.0","1.0","1.0","3.0","2.0","3.0","4.0","2.0","4.0","3.0","3.0","4.0","4.0",,"1.0","2.0","99",,,,,"1","1.0","1.0","2.0",,,,"8.0","3.0","0.0","1.0","1.0","1.0","1.0","2.0","1.0","7.0","99",,,,,,,,,,,,,"1.0","4.0","7.0","3.0","3.0",,"3.0","3.0","1.0","4.0","2.0","2.0","4.0","4.0","4.0","4.0","2.0","3.0","3.0",,"2.0",,,"2.0","2.0","2.0",,,"2.0",,,,,,,"2.0","1.0","2.0","3.0","2.0","4.0",,"1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","3.0","5.0","2.0","2.0","3.0","2.0","1.0","3.0","4.0","1.0","1.0","1.0","1.0",,"1.0","1.0","1.0","1.0","1.0","4.0","3","3","1.0","3.0","3.0","2.0","7.0","7.0","7.0","7.0","5.0","3.0","4.0","4.0","10.0","3.0","5.0","1.0","1.0","1.0","5.0","1.0","3.0","5.0","5.0","3.0","1.0","1.0","1.0","2.0","1.0","4.0","2.0","0.0","0.0",,,,,,"0.0","1.0","4.0","2.0",,,,,,"2.0","2.0","2.0","6.0",,"2.0",,,"4.0","4.0","10.0","2.0",,"2.0","2.0","2.0","2.0","2.0","3.0","5.0","5.0",,,,"1.0","4.0","1.0",,"3.0","3.0",,"1.0","41",,,,"1.0","2.0","2.0","3.0","2.0",,,"4.0",,"2.0","3.0","2.0","3.0","6.0","6.0","4.0","2201.0","2.0",,,,"1.0","5.0","4.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","1.0","2.0",,"5.0","5.0",,,,,,,,,,"5.0","3.0","28.0","2.0","43","9","1","2","0.85546875"
