"ntrans","id","preg0","local","estrato","ur","prov","mun","delec","depto","upm","q1","edad","dia","a1","a2","a3","a4a","a4b","ad1","cp2","cp3","cp3a","cp4a","cp4b","soct1","soct2","soct3","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp13","cp14","cp15","l1","ls3","it1","it2","it3","vbprs02","vbpty02","vb7","vb8","unin3","unin4","unin6","unin7","refm1","refm3","refmq1","refmq2","refmq3","refmq4","refmq5","ca1","m1","np1","np2","np2a","np4","np5","sgl1","sgl1p","lgl1a","lgl2m","lgl3m","jc1","jc11","jc12","jc16","jc13a","jc15","jc20","acr1","aut10","aut14","aut15","b1","b2","b3","b4","b6","b10a","b31a","b30","b11","b12","b13","b18","b20","b21","b21a","b22","b33","b22b","b22c","b23","b23a","b23c","b23nr","b23e","b23b","b31","b42","b43","b44","n1","n3","n9","ing4","pn2","leng10","leng11","leng12","betid1","betid2","betid3","betid4","betid5","betid6","d1","d2","d3","d4","d5","e5","e8","e11","e15","e14","e2","e3","e16","c3","c5","c6","pn4","pn5","refm41","refm42","refm43","refm31","refm32","refm33","refm34","refm51","refm35","refm52","newtol4a","newtol5","newtol7","newtol8","btol1","btol2","btol3","btol4","btol5","ecreg1","ecreg2","bpod1","bpod2","bpod3","bpod4","bpod5","bpod6","prot1","prot2","prot3","prot4","prot5","aoj1","aoj3","aoj3b","aoj3a","aoj4","aoj6","aoj8a","aoj17c","aoj13","aoj12","aoj14","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc7","exc7b","dn1","dn2","dn3","dn4","gi1","gi2","gi3","gi4","gi5","gi6","q3","q4","r1","r2","r3","r4","r6","r7","r8","r9","r10","r11","r13","r14","r12","ocup1","ocup2","desoc1","desoc2","ed","ed2","q10","q11","q12","etid","etid2","leng1","leng2","mig1","mig2","mig3","lcuest","vest","peso1","wt"
"2","273","129011.0","129","1","4","107","127","20","1","20","1","3","7","1.0","1.0","1.0","3.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","5.0","2.0",,"1","1.0","1.0","1.0","2.0","4.0","1.0","2.0","4.0","2.0","4.0","4.0","5.0","3.0","4.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0",,"1.0","1.0","3.0","5.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","2.0","1.0","7.0","3.0","6.0","7.0","5.0","4.0","5.0","1.0","5.0","1.0","3.0","4.0","7.0","7.0","1.0","4.0","6.0","3.0","2.0","5.0","1.0","6.0","6.0","6.0","6.0","3.0","4.0","7.0","6.0","3.0","2.0","4.0","3.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","5.0","3.0","2.0","10.0","8.0","5.0","9.0","2.0","6.0","10.0","7.0","1.0","4.0","1.0","1.0","1.0","1.0","2.0","5.0","3.0","4.0","1.0","10.0","1.0","9.0","9.0","8.0","1.0","9.0","3.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","1","2.0","3.0","3.0","2.0","2.0","3.0",,,,,"3.0","1.0","1.0","3.0","4.0","3.0","2.0","3.0","3.0","3.0","1.0","1.0","0.0",,"1.0",,"0.0","1.0","1.0","3.0","10.0","8.0","5.0","9.0","0","0","0","0","0","0","1","1.0","0","1","0","0.0","0","0","0","0.0","1","1","0","0","90","3","1.5","2",,"10","1","2.0","3.0","6","3.0","2.0","1.0","1.0","1",,,"1","2","4.514392099999999","4.514392099999999"
"2","274","129015.0","129","1","4","107","127","20","1","20","2","1","5","1.0","1.0","0.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0","3.0",,"2",,,,,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","3.0","3.0","1.0","1.0","1.0",,"3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,"1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0","4.0","1.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","2.0","5.0","4.0","3.0","6.0","7.0","3.0","4.0","5.0","1.0","7.0","6.0","5.0","3.0","6.0","2.0","1.0","3.0","4.0","5.0","7.0","2.0","3.0","6.0","7.0","3.0","5.0","2.0","7.0",,"5.0","4.0","3.0","2.0","5.0","4.0","7.0","2.0","7.0","7.0","7.0","7.0","1.0",,"9.0","8.0","5.0","10.0","3.0","1.0","7.0","4.0","3.0","4.0","3.0","5.0","4.0","6.0","3.0","7.0","2.0","3.0","2.0","9.0","8.0","5.0","5.0","6.0","3.0","10.0","3.0","2.0",,,,,"2.0","1.0","2.0","2.0","2.0","2.0","1.0","1","1.0","1.0","2.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,,"2.0","3.0","3.0","2.0","2.0","0.0","0.0",,,,,,"3.0","2.0","7.0","9.0","8.0","8.0","0","0","0","0","0","0","3","10.0","2","1","0","0.0","0","0","0","0.0","1","1","0","2","90","2",,"9","9.0","3","1","2.0","2.0","4","1.0","2.0","3.0","1.0","2","1.0","2.0","1","2","4.3874455","4.3874455"
"2","275","129017.0","129","1","4","107","127","20","1","20","2","2","5","1.0","1.0","1.0","8.0","13.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","2",,,,,"2.0","1.0","2.0","2.0","3.0","4.0","4.0","3.0","2.0","4.0","1.0","1.0","1.0","11.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","5.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","2.0","5.0","6.0","6.0","5.0","3.0","4.0","5.0","6.0","4.0","4.0","4.0","6.0","4.0","4.0","2.0","5.0","5.0","6.0","5.0","5.0","7.0","2.0","3.0","1.0","6.0","5.0","7.0","5.0","5.0","5.0","5.0","5.0","7.0","7.0","6.0","7.0","7.0","7.0","7.0","1.0","1.0","1.0","2.0","5.0","3.0","1.0","1.0","6.0","8.0","3.0","2.0","1.0","1.0","1.0","5.0","2.0","1.0","4.0","3.0","2.0","1.0","8.0","1.0","10.0","10.0","10.0","6.0","10.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0",,"2.0","1.0","2.0","3.0","4.0",,"2.0","4.0","2.0","4.0","3.0","0.0","1.0",,"1.0",,"1.0","0.0","2.0","3.0","2.0","4.0","3.0","1.0","1","1","0","0","0","0","4","1.0","2","1","4","0.0","0","0","0","0.0","1","1","0","2","90","8",,"2",,"16","2","4.0","1.0","0","3.0","2.0","1.0","1.0","2","1.0","1.0","1","2","4.4948691","4.4948691"
"2","276","129013.0","129","1","4","107","127","20","1","20","2","3","5","0.0","1.0","0.0","8.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","5.0","3.0","3.0","2",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","3.0","4.0","1.0","1.0","1.0","7.0","4.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,"1.0","2.0","2.0","2.0",,"2.0","2.0","5.0","5.0","4.0","3.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","2.0","1.0","3.0","1.0","6.0","1.0","1.0","1.0","1.0","5.0","4.0","1.0","2.0","7.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","7.0","5.0","2.0","1.0","7.0",,"1.0","1.0","1.0","1.0","1.0","5.0","7.0","7.0","6.0","7.0","6.0","6.0","1.0",,"2.0","1.0","4.0","5.0","1.0","6.0","6.0","5.0","2.0","1.0","1.0","1.0","10.0","1.0","1.0","1.0","2.0","3.0","9.0","4.0","1.0","1.0","4.0","3.0","1.0","6.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","3","3.0","3.0","3.0","2.0","2.0","3.0",,,,,"3.0","2.0","2.0",,"2.0","1.0","2.0","4.0","3.0","1.0","2.0","0.0","0.0",,,"1.0",,,"1.0","4.0","5.0","5.0","4.0","7.0","0","0","0","0","0","0","2","2.0","0","1","0","0.0","0","0","0","0.0","1","1","0","0","90","2",,"2",,"5","1","1.0","1.0","0","2.0","2.0","1.0","1.0","1",,,"1","2","4.5433769999999996","4.5433769999999996"
"2","277","129006.0","129","1","4","107","127","20","1","20","1","1","7","1.0","1.0","1.0","1.0","16.0","1.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","2",,,,,"4.0","4.0","4.0","2.0","2.0","2.0","4.0","3.0","2.0","2.0","1.0","1.0","1.0","7.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0","2.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","3.0","4.0","5.0","3.0","4.0","4.0","4.0","3.0","5.0","5.0","4.0","3.0","3.0","5.0","4.0","4.0","4.0","5.0","5.0","5.0","5.0","5.0","5.0","4.0","3.0","4.0","4.0","5.0",,"4.0","3.0","4.0","3.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2.0","1.0","3.0","4.0","5.0","4.0","4.0","5.0","6.0","6.0","7.0","4.0","4.0","5.0","3.0","6.0","5.0","6.0","4.0","2.0","2.0","5.0","6.0","3.0","5.0","7.0","7.0","7.0","7.0","3.0","4.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2","3.0","2.0","3.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0",,,,"2.0","2.0","2.0","3.0","2.0","1.0","0.0",,"0.0",,,,"1.0","1.0","6.0","5.0","6.0","6.0","0","0","0","0","0","0","2","0.0","2","0","0","0.0","0","0","4","0.0","1","1","2","0","90","2",,"2",,"10","1","4.0","3.0","2","6.0","2.0","3.0","1.0","1",,,"3","2","4.359455400000001","4.359455400000001"
"2","278","129014.0","129","1","4","107","127","20","1","20","2","2","7","1.0","1.0","0.0","20.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","4.0","1.0","3.0","1","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","4.0","2.0","9.0","2.0","3.0","1.0","2.0","1.0","7.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","4.0","1.0","2.0",,"1.0","2.0","4.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","1.0","2.0","5.0","2.0","6.0","3.0","7.0","4.0","5.0","4.0","2.0","7.0","1.0","6.0","3.0","2.0","5.0","4.0","6.0","2.0","7.0","5.0","2.0","2.0","4.0","1.0","6.0","3.0","7.0","7.0","7.0","3.0","6.0","4.0","6.0","3.0","2.0","6.0","6.0","5.0","7.0","2.0","2.0",,"7.0","5.0","8.0","5.0","3.0","8.0","6.0","5.0","8.0","5.0","4.0","3.0","9.0","8.0","7.0","8.0",,,"4.0","3.0","2.0","5.0","10.0","5.0","7.0","8.0","3.0","4.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1","1.0","1.0","1.0","2.0","2.0","1.0",,"1.0","1.0","1.0","2.0","2.0","2.0",,"3.0",,"1.0","3.0","2.0","3.0","2.0","0.0","0.0","0.0","1.0",,"0.0","0.0","2.0","1.0","7.0","5.0","8.0","6.0","0","0","0","0","0","0","1","2.0","2","0","0","0.0","0","0","0","0.0","1","1","0","2","90","2",,"2",,"7","1","2.0","1.0","2","3.0","2.0","1.0","1.0","1",,,"1","2","4.4948691","4.4948691"
"2","280","129020.0","129","1","4","107","127","20","1","20","1","3","1","0.0","0.0","0.0","8.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","4.0","3.0","2.0","1","2.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","3.0","2.0","4.0","3.0","1.0","2.0","2.0","1.0","7.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","7.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","7.0","6.0","7.0","1.0","1.0","7.0","1.0","2.0","2.0","7.0","7.0","7.0","2.0","7.0","2.0","6.0","6.0","7.0","3.0","7.0",,"3.0","3.0","1.0","4.0","6.0","7.0","3.0","4.0","7.0","7.0","7.0","1.0","1.0",,"3.0","10.0","1.0","10.0","10.0","5.0","6.0","10.0","1.0","1.0","1.0","7.0","10.0","3.0","1.0","1.0","4.0","2.0","1.0","5.0","1.0","5.0","6.0","2.0","1.0","10.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0",,"3","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0",,,,"2.0","3.0","3.0","1.0","2.0","0.0","0.0","0.0","0.0",,,"0.0","2.0","3.0","3.0","9.0","3.0","3.0","0","0","0","0","0","0","5","8.0","0","0","0","0.0","0","0","0","0.0","1","1","2","2","90","3","2.0","2",,"6","1","1.0","2.0","5","6.0","2.0","1.0","1.0","1",,,"1","2","4.514392099999999","4.514392099999999"
"2","281","129012.0","129","1","4","107","127","20","1","20","1","1","5","1.0","1.0","0.0","16.0","13.0","2.0","2.0","2.0","2.0","2.0","1.0","4.0","3.0",,"2",,,,,"2.0","2.0","2.0","4.0","2.0","4.0","4.0","5.0","2.0","2.0","2.0","1.0","4.0",,"3.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0",,,,,,,"3.0","2.0","2.0",,"2.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","4.0","3.0","7.0","5.0","2.0","7.0","6.0","5.0","7.0","6.0","3.0","1.0","3.0","6.0","3.0","1.0","2.0","5.0","2.0","4.0","5.0","7.0","7.0","4.0","7.0","7.0","3.0","7.0",,"5.0","6.0","6.0","5.0","7.0","7.0","7.0","7.0","7.0","1.0","7.0","1.0","1.0",,"5.0","6.0","7.0","10.0","5.0","5.0","6.0","9.0","1.0","1.0","7.0","5.0","10.0","8.0","3.0","3.0","3.0","2.0","1.0","4.0","6.0","9.0","9.0","7.0","5.0","8.0","3.0","4.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1","1.0","1.0","1.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,,"2.0","3.0","3.0","1.0","2.0","0.0","0.0",,"0.0",,"0.0",,"3.0","3.0","5.0","6.0","7.0","10.0","1","0","0","0","0","0","1","1.0","0","1","0","0.0","0","0","0","0.0","1","1","2","2","90","2",,"2",,"11","1","3.0","3.0","3","2.0","1.0","1.0","1.0","1",,,"1","2","4.359455400000001","4.359455400000001"
"2","313","193001.0","193","1","3","110","137","19","1","107","2","2","4","1.0","1.0","0.0","16.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","1","1.0","1.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","4.0","2.0","4.0","1.0","1.0",,,"4.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0",,,,,,"1.0","3.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","5.0","4.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","1.0","2.0","7.0",,"2.0","2.0","1.0","2.0","6.0","7.0","7.0","7.0","7.0","7.0","6.0","6.0","5.0","6.0","4.0","6.0","3.0","7.0","7.0","8.0","9.0","2.0","2.0","2.0","1.0","2.0","2.0","6.0","5.0","3.0","3.0","1.0","6.0","7.0","4.0","4.0","6.0","8.0","3.0","3.0","3.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","4.0","2","1.0","2.0","1.0","2.0","1.0","3.0",,,,,"2.0","2.0","2.0",,"3.0","4.0","2.0","1.0","3.0","1.0","1.0","0.0","0.0","0.0","1.0",,"1.0","0.0","4.0","3.0","8.0","7.0","6.0","9.0","0","0","0","0","0","1","1","0.0","4","0","4","0.0","0","0","0","0.0","1","1","0","2","4","2",,"1","52.0","10","1","4.0","3.0","4","1.0","2.0","3.0","1.0","2","1.0","2.0","1","2","1.4898624","1.4898624"
"2","314","193018.0","193","1","3","110","137","19","1","107","2","2","4","1.0","1.0","0.0","16.0","13.0","1.0","2.0","2.0","2.0","2.0","1.0","4.0","3.0","3.0","1","1.0","1.0","1.0","1.0","4.0","1.0","4.0","4.0","3.0","4.0","2.0","5.0","3.0","4.0","1.0","1.0","2.0",,"1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,,,,,,"3.0","2.0","2.0",,"2.0","2.0","5.0",,"1.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0","4.0","4.0","5.0","6.0",,"3.0",,"4.0","5.0","5.0","6.0","3.0",,"7.0","6.0","6.0","5.0","7.0","5.0",,,,"4.0",,"5.0",,"7.0","7.0",,"7.0","6.0","2.0",,"1.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0",,"5.0","5.0","4.0","7.0","4.0","9.0","10.0","10.0","5.0","1.0","1.0","1.0","10.0","5.0","5.0","6.0","2.0","3.0","10.0","2.0","2.0","1.0","8.0","8.0","1.0","10.0","3.0","4.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2","1.0","2.0","1.0","1.0","2.0","3.0",,,,,"2.0","1.0","1.0","1.0","4.0",,"1.0","2.0","4.0","4.0","3.0","1.0","1.0",,"0.0",,"1.0","0.0","1.0","3.0","5.0","5.0","5.0","5.0","0","0","0","0","0","0","2","0.0","2","0","0","0.0","0","0","0","0.0","1","1","2","0","4","12",,"1","48.0","5","1",,"3.0","3","2.0","2.0","1.0","1.0","2","1.0","2.0","1","2","1.4898624","1.4898624"
"2","315","193017.0","193","1","3","110","137","19","1","107","2","4","5","1.0","1.0","1.0","13.0","28.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","3.0",,"1","1.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","4.0","8.0","1.0","3.0","1.0","1.0","3.0",,"3.0","3.0","2.0","2.0","1.0","2.0","1.0","2.0",,,,,,"1.0","3.0","1.0","1.0","2.0","1.0","2.0","3.0","3.0","4.0","5.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","1.0","2.0","6.0","4.0","5.0","4.0","2.0","2.0","2.0","5.0","7.0","3.0","3.0","7.0","7.0","3.0","2.0","6.0",,"3.0","3.0","5.0","4.0","4.0",,"4.0","6.0","5.0","7.0","6.0","4.0","4.0","5.0","5.0","6.0","5.0","5.0","6.0","6.0","6.0","5.0","5.0","7.0",,"5.0","3.0","2.0","2.0","1.0","3.0","7.0","4.0","2.0","1.0","1.0","1.0","1.0","7.0","6.0","5.0","2.0","4.0","7.0","5.0","5.0","5.0","5.0","5.0","2.0","5.0","3.0","5.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","2","2.0","2.0","2.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,,"2.0","4.0","3.0","4.0","1.0","0.0","0.0",,"0.0",,"0.0","0.0","1.0","2.0","5.0","2.0","5.0","6.0","1","0","0","0","0","1","1","4.0","4","0","4","0.0","0","0","0","0.0","1","1","0","0","90","12",,"2",,"12","1",,"4.0","6","6.0","3.0","1.0","1.0","2","1.0","1.0","1","2","1.3248111","1.3248111"
"2","316","193008.0","193","1","3","110","137","19","1","107","2","3","5","1.0","1.0","0.0","1.0","28.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2",,,,,"1.0","1.0","2.0","4.0","3.0","4.0","4.0",,"3.0","3.0","2.0","2.0","1.0","88.0","4.0",,"2.0","2.0","2.0","2.0","2.0","1.0",,,,,,"1.0","3.0","1.0","2.0",,"2.0","2.0","3.0","1.0","4.0",,,"2.0","1.0","1.0","1.0","1.0",,"1.0","3.0","2.0","2.0","1.0","5.0","4.0",,,,"2.0","6.0","1.0",,"4.0","5.0","1.0","7.0","7.0","1.0","1.0","7.0",,,"4.0",,"5.0",,,,,"7.0","7.0","1.0","1.0",,"4.0","3.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0",,"10.0",,,"10.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","2.0","2.0","10.0",,"10.0",,"10.0","10.0","1.0","10.0","2.0","4.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","9","1.0","1.0","1.0","1.0","1.0","3.0",,,,,"3.0","2.0","1.0","1.0","4.0",,"2.0","2.0","1.0","1.0",,"0.0","0.0",,"0.0",,"0.0","0.0","3.0","3.0","10.0","10.0","10.0","10.0","0","0","0","0","0","0","1","1.0","4","1","4","0.0","0","0","0","0.0","1","1","2","0","4","2",,"2",,"5","1",,"3.0","5","3.0","1.0","2.0","2.0","2","1.0","1.0","1","2","1.5059407","1.5059407"
"2","317","193019.0","193","1","3","110","137","19","1","107","1","2","5","1.0","1.0","0.0","16.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","3.0","3.0","1","1.0","1.0","1.0","2.0","4.0","2.0","2.0","2.0","4.0","4.0","4.0","10.0","1.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,,,,,"1.0","3.0","1.0","2.0",,"2.0","2.0","2.0","2.0","4.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","7.0","4.0","6.0","6.0","7.0","6.0","4.0","3.0","3.0","5.0","4.0","5.0","6.0","5.0","4.0","7.0","5.0","7.0","6.0","5.0","6.0","7.0","6.0","4.0","6.0","4.0","5.0","7.0","6.0","5.0","4.0","6.0","5.0","6.0","6.0","5.0","5.0","7.0","7.0","6.0","1.0","1.0","4.0","7.0","4.0","3.0","2.0","2.0","4.0","6.0","5.0","2.0","1.0","1.0","1.0","4.0","8.0","6.0","2.0","3.0","3.0","5.0","4.0","1.0","7.0","8.0","5.0","3.0","5.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","3","2.0","1.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,"2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0",,,"0.0","2.0","3.0","8.0","9.0","7.0","6.0","1","0","1","0","0","0","4","3.0","4","0","0","0.0","0","0","0","0.0","1","1","2","0","4","9",,"2",,"10","1","3.0","3.0","3","1.0","2.0","1.0","1.0","1",,,"1","2","1.4803576999999999","1.4803576999999999"
"2","318","193020.0","193","1","3","110","137","19","1","107","1","5","5","1.0","1.0","1.0","2.0","13.0","1.0","2.0","2.0","1.0","1.0","2.0","4.0","3.0","2.0","1","2.0","1.0","2.0","2.0","3.0","4.0","4.0","4.0","3.0","4.0","4.0","7.0","2.0","3.0","1.0","1.0","1.0","2.0",,"2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","3.0","2.0","2.0",,"2.0","2.0","5.0",,"3.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","2.0","1.0","1.0","4.0","5.0","4.0","5.0","6.0","3.0","3.0","4.0","6.0","6.0","5.0","4.0","6.0","6.0","5.0","4.0","4.0","5.0","4.0","4.0","5.0","6.0","4.0","4.0","4.0",,,"7.0","6.0","5.0","5.0","4.0","4.0","4.0","7.0","7.0","7.0","6.0","7.0","7.0","1.0","1.0","1.0","5.0","8.0","1.0","1.0","1.0","6.0","7.0","2.0","3.0","1.0","1.0","1.0","5.0","5.0","5.0","1.0","4.0","3.0","9.0","9.0","1.0","10.0","10.0","9.0","1.0","9.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2","2.0","2.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,"3.0","2.0","3.0","3.0","4.0","1.0","0.0","0.0",,"0.0",,"0.0","0.0","2.0","4.0","5.0","8.0","2.0","2.0","1","1","0","0","0","0","1","0.0","2","0","0","0.0","0","0","0","0.0","1","1","0","2","4","9",,"2",,"3","1",,"6.0","6","4.0","2.0","3.0","1.0","2","1.0","2.0","1","2","1.4525339","1.4525339"
"2","319",,"193","1","3","110","137","19","1","107","1","2","5","1.0","1.0","0.0","2.0","16.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","2",,,,,"4.0","2.0","3.0","4.0","3.0","4.0","4.0","5.0","2.0","4.0","2.0","2.0","1.0","12.0",,"2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0",,"2.0","2.0","3.0","3.0","5.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","5.0","4.0","4.0","5.0","4.0","1.0","1.0","1.0","1.0","1.0","4.0","4.0","2.0","6.0","4.0","2.0","3.0","1.0","1.0","2.0","4.0","6.0","4.0","3.0","4.0","3.0","3.0","3.0",,"5.0","3.0","4.0","4.0","3.0","6.0","1.0","6.0","7.0","5.0","7.0","7.0","2.0",,"4.0","5.0","5.0","4.0","6.0","7.0","6.0","3.0","3.0","6.0","4.0","2.0","1.0","5.0","4.0","1.0","3.0","3.0","1.0","1.0","7.0","8.0","8.0","9.0","7.0","9.0","3.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","4.0","2","1.0","2.0","2.0","2.0","2.0","3.0",,,,,"2.0","2.0","2.0",,,,"2.0",,"2.0","3.0","2.0","1.0","0.0",,"0.0",,"1.0","0.0","3.0",,"4.0","5.0","5.0","4.0","0","0","0","0","0","0","1","0.0","2","0","0","0.0","0","0","0","0.0","1","1","2","2","4","2",,"2",,"4","1","2.0","3.0","2","4.0","2.0","3.0","1.0","2","2.0","1.0","1","2","1.4803576999999999","1.4803576999999999"
