"year","pais","nationality","estratopri","upm","prov","municipio","guyndc","guysegmento","guysec","ur","tamano","idiomaq","clusterdesc","cluster","idnum","persondesc","gend","ager","completedpercent","napercent","startdate","lastupdate","collectorcreator","lastfilledoutelement","annotations","intid","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1b","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2a","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b33","b43","b16","b37","b46","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb10","vb11","pol1","vb20","clien1","clien2","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","sexi","ietid","colori","ti","ti3","ti4"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","11","Male 18-34","1","1","100","10","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","1","3.0","2.0","4.0","3.0","1.0","4.0","2.0",,"2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","2.0","4.0","4.0","4.0","4.0",,"4.0","4.0","1.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","2.0","3.0","4.0","4.0","6.0","5.0","5.0","6.0","3.0","6.0","2.0","5.0","5.0","3.0","7.0","7.0","6.0","6.0","5.0","5.0","5.0","7.0","4.0","6.0","3.0","6.0","7.0","4.0","5.0","3.0","4.0","3.0","5.0","3.0","2.0","2.0","3.0","1.0","1.0","1.0","1.0","5.0","5.0","6.0","6.0","1.0","5.0","7.0","7.0","6.0","6.0","7.0","3.0","2.0",,"10.0","10.0","1.0","1.0","1.0","1.0","5.0","10.0","6.0","6.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0",,"5.0","1.0","7.0","1.0","7.0","7.0","6.0","5.0","7.0","1.0","1.0","4.0","2.0","1.0","2401.0","2.0",,"3.0",,"3.0",,"5.0","1.0","105.0","34.0",,,,,"2.0","204.0","3.0","3.0","3.0","2.0",,,"4.0",,"2.0","4.0","3.0","6.0","3.0","3.0","3.0","3.0","2401.0","5.0","2.0","2.0","1.0","2.0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"3.0","2","2","5.0","13480000000.0","1835.0","30.583333000000003"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","12","Male 18-34","1","1","100","8","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","1","1.0","57.0","4.0","1.0",,"3.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","1.0","4.0","4.0","3.0","4.0","4.0",,"9.0","5.0","2.0","8.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","3.0","2.0","4.0","5.0","6.0","6.0","6.0","6.0","6.0","7.0","6.0","6.0","6.0","6.0","6.0","6.0","5.0","6.0","6.0","6.0","6.0","7.0","6.0","6.0","6.0","6.0","7.0","4.0","5.0","4.0","4.0","3.0","5.0","3.0","3.0","3.0","2.0","4.0","4.0","3.0","3.0","4.0","3.0","3.0","4.0","2.0","1.0","4.0","1.0","2.0","2.0","5.0","2.0","2.0","5.0","8.0","8.0","1.0","1.0","1.0","1.0","8.0","8.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","2.0","7.0","6.0","7.0","4.0","7.0","4.0","6.0","2.0","6.0","6.0","2.0","7.0","2.0","1.0","2401.0","2.0",,"3.0","1.0","3.0",,"11.0","2.0","211.0","25.0","4.0","1.0","1.0","2.0","1.0","101.0","4.0","2.0","4.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"2.0","2.0","2.0","5.0","2401.0","5.0","1.0","1.0","1.0","1.0","1","0","0","1","0","0","0","0","0","0","0","0","0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","2.0",,,"6.0","1","2","7.0","13480000000.0","2709.0","45.15"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","13","Male 35-49","1","2","100","10","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","1","3.0","3.0","3.0","2.0",,"4.0","2.0",,"2.0","2.0","2.0",,"2.0",,,"4.0","4.0","4.0","4.0","4.0","4.0",,"3.0","2.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","2.0","2.0","4.0","4.0","5.0","4.0","6.0","5.0","3.0","6.0","1.0","4.0","5.0","1.0","7.0","7.0","6.0","5.0","4.0","2.0","2.0","7.0","4.0","6.0","4.0","5.0","6.0","4.0","4.0","4.0","3.0","2.0","5.0","4.0","4.0","3.0","3.0","1.0","1.0","1.0","1.0","5.0","5.0","5.0","5.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","2.0",,"4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","1.0","1.0","6.0","4.0","7.0","3.0","5.0","7.0","7.0","1.0","7.0","1.0","1.0","2.0","2.0","1.0","2401.0","2.0",,"4.0",,"2.0","3.0","6.0","1.0","106.0","42.0",,,,,"2.0","204.0","3.0","1.0","3.0","2.0",,,"4.0",,,"4.0","3.0","1.0","2.0","5.0","5.0","3.0","2401.0","5.0","2.0","2.0","2.0","2.0","0","0","0","1","0","0","0","0","0","0","0","0","0","2.0","2.0","1.0","2.0","2.0",,,"2.0",,,"2.0","2","2","5.0","13480000000.0","1504.0","25.066667000000002"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","14","Male 35-49","1","2","100","10","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","1","2.0","3.0","5.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0",,"4.0","3.0","4.0","2.0","2.0","4.0","4.0",,"2.0","1.0","4.0","5.0","2.0",,,"2.0","2.0","2.0","1.0","1.0","2.0",,,,"2.0","2.0","4.0","1.0","4.0","4.0","4.0","7.0","4.0","4.0","4.0","1.0","6.0","7.0","7.0","7.0","6.0","1.0","1.0","4.0","4.0","3.0","1.0","1.0","7.0","6.0","5.0","4.0","3.0","7.0","7.0","6.0","7.0","6.0","5.0","5.0","4.0","4.0","1.0","1.0","1.0","1.0","1.0","2.0","7.0","7.0","4.0","5.0","4.0","5.0","5.0","4.0","6.0","3.0","4.0","2.0","2.0","2.0","10.0","10.0","1.0","1.0","3.0","4.0","1.0","10.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0",,"1.0","0.0","0.0","4.0","7.0","1.0","7.0","1.0","7.0","5.0","7.0","1.0","7.0","1.0","2.0","5.0","1.0","1.0","2401.0","2.0",,"4.0","2.0","3.0",,"5.0","1.0","105.0","37.0",,,,,,,"5.0","2.0","3.0","2.0",,,"2.0","4.0","2.0","3.0","2.0",,"3.0","3.0","3.0","5.0","2401.0","5.0","2.0","1.0","1.0","2.0","1","1","0","1","1","0","0","0","0","0","0","0","0","1.0","3.0","3.0","2.0","2.0",,,"2.0",,,"7.0","1","2","8.0","13480000000.0","2964.0","49.4"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","15","Male 50+","1","3","100","10","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","1","3.0","3.0","3.0","3.0","2.0","3.0","2.0",,"2.0","1.0","2.0","2.0","1.0","0.0","4.0","3.0","3.0","4.0","3.0","4.0","3.0",,"7.0","6.0","2.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0","4.0","4.0","2.0","4.0","2.0","5.0","3.0","1.0","5.0","1.0","4.0","4.0","1.0","7.0","7.0","4.0","6.0","4.0","1.0","1.0","7.0","5.0","7.0","3.0","6.0","7.0","5.0","5.0","4.0","4.0","1.0","5.0","4.0","4.0","2.0","3.0","1.0","1.0","1.0","1.0",,"6.0","5.0","7.0","1.0","7.0","7.0","6.0","6.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","2.0","2.0","4.0","1.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","1.0","6.0","4.0","5.0","3.0","7.0","4.0","7.0","1.0","7.0","1.0","2.0","3.0","2.0","1.0","2401.0","1.0","2401.0","2.0","2.0","3.0",,"6.0","1.0","106.0","62.0",,,,,"1.0","101.0","2.0","1.0","2.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"6.0","5.0","0.0","3.0","2401.0","5.0","1.0","1.0","1.0","1.0","0","0","0","1","0","0","0","0","0","0","0","0","0","6.0",,"4.0","2.0","2.0",,,"2.0",,,"3.0","2","2","5.0","13480000000.0","1263.0","21.05"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","16","Female 18-34","2","1","100","9","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","2","2.0","57.0","3.0","2.0",,"3.0","3.0","2.0","2.0","1.0","2.0","2.0","1.0","0.0","4.0","4.0","3.0","4.0","3.0","4.0","4.0","2.0","7.0","6.0","2.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","2.0","3.0","5.0","6.0","4.0","5.0","4.0","2.0","5.0","2.0","5.0","6.0","2.0","7.0","7.0","6.0","6.0","5.0","1.0","1.0","7.0","6.0","6.0","5.0","6.0","7.0","3.0","4.0","3.0","3.0","2.0","4.0","4.0","4.0","3.0","3.0","1.0","1.0","6.0","6.0","6.0",,,"7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","2.0",,"10.0","10.0","1.0","1.0","1.0","1.0","3.0","10.0","4.0","10.0","1.0","1.0","1.0","2.0",,"4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"1.0","2.0","7.0","3.0","7.0","4.0","6.0","3.0","7.0","1.0","7.0","1.0","1.0","2.0","1.0","2.0",,"2.0",,"4.0","1.0","2.0","2.0","10.0","2.0","210.0","19.0","4.0","5.0",,"2.0","1.0","101.0","2.0","1.0","5.0","2.0",,,"4.0",,"1.0","3.0","1.0",,"3.0","1.0","1.0","2.0","2401.0","5.0","2.0","1.0","1.0","2.0","0","0","0","1","0","0","0","0","0","0","0","0","0","5.0",,"4.0","2.0","2.0",,,"2.0",,,"7.0","2","2","5.0","13480000000.0","1144.0","19.066667000000002"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","17","Female 18-34","2","1","100","11","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","2","2.0","11.0","5.0","3.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","9.0","1.0","3.0","5.0","2.0",,,"2.0","2.0","1.0","2.0",,"2.0",,,,"2.0","2.0","1.0","1.0","3.0","4.0","6.0","7.0","3.0","6.0","2.0","4.0","1.0","1.0","3.0","5.0","1.0","7.0","7.0","6.0","4.0","2.0","3.0","4.0","5.0","3.0","6.0","1.0","3.0","4.0","7.0","3.0","2.0","4.0","3.0","5.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","6.0","2.0","3.0","5.0","4.0","1.0","5.0","6.0","4.0","7.0","6.0","7.0","2.0","1.0","8.0","6.0","4.0","3.0","4.0","1.0","4.0","7.0","2.0","6.0","5.0","2.0","4.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"0.0",,"0.0",,"0.0",,"0.0",,"0.0","2.0","6.0","2.0","4.0","3.0","5.0","7.0","5.0","2.0","4.0","2.0","1.0",,"1.0","2.0",,"2.0",,"4.0","4.0","3.0",,"6.0","1.0","106.0","18.0","4.0","1.0","1.0","3.0","5.0","507.0","3.0","1.0","4.0","2.0",,,"4.0",,"1.0","2.0",,,"3.0","0.0",,"3.0","2401.0","5.0","1.0","2.0","1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"5.0","1","2","7.0","13480000000.0","4644.0","77.4"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","18","Female 35-49","2","2","100","10","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","2","3.0","2.0","4.0","3.0",,"3.0","3.0",,"2.0","2.0","2.0","2.0","2.0",,"4.0","4.0","2.0","3.0","3.0","4.0","4.0","4.0","4.0","2.0","1.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","2.0","3.0","4.0","6.0","2.0","5.0","6.0","2.0","5.0","1.0","4.0","4.0","1.0","7.0","7.0","5.0","1.0","4.0","1.0","1.0","7.0","4.0","6.0","2.0","5.0","6.0","2.0","3.0","2.0","3.0","1.0","5.0","4.0","4.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","5.0","6.0","7.0","1.0","5.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0",,"10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","1.0","7.0","2.0","7.0","2.0","7.0","4.0","7.0","1.0","7.0","1.0","1.0","2.0","1.0","1.0","2402.0","2.0",,"3.0","3.0","2.0","2.0","11.0","2.0","211.0","35.0",,,,,"1.0","101.0","2.0","1.0","5.0","2.0",,,"4.0",,"2.0","3.0",,,"3.0","4.0","3.0","2.0","2401.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"7.0","2","2","5.0","13480000000.0","1740.0","29.0"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","19","Female 35-49","2","2","100","9","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","2","2.0","3.0","3.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"4.0","3.0","1.0","2.0","3.0","4.0","4.0","3.0","7.0","4.0","2.0","6.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","3.0","4.0","4.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","4.0","2.0","6.0","7.0","7.0","5.0","1.0","3.0","3.0","3.0","7.0","4.0","4.0","3.0","6.0","6.0","3.0","3.0","3.0","4.0","3.0","2.0","5.0","5.0","4.0","3.0","2.0","2.0","2.0","4.0","3.0","3.0","6.0","6.0","2.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","3.0","2.0","1.0","1.0","4.0","8.0","8.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","1.0","0.0",,"1.0","0.0","1.0","0.0","1.0","1.0","6.0","3.0","6.0","2.0","7.0","3.0","7.0","1.0","7.0","2.0","1.0","2.0","1.0","1.0","2401.0","2.0",,"3.0","3.0","2.0","2.0","11.0","2.0","211.0","45.0",,,,,"5.0","503.0","2.0","1.0","4.0","2.0",,,"4.0",,"2.0","2.0","1.0",,"2.0","3.0","3.0","2.0","2401.0","4.0","1.0","1.0","1.0","1.0","1","1","1","1","1","0","1","0","1","1","1","0","1","1.0","1.0","3.0","2.0","2.0",,,"1.0","1.0","2.0","4.0","1","2","7.0","13480000000.0","70525.0","1175.4167"
"2010","24","24","2407","80","1","101","101","6","6","2","5","2","Kobarina Hill, Barrabina Hill","239","20","Female 50+","2","3","100","12","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","2","2.0","13.0","3.0","2.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","3.0","3.0","1.0","4.0","3.0","4.0","4.0","3.0","5.0","3.0","2.0","6.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","2.0","3.0","4.0","5.0","5.0","4.0","3.0","3.0","5.0","2.0","4.0","2.0","2.0","4.0","6.0","7.0","3.0","2.0","3.0","2.0","3.0","7.0","4.0","5.0","3.0","4.0","4.0","5.0","4.0","4.0","5.0","4.0","3.0","4.0","4.0","3.0","2.0","4.0","2.0","2.0","2.0","2.0","7.0","5.0","6.0","2.0","7.0","7.0","7.0","6.0","6.0","7.0","2.0","2.0","10.0","10.0","6.0","2.0","1.0","2.0","2.0","6.0","6.0","3.0","3.0","2.0","1.0","2.0","2.0","1.0","3.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0",,"1.0","0.0","0.0",,"0.0","2.0","6.0","4.0","6.0","2.0","3.0","5.0","5.0","2.0","7.0","1.0","1.0","2.0","1.0","1.0","2401.0","2.0",,"3.0","3.0","3.0",,"6.0","1.0","106.0","56.0",,,,,"5.0","503.0","2.0","1.0","4.0","2.0",,,"4.0",,"2.0","1.0","1.0",,"6.0","5.0","0.0","3.0","2401.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","5.0",,"3.0","2.0","2.0",,,"2.0",,,"5.0","1","2","7.0","13480000000.0","72992.0","1216.5333"
"2010","24","24","2401","35","2","203","203","72","42","2","5","2","Taymouth Manor 72","104","54","Female 50+","2","3","100","9","13480000000.0","13480000000.0","E2-15","QLapopGuy",,"25","13480000000.0","2","1.0","5.0","3.0","3.0","3.0","3.0","3.0",,"2.0","2.0","2.0","2.0","2.0",,,"2.0","4.0","3.0","4.0","4.0","4.0","4.0","6.0","8.0","1.0",,"2.0",,,,,,,"2.0","2.0",,,,"2.0","1.0","1.0","2.0","3.0","3.0",,"5.0",,"5.0","4.0","3.0",,,,,"4.0",,,"3.0","5.0",,,,"7.0",,,,,,"6.0","6.0","5.0","6.0","4.0","4.0","2.0","1.0","2.0","2.0","4.0","3.0",,"2.0","3.0","4.0","1.0",,,"1.0","1.0","1.0","5.0","1.0","1.0",,,"1.0","10.0","5.0","1.0","1.0","1.0","2.0","5.0","10.0","9.0","5.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","7.0","5.0","7.0","1.0","7.0","4.0","7.0","1.0","7.0","7.0","2.0","2.0","1.0","1.0","2401.0","1.0","2401.0","2.0","3.0","3.0",,"5.0","1.0","105.0","72.0",,,,,"3.0","305.0","1.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"2.0","5.0","5.0","5.0","2401.0","5.0","1.0","1.0","1.0","2.0","1","1","1","1","0","0","0","0","1","1","0","0","0","1.0","4.0","3.0","2.0","1.0","2.0","3.0","2.0",,,"5.0","2","2","6.0","13480000000.0","2894.0","48.233333"
"2010","24","24","2407","80","1","101","101","5","5","2","5","2","Mabaruma, Kokorital Hill 5","238","21","Male 18-34","1","1","100","8","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","1","2.0","9.0","3.0",,,"2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","4.0","4.0","4.0","4.0","4.0","4.0",,"9.0","5.0","3.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0","5.0","5.0","4.0","6.0","3.0","6.0","2.0","5.0","5.0","2.0","7.0","7.0","5.0","6.0","6.0","2.0","1.0","7.0","4.0","6.0","3.0","6.0","6.0","3.0","3.0","2.0","3.0","2.0","5.0","5.0","4.0","2.0","3.0","3.0","3.0","3.0","1.0","1.0","6.0","5.0","7.0","3.0","4.0","6.0","6.0","6.0","7.0","7.0","2.0","2.0","8.0","7.0","6.0","1.0","1.0","1.0","1.0","3.0","6.0","10.0","9.0","1.0","1.0","1.0","2.0","2.0","4.0","1.0","0.0","0.0","0.0",,"1.0","0.0","1.0","0.0","1.0","0.0","0.0",,"1.0","2.0","7.0","3.0","6.0","2.0","7.0","3.0","7.0","1.0","7.0","1.0","2.0","4.0","1.0","2.0",,"2.0",,"3.0","1.0","3.0",,"10.0","2.0","210.0","21.0","4.0","9.0",,"2.0","4.0","402.0","4.0","3.0","5.0","2.0",,,"3.0","4.0","1.0","2.0","2.0",,"1.0","0.0",,"4.0","2401.0","4.0","2.0","1.0","1.0","2.0","1","1","0","1","0","0","0","0","1","1","0","0","0","1.0","4.0","3.0","1.0","2.0",,,"2.0",,,"9.0","2","2","5.0","13480000000.0","1184.0","19.733333"
"2010","24","24","2407","80","1","101","101","5","5","2","5","2","Mabaruma, Kokorital Hill 5","238","22","Male 18-34","1","1","100","10","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","1","3.0","3.0","5.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","2.0","1.0","4.0","4.0","4.0","4.0",,"4.0","0.0","4.0","3.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0","1.0","4.0","4.0","7.0","6.0","6.0","4.0","2.0","6.0","7.0","2.0","2.0","6.0","7.0","7.0","5.0","3.0","1.0","3.0","2.0","7.0","4.0","6.0","5.0","5.0","6.0","7.0","5.0","4.0","5.0","5.0","4.0","3.0","3.0","2.0","5.0","2.0","2.0","2.0","4.0","2.0","5.0","4.0","5.0","3.0","4.0","6.0","5.0","5.0","7.0","7.0","2.0","3.0","8.0","9.0","9.0","8.0","3.0","7.0","3.0","4.0","5.0","5.0","9.0","4.0","2.0","2.0","2.0","2.0","4.0","2.0","0.0","0.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","0.0",,"0.0","2.0","7.0","1.0","6.0","2.0","7.0","5.0","6.0","3.0","6.0","4.0","2.0","8.0","2.0","2.0",,"2.0",,"3.0","2.0","3.0",,"6.0","1.0","106.0","18.0","4.0","5.0","1.0","2.0","5.0","514.0","2.0","1.0","2.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"3.0","2.0","2.0","3.0","2401.0","5.0","3.0","1.0","1.0","1.0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"6.0","1","2","7.0","13480000000.0","3082.0","51.366667"
"2010","24","24","2407","80","1","101","101","5","5","2","5","2","Mabaruma, Kokorital Hill 5","238","23","Male 35-49","1","2","100","10","13480000000.0","13480000000.0","e2-03","QLapopGuy",,"28","13480000000.0","1","2.0","57.0","2.0","2.0",,"2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0","4.0","4.0","3.0","3.0","4.0","4.0","4.0",,"5.0","4.0","3.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","1.0","3.0","3.0","5.0","4.0","6.0","4.0","2.0","6.0","1.0","4.0","4.0","1.0","7.0","7.0","4.0","4.0","4.0","2.0","1.0","7.0","5.0","6.0","2.0","5.0","7.0","2.0","3.0","3.0","4.0","2.0","5.0","4.0","4.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","6.0","7.0","1.0","3.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","2.0","2.0","4.0","2.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0",,"1.0","0.0","0.0",,"1.0","1.0","7.0","2.0","7.0","3.0","7.0","4.0","7.0","1.0","7.0","1.0","2.0","4.0","1.0","1.0","2403.0","2.0",,"4.0","3.0","2.0","2.0","8.0","2.0","208.0","46.0",,,,,"4.0","402.0","4.0","2.0","5.0","2.0",,,"4.0",,"1.0","3.0","2.0",,"3.0","8.0","7.0","4.0","2401.0","5.0","1.0","1.0","1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","1.0","2.0","3.0","2.0","2.0",,,"2.0",,,"9.0","2","2","5.0","13480000000.0","1679.0","27.983333000000002"
"2010","24","24","2407","80","1","101","101","5","5","2","5","2","Mabaruma, Kokorital Hill 5","238","24","Male 35-49","1","2","100","11","13480000000.0","13480000000.0","E2-45","QLapopGuy",,"10","13480000000.0","1","2.0",,"2.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","4.0","1.0","4.0","4.0","4.0","4.0",,"10.0","2.0","1.0","4.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","2.0","3.0","4.0","5.0","3.0","5.0","4.0","4.0","4.0","5.0","3.0","5.0","5.0","6.0","7.0","7.0","6.0","6.0","6.0","6.0","5.0","7.0","6.0","5.0","4.0","5.0","6.0","6.0","7.0","7.0","7.0","6.0","6.0","5.0","5.0","2.0","2.0","2.0","2.0","1.0","2.0","4.0","6.0","5.0","7.0","2.0","7.0","7.0","6.0","5.0","7.0","7.0","2.0","1.0","6.0","10.0","6.0","2.0","1.0","1.0","2.0","6.0","9.0","3.0","10.0","5.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","1.0","0.0",,"1.0","0.0","0.0",,"1.0","0.0","1.0","0.0","1.0","2.0","6.0","3.0","6.0","3.0","7.0","3.0","6.0","1.0","7.0","3.0","2.0","1.0","1.0","1.0","2401.0","2.0",,"4.0",,"3.0",,,,,"38.0",,,,,"5.0","514.0","2.0","1.0","3.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"2.0","4.0","4.0","3.0","2401.0","5.0","4.0","1.0","1.0","1.0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"2.0",,,"5.0","1","2","7.0","13480000000.0","12975.0","216.25"
