"pais","year","nationality","estratopri","upm","prov","municipio","domseccion","dombarrio","dompoligono","domareacen","ur","tamano","idiomaq","clusterdesc","domnse","domsegsel","domclustersel2010","domvivsel","cluster","idnum","intid","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","domser1","domser2","domser3","domser4","domser5","domser6","domser7","domser8","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","domimmig2","domimmig3","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","domaoj11b","aoj12","domaoj12a","domaoj12b","aoj17","domaoj18","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b37","b46","b47","b48","domb49","domb50","n1","n3","n9","n11","n12","n15","wt1","wt2","domepp4","domepp6","domepp7","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","doming5","dem23","ros1","ros2","ros3","ros4","ros5","ros6","rac3a","rac3b","rac3c","pn4","dompn4a","pn5","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","domw6","domw7","domw8","domw9","domw10","domw11","domw12","domw13","domw14a","domw14b","dem2","dem11","aut1","pp1","pp2","dompp3","domdc13","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","domvb50","vb10","vb11","domvb13","domvb16","pol1","vb20","domvb22a","domvb22b","domvb25","clien1","clien2","rac1c","domhai1","domhai2","rac4","dis11","dis13","dis12","rac1a","rac1d","rac1e","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1","ocup1b1","ocup1b2","ocup1anc","pen1","pen3","pen4","sal1","sal2","sal4","domts1","domts2a","domts2b","domts2c","domts2d","domts3","colorr","sexi","colori","ti","ti3","annotations","edad_rec"
"21","2010","21","2102","1402","14","1402","2","140202","5","3","2","5","1","PLAYA NAVIO 005",,"2","1","12","289","919","7","13480000000.0","2","2.0","70.0","3.0","1.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2",,"4.0","5.0","2.0","2.0","4.0","5.0","2.0","2.0","4.0","3.0","1.0","1.0","4.0","4.0","2.0","4.0","8.0","9.0","4.0","7.0","1.0","1.0","2.0",,,"1.0","1.0","1.0",,"1.0","2",,,,"2.0","1.0","2.0","1.0","3.0","3.0","1.0","7.0","4.0","2.0","3.0","7.0","4.0","4.0","6.0","3.0","6.0","7.0","2.0","7.0","3.0","5.0","7.0","4.0","7.0","5.0","3.0","7.0","4.0","3.0","5.0","2.0","1.0","5.0","4.0","6.0",,"5.0","6.0","4.0","6.0","5.0","2.0","6.0","5.0","1.0","2.0",,"4.0","4.0",,,"7.0","7.0","3.0","5.0","2.0","6.0","5.0","6.0","7.0","7.0","5.0","6.0","1.0","7.0","7.0","2.0","4.0","1.0","7.0","10.0","9.0","5.0","1.0","4.0","9.0","8.0","6.0",,"9.0","1.0","1.0","10.0","9.0","2.0","2.0","3.0","2.0","3.0","1.0","1.0","2.0",,"2.0","2.0","4.0","2.0","2.0","3.0","0.0","0","0.0",,"1","0.0","0",,"0",,"0.0",,,"2.0","7.0","2.0","7.0","5.0","6.0","7.0","7.0","1.0","7.0","1.0","2.0","7.0","2.0","2.0",,"2.0","2.0",,,"1.0","2.0","2.0","2.0","2.0","2.0","3.0",,,"3.0","1.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","8.0","1.0","108.0","18.0","2.0","1.0","2.0","1.0","2.0","204.0","1.0","1.0","1.0","2.0",,,"4.0",,"1.0","3.0","3.0","9.0","1.0","0.0",,"7.0","2101.0","3.0","1","1.0",,"1.0","1","1","0","1","0","1","0","0","1","1","0","0","0","4.0",,,"1.0","1.0","13.0","2.0",,,"2.0",,,"1.0","1.0","2.0","2.0","2.0","2.0","4","2","4","13480000000.0","2946",,"1"
"21","2010","21","2102","1402","14","1402","2","140202","5","3","2","5","1","PLAYA NAVIO 005",,"2","1","12","289","920","7","13480000000.0","2","1.0","1.0","4.0","3.0",,"3.0","1.0","1.0","2.0","2.0","2.0","2.0","2",,"4.0","4.0",,"2.0",,"3.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","6.0","4.0","4.0","8.0","2.0","2.0","2.0",,,"1.0",,"1.0","2.0","2.0","2",,,,"2.0","2.0","2.0","2.0","3.0","2.0",,,"4.0","2.0","5.0","6.0","5.0","7.0","6.0","5.0","7.0","7.0","6.0","7.0","5.0","7.0","4.0","5.0","6.0","6.0","5.0","7.0","6.0","6.0","6.0","5.0","7.0","6.0","7.0","7.0","6.0","6.0","7.0","5.0","5.0","5.0","5.0","6.0","6.0","5.0","3.0","3.0","7.0","1.0","1.0","1.0","1.0","4.0","4.0","5.0","1.0","5.0","6.0","7.0","7.0","7.0","7.0","7.0","4.0","7.0","1.0","2.0",,"2.0","7.0","10.0","8.0","10.0","1.0","4.0","8.0","5.0","4.0","8.0","7.0","7.0","10.0","1.0","10.0","1.0","3.0","3.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0","0.0",,"0",,"0",,"1","0.0","0.0",,"0.0","3.0","7.0","5.0","7.0","4.0","6.0","1.0","6.0","1.0","5.0","7.0","1.0","2.0","1.0","1.0","2102.0","3.0","2.0",,,"1.0","4.0","3.0","1.0","1.0","2.0","2.0","2.0","3.0","7.0","5.0","3.0","4.0","4.0","4.0","4.0","3.0","1.0","12.0","2.0","212.0","21.0","4.0","5.0","1.0","1.0","10.0","1002.0","5.0","1.0","5.0","1.0","2.0","3.0","4.0",,"1.0","3.0","2.0",,"2.0","1.0","1.0","2.0","2101.0","5.0","2",,"1.0","1.0","1","1","0","1","0","0","0","1","1","1","0","1","0","3.0",,,"4.0","2.0","13.0","2.0",,,"2.0",,,"2.0",,,,,,"5","2","4","13480000000.0","2522",,"1"
"21","2010","21","2102","1402","14","1402","2","140202","5","3","2","5","1","PLAYA NAVIO 005",,"2","1","12","289","921","6","13480000000.0","2","2.0","59.0","2.0","2.0","1.0","2.0","3.0","1.0","2.0","1.0","1.0","1.0","1","1.0","3.0","2.0","2.0","2.0","1.0","5.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","10.0","10.0","1.0","5.0","1.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","2.0","1.0","1.0","2.0","4.0","5.0","4.0","3.0","3.0","3.0","7.0","4.0","6.0","6.0","4.0","3.0","5.0","6.0","7.0","6.0","5.0","7.0","1.0","7.0","5.0","3.0","7.0","5.0","5.0","5.0","1.0","5.0","6.0","6.0","6.0","6.0","5.0","5.0","5.0","5.0","3.0","3.0","3.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","1.0","3.0","5.0","7.0","6.0","2.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","5.0","5.0","1.0","3.0","4.0","1.0","8.0","10.0","10.0","7.0","1.0","6.0","8.0","10.0","7.0","7.0","9.0","7.0","4.0","1.0","10.0","2.0","1.0","3.0","2.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","1.0","3.0","0.0","0","1.0","0.0","1","0.0","1","0.0","1","0.0","1.0","0.0","1.0","2.0","7.0","1.0","7.0","4.0","7.0","1.0","7.0","2.0","7.0","1.0","2.0","3.0","1.0","1.0","2101.0","2.0","1.0","2102.0","1.0","1.0","1.0","2.0","2.0",,"1.0","3.0",,"5.0","6.0","6.0","3.0","4.0","4.0","4.0","1.0","2.0","2.0","16.0","3.0","316.0","38.0",,,,,"5.0","509.0","2.0","1.0","10.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0",,"2.0","2.0","0.0","2.0","2101.0","1.0","1","1.0","1.0","1.0","1","1","1","1","2","1","1","1","1","1","1","0","1","1.0","1.0","5.0","3.0","2.0","10.0","1.0","2.0","1.0","1.0","3.0","1.0","2.0",,,,,,"3","1","6","13480000000.0","2907",,"2"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","925","10","13480000000.0","1","2.0","4.0","4.0","3.0",,"4.0","2.0","1.0","2.0","2.0","2.0","2.0","2",,"4.0","2.0","1.0","3.0","4.0","4.0","4.0","2.0","2.0","1.0","4.0","4.0","2.0","3.0","4.0",,"6.0","7.0","2.0",,"2.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","2.0","3.0","2.0","1.0",,,"4.0","2.0","3.0","5.0","4.0","6.0","6.0","5.0","7.0","7.0","3.0","6.0","3.0","7.0","4.0","3.0","6.0","4.0","3.0","7.0","6.0","7.0",,"6.0","5.0",,"5.0","5.0",,"5.0","5.0","4.0","5.0","5.0","5.0","4.0","5.0","5.0","2.0","3.0","1.0","4.0","4.0","1.0",,,"3.0","4.0","2.0","2.0","7.0","7.0","5.0","7.0","5.0","7.0","4.0","4.0","4.0","2.0","2.0","2.0","6.0","10.0","8.0","1.0","1.0","1.0","3.0","8.0","5.0","6.0","8.0","1.0","1.0","8.0","7.0","3.0",,"3.0","2.0","2.0","1.0","1.0","1.0",,"2.0",,"4.0","2.0","2.0","2.0","1.0","0","0.0",,"1","0.0","0",,"1","0.0","0.0",,"1.0","1.0","6.0","2.0","6.0","6.0","6.0","6.0","5.0","5.0","4.0","3.0","2.0","1.0","1.0","2.0",,,"1.0","2102.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","3.0",,"3.0","1.0","1.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","9.0","2.0","209.0","21.0","4.0","3.0","1.0","1.0","1.0","101.0","2.0","2.0","3.0","2.0",,,"4.0",,"2.0","3.0","1.0",,"5.0","0.0",,"2.0","2101.0","5.0","1",,,"1.0","1","1","0","1","0","1","0","1","1","1","0","0","0","1.0","2.0","11.0","3.0","2.0","9.0","2.0",,,"1.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","6","1","6","13480000000.0","2920",,"1"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","926","10","13480000000.0","1","1.0","1.0","4.0","3.0","1.0","5.0","3.0","1.0","2.0","2.0","2.0","1.0","1","2.0","4.0","3.0","3.0","4.0","4.0","5.0","5.0","3.0","5.0","1.0","4.0","2.0","2.0","2.0","4.0",,"7.0","5.0","1.0","7.0","2.0","5.0","2.0",,,"1.0","1.0","1.0","1.0",,"2",,,,"2.0","1.0","2.0","1.0","3.0","4.0","1.0","1.0","1.0","2.0","2.0","7.0","3.0","4.0","3.0","5.0","6.0","4.0","6.0","7.0","3.0","7.0","7.0","1.0","7.0","7.0","2.0","7.0","6.0","7.0","5.0","4.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","6.0","6.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","7.0","5.0","5.0","6.0","6.0","5.0","4.0","5.0","2.0","4.0","5.0","6.0","7.0","7.0","6.0","5.0","4.0","2.0","3.0","3.0","2.0","3.0","6.0","10.0","9.0","1.0","1.0","1.0","8.0","5.0","3.0","1.0","2.0","1.0","1.0","8.0","9.0","3.0","1.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","1.0","0","0.0",,"1","0.0","0",,"1","0.0","1.0","0.0","0.0","1.0","6.0","1.0","5.0","4.0","4.0","7.0","7.0","2.0","6.0","5.0","1.0","4.0","1.0","2.0",,"2.0","1.0","2102.0","2.0",,"2.0","2.0","2.0","2.0","3.0","3.0",,"3.0","1.0","1.0","3.0","4.0","3.0","3.0","4.0","4.0","4.0","8.0","1.0","108.0","33.0",,,,,"1.0","101.0","3.0","2.0","3.0","2.0",,,"1.0","3.0","2.0","3.0","2.0",,"3.0","1.0","1.0","4.0","2101.0","5.0","2","1.0",,,"1","0","0","1","0","1","0","1","0","0","0","0","0","1.0","2.0","11.0","1.0","2.0","11.0","2.0",,,"2.0",,,"1.0","1.0","2.0","1.0","2.0","3.0","8","1","6","13480000000.0","2372",,"2"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","927","10","13480000000.0","1","1.0","1.0","4.0","2.0","1.0","4.0","2.0","1.0","2.0","2.0","2.0","1.0","2",,"5.0","4.0","2.0","3.0",,"4.0","4.0","2.0","5.0","1.0","4.0","4.0","2.0","4.0","3.0",,"8.0","7.0","1.0","5.0","1.0","2.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2.0","2.0","2.0","1.0","3.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","2.0","1.0","1.0","2.0","7.0","5.0","1.0","4.0","2.0","1.0","7.0","1.0","7.0","6.0","5.0","7.0","7.0","7.0","5.0","4.0","3.0","6.0","2.0","3.0","1.0","1.0","5.0","4.0","2.0","3.0","4.0","5.0","7.0","7.0","5.0","7.0","3.0","2.0","7.0","1.0","6.0","7.0","7.0","7.0","7.0","6.0","6.0","1.0","1.0","2.0","2.0","2.0","2.0","8.0","10.0","10.0","5.0","1.0","1.0","2.0","2.0","10.0","1.0","1.0","1.0","1.0","1.0","7.0","2.0","3.0","3.0","2.0","3.0","1.0","1.0","1.0","2.0","1.0","1.0","4.0","1.0","2.0","1.0","0.0","0","0.0",,"1","0.0","0",,"0",,"1.0","0.0","0.0","1.0","5.0","2.0","7.0","5.0","5.0","6.0","7.0","6.0","6.0","5.0","1.0","4.0","1.0","1.0","2102.0","3.0","2.0",,,"1.0","2.0","3.0","1.0","1.0","3.0","3.0",,"3.0","5.0","4.0","4.0","4.0","3.0","4.0","4.0","3.0","2.0","8.0","1.0","108.0","39.0",,,,,"1.0","101.0","5.0","1.0","3.0","2.0",,,"1.0","2.0","2.0","2.0","1.0",,"3.0","2.0","1.0","2.0","2101.0","5.0","2","1.0",,"1.0","1","1","0","1","1","1","0","0","0","0","0","0","0","1.0","2.0","4.0","1.0","1.0","11.0","2.0",,,"2.0",,,"2.0",,,,,,"8","1","6","13480000000.0","2405",,"2"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","928","10","13480000000.0","1","1.0","56.0","3.0","3.0","1.0","3.0","2.0",,"2.0","2.0","2.0","2.0","2",,"4.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","4.0","4.0","1.0","4.0","4.0","4.0","2.0",,"4.0","4.0","2.0","4.0","1.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","2.0","1.0","2.0","1.0",,,"4.0","1.0","3.0","5.0","5.0","7.0","6.0","3.0","6.0","6.0","5.0","7.0","6.0","7.0","7.0","7.0","7.0","4.0","2.0","7.0","5.0","6.0","3.0","6.0","5.0","4.0","3.0","6.0","6.0","4.0","5.0","4.0","5.0","1.0","1.0","6.0","4.0","4.0","3.0","3.0","5.0","6.0","5.0","6.0","6.0","5.0","3.0","5.0","1.0","1.0","4.0","5.0","5.0","6.0","5.0","6.0","4.0","6.0","5.0","2.0","2.0","2.0","10.0","10.0","9.0","5.0","1.0","1.0","2.0","10.0","10.0","10.0","10.0","1.0","1.0","10.0","10.0","3.0","3.0","3.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0","0.0",,"0",,"0",,"1","0.0","0.0",,"0.0","1.0","6.0","3.0","6.0","5.0","7.0","5.0","5.0","1.0","6.0","3.0","3.0",,"1.0","1.0","2101.0","2.0","1.0","2102.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","3.0",,"3.0","1.0","6.0","3.0","4.0","3.0","4.0","4.0","4.0","4.0","3.0","1.0","103.0","68.0",,,,,"2.0","204.0","2.0","2.0","3.0","2.0",,,"1.0","4.0","2.0","2.0","2.0",,"2.0","2.0","0.0","2.0","2101.0","5.0","1","1.0","1.0","1.0","1","1","0","1","0","1","0","0","1","0","0","0","0","2.0",,"10.0","3.0","2.0","10.0","2.0",,,"1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","5","1","6","13480000000.0","2629",,"3"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","929","10","13480000000.0","2","1.0","70.0","2.0","3.0","1.0","5.0","1.0","1.0","2.0","2.0","2.0","2.0","2",,"4.0","4.0","3.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","1.0","4.0","1.0","4.0","4.0","4.0","5.0","4.0","1.0",,"1.0","2.0","2.0",,,"2.0","2.0","2.0",,,"2",,,,"2.0","1.0","1.0","1.0","3.0","1.0",,,"4.0",,"5.0",,"5.0","6.0","7.0","7.0","4.0","1.0","7.0","6.0","5.0","7.0","3.0","5.0","7.0","7.0","1.0","7.0","5.0","7.0",,"5.0",,,"7.0",,"5.0","7.0","5.0","6.0","5.0","1.0","1.0","7.0","1.0","1.0","2.0","4.0","1.0","7.0",,"7.0",,,"4.0","4.0","2.0","1.0","4.0","5.0",,,,"5.0","7.0","7.0","7.0","1.0","4.0","4.0","4.0","10.0","7.0","6.0","6.0",,"10.0","1.0","4.0","4.0","3.0","1.0","6.0","10.0","7.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","4.0","2.0","2.0","2.0","0.0","0","0.0",,"0",,"0",,"0",,"0.0",,"1.0","2.0","6.0","5.0","5.0","5.0","6.0","5.0","7.0","1.0","6.0","5.0","1.0","2.0","2.0","2.0",,"1.0","2.0",,,"2.0","4.0","1.0","77.0","77.0","1.0","3.0",,,"1.0","5.0",,"4.0","4.0","4.0","3.0","3.0","4.0","0.0","0.0",,"19.0","4.0","11.0","1.0","1.0","1.0","101.0","3.0","1.0","3.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"3.0","1.0","1.0","2.0","2101.0","5.0","3",,,"1.0","1","1","0","1","0","1","0","0","0","0","0","0","0","5.0",,,"3.0","2.0","9.0","2.0",,,"2.0",,,"2.0",,,,,,"6","1","6","13480000000.0","2655",,"1"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"1","2","8","290","932","10","13480000000.0","2","3.0","1.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2",,"5.0","5.0","3.0","4.0","4.0","5.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","10.0","3.0","7.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","2.0","1.0","3.0","4.0","5.0","4.0","4.0","2.0","2.0","3.0","5.0","2.0","1.0","1.0","3.0","2.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","3.0","4.0","7.0","3.0","4.0",,"2.0",,"3.0","1.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","1.0","4.0","3.0","5.0","3.0","3.0","7.0","1.0","7.0","1.0","7.0","7.0","7.0","7.0","2.0","1.0","7.0","5.0","6.0","5.0","7.0","6.0","1.0","1.0","1.0","3.0","4.0","2.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","10.0","1.0","1.0","1.0","10.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","1.0","2.0","3.0","1.0","0","0.0",,"1","0.0","1","0.0","1","0.0","0.0",,"0.0","1.0","7.0","1.0","7.0","7.0","7.0","1.0","7.0","1.0","7.0","1.0","1.0","2.0","1.0","1.0","2101.0","3.0","2.0",,,"2.0","4.0","1.0","77.0","77.0","3.0","3.0",,"5.0","1.0","1.0","4.0","4.0","4.0","4.0","1.0","1.0","4.0","12.0","2.0","212.0","55.0",,,,,"1.0","101.0","5.0","4.0","4.0","2.0",,,"1.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2101.0","5.0","1","1.0",,"1.0","1","1","1","1","1","1","0","0","1","1","0","0","0","1.0","4.0","8.0","3.0","2.0","2.0","2.0",,,"2.0",,,"2.0",,,,,,"4","1","6","13480000000.0","2991",,"3"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"3","1","8","291","933","11","13480000000.0","1","1.0","2.0","3.0","3.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","2",,"2.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","3.0","2.0","4.0","1.0","4.0","4.0",,"10.0","7.0","3.0","9.0","1.0","3.0","2.0",,,"2.0","1.0","1.0","2.0","2.0","2",,,,"2.0","1.0","4.0","1.0","2.0","1.0",,,"4.0","1.0","6.0","1.0","2.0","1.0","2.0","7.0","7.0","6.0","5.0","4.0","7.0","7.0","1.0","1.0","7.0","6.0","5.0","7.0","3.0","7.0","4.0","6.0","5.0","6.0","7.0","7.0","6.0","6.0","7.0","5.0","3.0","5.0","4.0","1.0","5.0","3.0","3.0","3.0","4.0","3.0","7.0","4.0","1.0","6.0","1.0","3.0","2.0","7.0","6.0","6.0","5.0","6.0","4.0","5.0","1.0","1.0","1.0","3.0","4.0","2.0","7.0","5.0","1.0","10.0","1.0","2.0","10.0","1.0","3.0","6.0","10.0","1.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","3.0","0.0","0","0.0",,"1","0.0","0",,"0",,"0.0",,"1.0","2.0","7.0","1.0","7.0","4.0","6.0","1.0","7.0","2.0","5.0","1.0","2.0","7.0","1.0","2.0",,"3.0","2.0",,,"1.0","4.0","2.0","2.0","2.0","3.0","3.0",,"5.0","1.0","1.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","10.0","2.0","210.0","20.0","4.0","1.0","1.0","1.0","1.0","101.0","3.0","3.0","4.0","2.0",,,"4.0",,"2.0","2.0","2.0",,"1.0","0.0",,"4.0","2101.0","5.0","1",,"2.0","2.0","1","1","0","1","1","1","0","1","1","1","0","0","0","1.0","2.0","11.0","3.0","2.0","11.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","7","2","3","13480000000.0","3435",,"1"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"3","1","8","291","934","11","13480000000.0","1","2.0","13.0","4.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","2.0","2.0","2",,"5.0","4.0","3.0","5.0","3.0","3.0","5.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0",,"8.0","6.0","3.0","1.0","1.0","1.0","2.0",,,"2.0","1.0","1.0","1.0","2.0","2",,,,"2.0","1.0","4.0","1.0","3.0","3.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","3.0","3.0","4.0","3.0","2.0","1.0","5.0","6.0","3.0","2.0","3.0","1.0","7.0","2.0","2.0","1.0","1.0","5.0","6.0","6.0","4.0","5.0","3.0","4.0","3.0","2.0","2.0","2.0","3.0","6.0","7.0","3.0","3.0","6.0","5.0","6.0","5.0","5.0","6.0","4.0","6.0","1.0","4.0","2.0","5.0","7.0","7.0","7.0","7.0","3.0","2.0","3.0","3.0","3.0","3.0","8.0","10.0","9.0","2.0","2.0","1.0","1.0","7.0","8.0","10.0","10.0","1.0","1.0","1.0","10.0","2.0","1.0","3.0","2.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","2.0","0.0","0","0.0",,"1","0.0","0",,"0",,"1.0","0.0","0.0","1.0","6.0","4.0","6.0","5.0","6.0","5.0","7.0","5.0","6.0","5.0","2.0","7.0","1.0","1.0","2101.0","2.0","2.0",,,,"4.0","1.0","77.0","77.0","3.0","3.0",,"5.0","1.0","3.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","12.0","2.0","212.0","47.0",,,,,"1.0","101.0","5.0","1.0","6.0","2.0",,,"4.0",,"2.0","3.0","2.0",,"3.0","2.0","2.0","2.0","2101.0","5.0","4","1.0","1.0","1.0","1","1","0","1","0","1","0","1","1","0","0","0","0","1.0","2.0","7.0","3.0","2.0","7.0","2.0",,,"2.0",,,"1.0","1.0","1.0","1.0","2.0","3.0","5","2","3","13480000000.0","2941",,"2"
"21","2010","21","2102","1506","15","1506","1","150601","2","1","1","4","1","EL ARROZAL 002",,"3","1","8","291","935","11","13480000000.0","1","1.0","1.0","3.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","2.0","1.0","2",,"3.0","3.0","2.0","3.0",,"2.0","3.0","2.0",,"2.0","2.0","4.0","2.0","4.0","3.0",,"10.0","10.0","2.0","10.0","1.0","2.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,"2.0","1.0","3.0","1.0","3.0","3.0","5.0","4.0","3.0","2.0","3.0","7.0","3.0","5.0","7.0","2.0","5.0","4.0","1.0","5.0","3.0","6.0","6.0","3.0","4.0","3.0","5.0","7.0","4.0","5.0","7.0","5.0","5.0","5.0","5.0","4.0","7.0","2.0","4.0","3.0","3.0","4.0","5.0","3.0","3.0","2.0","3.0","3.0","1.0","1.0","1.0","1.0","1.0","7.0","7.0","7.0","1.0","1.0","5.0","5.0","6.0","5.0","5.0","6.0","1.0","7.0","1.0","2.0","2.0","1.0","10.0","10.0","10.0","1.0","1.0","1.0","3.0","10.0","6.0","6.0","7.0","1.0","1.0","1.0","10.0","1.0","2.0","3.0","2.0","3.0","1.0",,"2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0","1.0","0.0","1","1.0","0",,"1","0.0","0.0",,"0.0","1.0","4.0","1.0","5.0","3.0","5.0","4.0","7.0","1.0","5.0","5.0","1.0","7.0","1.0","1.0","2102.0","1.0","1.0","2101.0","1.0","1.0","2.0","3.0","1.0","1.0","3.0","3.0",,"4.0","1.0","7.0","4.0","4.0","4.0","4.0","1.0","2.0","2.0","13.0","3.0","313.0","30.0",,,,,"1.0","101.0","3.0","1.0","3.0","1.0","4.0","3.0","1.0","1.0","2.0","2.0","2.0",,"2.0","1.0","0.0","2.0","2101.0","3.0","1","1.0","1.0","1.0","1","1","1","1","1","1","0","1","1","1","1","0","1","1.0","2.0","3.0","3.0","2.0","1.0","2.0",,,"1.0","3.0","1.0","2.0",,,,,,"4","2","3","13480000000.0","3462",,"2"
