"year","pais","nationality","estratopri","upm","prov","municipio","elsalcalde","elscanton","elszona","elssegmento","elssec","ur","tamano","idiomaq","clusterdesc","cluster","idnum","intid","fecha","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np1b","np2","muni10","sgl1","lgl2","muni6","elsmuni20","cp5","cp6","cp7","cp8","cp9","cp13","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","aoj1","aoj1b","vic31","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj12a","aoj18","aoj17","vic40","vic41","vic42","vic43","vic44","vic45","vic46","vic47","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b17","b37","b47","b48","n1","n3","n9","n11","n12","n15","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","epn3a","epn3b","epn3c","e5","e8","e11","e15","e14","e3","e16","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","elsb52","elsb54","elsb56","elsb57","elsb58","elsb59","elsay7","vb1","vb2","vb3","vb4","vb10","vb11","vb12","pol1","vb20","clien1","clien2","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10a4","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","elsetida","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","sexi","colori","ti","ti3","annotations","ti4"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","498","28","13480000000.0","1","3.0","5.0","3.0","3.0","2.0","4.0","3","2.0","2","2","2.0","2.0",,"2.0",,"4.0","2.0","1.0","1.0","1.0","4","4.0","1","4.0","4.0",,"4.0","6.0","1.0","7.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","2.0","2.0","1","3.0","4.0","3.0","3.0","0","0","0.0","0.0","0.0",,"0.0","0","3.0","6.0","4.0","4.0","5.0","3.0","4.0","6.0","4.0","5.0","3.0","6.0","6.0","4.0","5.0","3.0","2.0","7.0","5.0","4.0","5.0","4.0","4.0","4.0","3.0","4.0","3.0","3.0","5.0","1.0","3.0","4.0","3.0","4.0","4.0","5.0","6.0","5.0","3.0","4.0","3.0","4.0","5.0","7.0","7.0","7.0","7.0","1.0","2.0","2.0","4.0","3.0","1.0","8.0","4.0","1.0","1.0","2.0","4.0","3.0","5.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","3.0","1.0","0.0","0","0",,"1.0","0.0","0",,"0",,"0",,"0.0","3.0","7.0","2","6.0","4.0","7.0","5","5","3.0","6","2.0","1.0","8.0","9.0","2.0","1.0","1.0","2.0","3.0","7.0","1.0","1.0","301.0",,"2.0",,,"3.0","1.0","3.0",,"9.0","2.0","209.0","30",,,,,"1.0","101.0","3.0","2.0","3.0","2.0",,,"2.0","4.0",,"2.0","2.0","3.0","9.0","3.0","1","1.0","2.0","2.0","301.0","2.0","2.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","0","0","0","0","0","1.0","2.0","3.0","2","2.0",,,"2.0",,,"7","2","5","13480000000.0","2180",,"36.333333"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","499","14","13480000000.0","1","2.0","1.0","3.0","3.0","3.0","4.0","1","2.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","1.0","1.0","2.0","1","2.0","4","4.0","4.0",,"5.0","8.0","2.0","10.0","2.0",,,"1.0","2.0","1.0","1.0","2.0","2",,,,,,"0.0","2.0","1.0","3.0","1","1.0","1.0","2.0","3.0","1","1","0.0","0.0","0.0","0.0","0.0","0","3.0","7.0","4.0","5.0","6.0","3.0","5.0","5.0","4.0","6.0","5.0","7.0","5.0","3.0","5.0","5.0","5.0","7.0","4.0","6.0","6.0","5.0","5.0","6.0","5.0","4.0","2.0","4.0","1.0","1.0","3.0","3.0","1.0","1.0","1.0","7.0","1.0","7.0","5.0","6.0","1.0","3.0","5.0","5.0","5.0","4.0","7.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","4.0","3.0","4.0","5.0","5.0","6.0","8.0","6.0","6.0","1.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"0",,"1","1.0","0.0","3.0","6.0","7","6.0","1.0","5.0","1","6","5.0","1","4.0","1.0","7.0","2.0","2.0","2.0",,,,,"1.0","1.0","301.0",,"2.0",,,"3.0","3.0","3.0",,"7.0","2.0","207.0","52",,,,,"1.0","101.0","2.0","1.0","2.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","3.0","2.0","5","5.0","7.0","7.0","301.0","5.0","2.0","1.0","1.0","1.0","0","0","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2","2.0",,,"2.0",,,"5","1","4","13480000000.0","2713",,"45.216667"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","500","25","13480000000.0","1","3.0","1.0","5.0","3.0","3.0","3.0","3","3.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","1.0","1.0","2.0","1","2.0","2","2.0","4.0",,"5.0","7.0","3.0","8.0","2.0",,,"2.0","1.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","2.0","1.0","1","1.0","1.0","1.0","3.0","0","0",,"0.0","0.0","0.0","0.0","0","5.0","6.0","6.0","5.0","4.0","6.0","6.0","5.0","5.0","6.0","5.0","7.0","4.0","4.0","6.0","6.0","6.0","7.0","7.0","6.0","5.0","5.0","4.0","3.0","4.0","5.0","5.0","6.0","3.0","5.0","2.0","2.0","5.0","5.0","6.0","4.0","6.0","6.0","6.0","5.0","6.0","4.0","6.0","4.0","3.0","7.0","6.0","3.0","3.0","2.0","2.0","3.0","7.0","6.0","5.0","5.0","6.0","7.0","5.0","7.0","6.0","6.0","7.0","4.0","1.0","3.0","2.0","1.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"0",,"0",,"0.0","2.0","5.0","6","6.0","5.0","6.0","4","4","6.0","4","4.0","2.0","3.0","4.0","2.0","2.0",,,,"0.0","1.0","1.0","301.0",,"1.0","301.0","3.0","3.0","1.0","3.0",,"9.0","2.0","209.0","54",,,,,"1.0","101.0","2.0","1.0","1.0","2.0",,,"2.0","4.0",,"2.0","2.0","3.0","3.0","2.0","1","1.0","1.0","1.0","301.0","5.0","1.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2","2.0",,,"2.0",,,"4","2","4","13480000000.0","2107",,"35.116667"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","501","21","13480000000.0","1","2.0","3.0","3.0","1.0","1.0","2.0","1","1.0","2","2","2.0","2.0",,"2.0",,"2.0","1.0","3.0","1.0","4.0","4","4.0","4","4.0","4.0",,"9.0","3.0","3.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","1.0","2",,,,,,"0.0","2.0","1.0","2.0","1","1.0","2.0","1.0","4.0","1","0",,"0.0","0.0","0.0",,"0","3.0","4.0","6.0","6.0","3.0","2.0","7.0","6.0","4.0","7.0","6.0","7.0","6.0","4.0","7.0","2.0","7.0","5.0","6.0","7.0","5.0","7.0","6.0","4.0","7.0","2.0","6.0","7.0","4.0","5.0","2.0","2.0","6.0","1.0","6.0","5.0","1.0","7.0","5.0","6.0","3.0","7.0","5.0","7.0","6.0","4.0","7.0","2.0","1.0","1.0","1.0","1.0","1.0","10.0","8.0","2.0","1.0","3.0","9.0","10.0","1.0","6.0","9.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","0","0",,"1.0","0.0","0",,"0",,"0",,"0.0","3.0","2.0","3","4.0","2.0",,"3","5","3.0","4","5.0","1.0","1.0","4.0","1.0","1.0","1.0","2.0","3.0","5.0","1.0","2.0",,"7.0","1.0","302.0","4.0","1.0","2.0","3.0",,"2.0","1.0","102.0","58",,,,,"1.0","101.0","2.0","1.0",,"2.0",,,"2.0","4.0",,"2.0","4.0","3.0","8.0","1.0","2","0.0",,,"301.0","5.0","1.0","1.0","1.0","1.0","1","0","0","0","0","0","0","0","0","0","0","0","0","1.0","2.0","1.0","2","2.0",,,"2.0",,,"7","1","6","13480000000.0","3160",,"52.666667000000004"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","502","19","13480000000.0","2","1.0","5.0","2.0","2.0","2.0","2.0","2","2.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","1.0","1.0","4.0","1","4.0","4","4.0","4.0","4.0","7.0","6.0","1.0","8.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","2.0","1","1.0","2.0","1.0","4.0","0","0",,"0.0","0.0",,,"0","5.0","6.0","6.0","6.0","6.0","6.0","6.0","7.0","7.0","7.0","7.0","7.0","5.0","6.0","7.0","7.0","6.0","7.0","7.0","7.0","7.0","6.0","6.0","6.0","7.0","6.0","6.0","7.0","3.0","1.0","2.0","1.0","6.0","4.0","5.0","4.0","3.0","5.0","5.0","6.0","6.0","4.0","6.0","6.0","7.0","6.0","6.0","2.0","1.0","3.0","3.0","3.0","3.0","6.0","7.0","2.0","2.0","2.0","5.0","3.0","6.0","3.0","5.0","3.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"1.0","1.0","6.0","3","6.0","5.0","6.0","2","6","2.0","6","2.0","2.0","6.0","9.0","1.0","1.0","2.0","2.0","3.0","0.0","1.0","1.0","301.0",,"1.0","301.0","4.0","3.0","3.0","3.0",,"6.0","1.0","106.0","19","4.0","1.0","1.0","1.0","1.0","101.0","1.0","1.0","2.0","2.0",,,"2.0","4.0",,"2.0","2.0","1.0",,"3.0","0",,"2.0","2.0","301.0",,"1.0","2.0","1.0","1.0","1","0","0","0","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2","2.0",,,"1.0","3.0","2.0","7","1","3","13480000000.0","1821",,"30.35"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","503","9","13480000000.0","2","2.0","1.0","3.0","2.0",,"3.0","3","3.0","2","2","2.0","2.0",,"2.0",,"4.0","1.0","1.0","1.0","4.0","4","2.0","4","4.0","4.0","4.0","1.0","0.0","4.0","4.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","3.0","3","3.0","3.0","1.0","4.0","0","0",,"0.0","0.0",,"0.0","0","6.0","5.0","4.0","6.0","4.0","7.0","4.0","3.0","2.0","6.0","5.0","7.0","2.0","3.0","4.0","6.0","5.0","7.0","7.0","5.0","3.0","3.0","5.0","4.0","3.0","5.0","5.0","6.0","3.0","1.0","1.0","2.0","2.0","3.0","4.0","5.0","3.0","4.0","2.0","3.0","4.0","3.0","5.0","6.0","5.0","4.0","3.0","2.0","3.0","3.0","3.0","3.0","5.0","6.0","8.0","5.0","4.0","7.0","7.0","6.0","5.0","8.0","8.0","8.0","3.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"0.0",,"0",,"1","0.0","1","0.0","0.0","3.0","4.0","1","2.0","5.0","3.0","1","4","2.0","3","4.0","2.0","8.0","5.0","1.0","2.0",,,,,"1.0","2.0",,"2.0","1.0","302.0","2.0","4.0",,"3.0",,"0.0","0.0",,"23","4.0","10.0","1.0","1.0","1.0","101.0","3.0","1.0","3.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","2.0","3.0","3","3.0",,"2.0",,"5.0","1.0","1.0",,,"1","0","0","1","0","0","0","0","0","0","0","1","0","2.0","2.0","3.0","1","2.0",,,"2.0",,,"5","2","3","13480000000.0","2473",,"41.216667"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","504","30","13480000000.0","2","2.0","1.0","5.0","3.0","3.0","5.0","3","3.0","2","2","2.0","2.0",,"2.0",,"4.0","2.0","0.0","1.0","4.0","1","3.0","4","4.0","4.0","4.0","2.0","6.0","1.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1","3.0","3.0","4.0","2.0","6.0","1.0","2.0","2.0","2.0","2","4.0","4.0","3.0","3.0","0","1","0.0","0.0","0.0","0.0","1.0","0","5.0","7.0","5.0","5.0","6.0","5.0","6.0","7.0","6.0","6.0","5.0","7.0","7.0","6.0","7.0","6.0","6.0","7.0","7.0","7.0","6.0","6.0","5.0","5.0","6.0","6.0","5.0","5.0","1.0","2.0","2.0","2.0","5.0","2.0","2.0","4.0","2.0","3.0","5.0","6.0","6.0","5.0","7.0","7.0","5.0","7.0","7.0","2.0","2.0","3.0","3.0",,"3.0","4.0","7.0","1.0","1.0","1.0","5.0","6.0","2.0","5.0","5.0","2.0","1.0","2.0","1.0","2.0","4.0","2.0","0.0","0","1","0.0","1.0","0.0","0",,"0",,"1","1.0","0.0","3.0","6.0","1","6.0","2.0","4.0","3","7","1.0","7","4.0","1.0","6.0","4.0","1.0","2.0",,,,"3.0","1.0","2.0",,"2.0","2.0",,,"3.0",,"3.0",,"6.0","1.0","106.0","40",,,,,"1.0","101.0","1.0","2.0","2.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","9.0","3.0","2","2.0","2.0","2.0","301.0","5.0","4.0",,"1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","3.0","2","2.0",,,"2.0",,,"6","2","6","13480000000.0","2636",,"43.933333000000005"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","505","17","13480000000.0","2","3.0","21.0","5.0","3.0","3.0","4.0","3","3.0","2","2","2.0","2.0",,"2.0",,"2.0","2.0","1.0",,"4.0","1","4.0","4","4.0","4.0","4.0","10.0","10.0","2.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","3.0","1","3.0","3.0","3.0","3.0","0","0","0.0","0.0","0.0","0.0","0.0","0","4.0","7.0","5.0","6.0","3.0","4.0","6.0","5.0","4.0","5.0","6.0","2.0","6.0","1.0","4.0","4.0","4.0","7.0","6.0","6.0","5.0","4.0","5.0","4.0","5.0","5.0","5.0","6.0","5.0","2.0","2.0","3.0","4.0","4.0","4.0","5.0","4.0","6.0","4.0","3.0","5.0",,"4.0","4.0","3.0","5.0","5.0","3.0","3.0","1.0","1.0","1.0","5.0","7.0","8.0","5.0","1.0","1.0","1.0","1.0","4.0","4.0","4.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","0",,"0.0","1.0","7.0","1","7.0","6.0",,"5","6","1.0","1","7.0","1.0","3.0","9.0",,"2.0",,,,"7.0","1.0","1.0","302.0",,"1.0","302.0","4.0","4.0","2.0","1.0","3.0","3.0","1.0","103.0","59",,,,,"5.0","509.0","1.0","1.0",,"2.0",,,"2.0","4.0",,"2.0","4.0","3.0","2.0","2.0","5","3.0","3.0","3.0","301.0","5.0","2.0","1.0","1.0","1.0","1","1","0","1","0","0","0","0","0","0","0","0","0","1.0","4.0","4.0","1","2.0",,,"2.0",,,"4","1","4","13480000000.0","3218",,"53.63333299999999"
"2010","3","3","301","21","4","21","21","25.0","0","0",,"2","5","1","Quequeisque 0","70","506","23","13480000000.0","2","2.0","5.0","5.0","3.0","3.0","4.0","3","1.0","2","1","2.0","2.0",,"2.0",,"4.0","1.0","0.0","1.0","2.0","1","2.0","4","4.0","4.0","2.0","7.0","7.0","3.0",,"2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","4.0","1","2.0","2.0",,"3.0","1","1",,"0.0","0.0",,"0.0","0","5.0","7.0","4.0","6.0","7.0","5.0","7.0","5.0","6.0","5.0","5.0","7.0","7.0","5.0","6.0","6.0","5.0","7.0","5.0","5.0","6.0","5.0","4.0","5.0","5.0","3.0","3.0","3.0","5.0","5.0","3.0","3.0","1.0","3.0","2.0","1.0","7.0","1.0","1.0","3.0","1.0","1.0","7.0","7.0","6.0","7.0","7.0","2.0","3.0","4.0","3.0","4.0","6.0","6.0","7.0","1.0","1.0","1.0","1.0","1.0","8.0","6.0","6.0","1.0","1.0",,"2.0","2.0","4.0","2.0","0.0","0","1","0.0","0.0",,"0",,"1","0.0","1","0.0","0.0","1.0","6.0","1","6.0","2.0","7.0","3","6","3.0","4","4.0","1.0","3.0","9.0",,"1.0","2.0","2.0","4.0","7.0","1.0","1.0",,,"1.0",,,"3.0","2.0","3.0",,"12.0","2.0","212.0","42",,,,,"1.0","101.0","2.0","1.0","1.0","2.0",,,"2.0","4.0",,"2.0","3.0","3.0","2.0","2.0","5","5.0","2.0","2.0","301.0","5.0","2.0","1.0","1.0","1.0","1","0","0","0","0","0","0","0","0","0","0","0","0","5.0",,"3.0","1","2.0",,,"2.0",,,"6","2","5","13480000000.0","2732",,"45.533333"
"2010","3","3","302","22","4","22","22",,"1","29",,"1","3","1","Quezaltepeque 29","71","507","6","13480000000.0","1","1.0","5.0","4.0","2.0","1.0","2.0","3","1.0","1","1","1.0","2.0",,"2.0",,"4.0","1.0","1.0","1.0","2.0","4","4.0","2","2.0","1.0",,"7.0","8.0","3.0","1.0","1.0","5.0","7.0","2.0","2.0","1.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","2.0","1","2.0","2.0","1.0","2.0","0","0",,"0.0","0.0",,"0.0","0","4.0","7.0","4.0","5.0","6.0","4.0","6.0","6.0","6.0","6.0","5.0","1.0","6.0","6.0","6.0","5.0","1.0","7.0","7.0","4.0","6.0","2.0","7.0","7.0","6.0","5.0","4.0","6.0","4.0","2.0","2.0","2.0","5.0","5.0","5.0","6.0","6.0","6.0","6.0","7.0","5.0","6.0","6.0","5.0","7.0","7.0","7.0","2.0","2.0","2.0","2.0","4.0","9.0","10.0","9.0","7.0","7.0","7.0","6.0","9.0","10.0","9.0","7.0","3.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","1","0",,"0.0",,"1","0.0","1","0.0","0",,"0.0","1.0","7.0","2","6.0","5.0","6.0","2","6","5.0","4","1.0","1.0","1.0","4.0","1.0","1.0","2.0","2.0","3.0","5.0","1.0","1.0","302.0",,"1.0","302.0","5.0","1.0","2.0","3.0",,"11.0","2.0","211.0","27",,,,,"2.0","204.0","4.0","2.0","6.0","2.0",,,"2.0","4.0",,"1.0","3.0","3.0","1.0","1.0","0",,"2.0","2.0","301.0","2.0","1.0","1.0","1.0","1.0","1","1","1","1","0","0","0","0","1","0","0","1","0","3.0",,"2.0","1","1.0","1.0","1.0","1.0","1.0","1.0","5","1","5","13480000000.0","2544",,"42.4"
"2010","3","3","302","22","4","22","22",,"1","29",,"1","3","1","Quezaltepeque 29","71","508","24","13480000000.0","1","1.0","5.0","4.0","3.0","3.0","2.0","2","2.0","2","2","2.0","2.0",,"2.0",,"4.0","2.0","0.0","1.0","1.0","3","4.0","4","4.0","4.0",,"7.0","10.0","4.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","4.0","1","2.0","2.0",,"1.0","1","1","0.0","0.0","0.0","0.0","0.0","0",,"7.0","3.0","1.0","7.0","5.0","1.0","1.0","3.0","7.0","4.0","4.0","5.0","1.0","7.0","1.0","1.0","7.0","4.0","1.0","1.0","7.0","4.0","3.0","1.0","1.0","2.0","3.0","1.0","4.0","3.0","3.0","1.0","2.0","3.0","2.0","7.0","1.0","7.0","5.0","7.0","1.0","7.0","4.0","6.0","5.0","5.0","3.0","2.0","2.0","4.0","4.0","2.0","7.0","8.0","2.0","1.0","1.0","1.0","1.0","9.0","9.0","7.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0","1","0.0","1.0","0.0","1","0.0","0",,"0",,"0.0","2.0","1.0","1","6.0","1.0","7.0","3","7","3.0","7","1.0","2.0","3.0","2.0","2.0","1.0","1.0","2.0","3.0","3.0","1.0","1.0","302.0",,"2.0",,,"4.0","1.0","3.0",,"16.0","3.0","316.0","60",,,,,"1.0","101.0","4.0","1.0","8.0","2.0",,,"2.0","1.0","4.0","2.0","1.0","2.0",,"2.0","2","0.0","1.0","1.0","301.0","5.0","1.0",,"1.0","1.0","1","1","1","1","3","1","0","0","1","1","1","0","0","1.0","3.0","3.0","2","2.0",,,"2.0",,,"2","1","6","13480000000.0","2108",,"35.133333"
"2010","3","3","302","22","4","22","22",,"1","29",,"1","3","1","Quezaltepeque 29","71","509","22","13480000000.0","1","2.0","5.0","5.0","3.0","1.0","3.0","2","1.0","2","2","2.0","2.0",,"2.0",,"3.0","1.0","1.0","1.0","4.0","1","2.0","1","4.0","4.0",,"5.0","8.0","3.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"0.0","2.0","1.0","3.0","1","4.0","3.0","1.0","2.0","1","1",,"0.0","0.0","0.0","0.0","0","1.0","5.0","1.0","4.0","6.0","5.0","7.0","7.0","4.0","4.0","5.0","4.0","5.0","4.0","6.0","4.0","6.0","7.0","6.0","4.0","4.0","4.0","4.0","5.0","6.0","3.0","4.0","4.0","4.0","4.0","2.0","3.0","4.0","3.0","2.0","1.0","4.0","2.0","4.0","5.0","1.0","4.0","6.0","6.0","7.0","6.0","6.0","2.0","3.0","3.0","3.0","3.0","8.0","7.0","8.0","1.0","1.0","1.0","2.0","8.0","8.0","3.0","3.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","0.0","0","0",,"1.0","0.0","0",,"1","0.0","1","0.0","0.0","2.0","7.0","1","7.0","2.0","6.0","2","7","2.0","6","3.0","1.0","4.0","2.0","2.0","2.0",,,,"5.0","1.0","1.0","302.0",,"2.0",,,"4.0","2.0","3.0",,"14.0","4.0","414.0","40",,,,,"5.0","509.0","1.0","2.0","5.0","2.0",,,"2.0","4.0",,"2.0","4.0","2.0",,"2.0","2","2.0","2.0","2.0","301.0","4.0","1.0","1.0",,"1.0","1","1","1","1","0","0","0","1","1","1","0","0","0","1.0","1.0","3.0","2","1.0","1.0","1.0","1.0","1.0","1.0","4","1","6","13480000000.0","2964",,"49.4"
"2010","3","3","302","22","4","22","22",,"1","29",,"1","3","1","Quezaltepeque 29","71","510","18","13480000000.0","2","1.0","5.0","4.0","3.0","2.0","3.0","2","2.0","2","2","2.0","2.0",,"2.0",,"3.0","2.0","2.0","1.0","4.0","1","4.0","4","4.0","4.0","4.0","8.0","7.0","1.0","9.0","2.0",,,,"2.0","2.0","2.0","2.0","1","2.0","3.0","3.0","1.0",,"0.0","1.0","2.0","2.0","1","4.0",,,"2.0","1","0",,"0.0","0.0",,"0.0","0","4.0","6.0","5.0","5.0","6.0","5.0","5.0","5.0","5.0","6.0","6.0","5.0","5.0","5.0","5.0","5.0","6.0","6.0","5.0","5.0","5.0","6.0","5.0","5.0","4.0","5.0","4.0","4.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","4.0","5.0","5.0","5.0","3.0","6.0","6.0","2.0","6.0","6.0","2.0","2.0","2.0","2.0","2.0","8.0","8.0","8.0","6.0","4.0","5.0","7.0","6.0","6.0","3.0","4.0","9.0","7.0","2.0","1.0","2.0","4.0","2.0","0.0","0","0",,"0.0",,"0",,"0",,"0",,"0.0","2.0","7.0","2","7.0","2.0","7.0","2","7","2.0","7","2.0","1.0","6.0","2.0","2.0","2.0",,,,"7.0","1.0","1.0",,,"1.0",,,"1.0","3.0","3.0",,"18.0","3.0","318.0","24","4.0","1.0","2.0","1.0","1.0","101.0","2.0","1.0",,"2.0",,,"1.0","4.0",,"1.0","1.0","2.0",,"1.0","0",,"1.0","2.0","301.0","1.0","2.0","1.0","1.0","1.0","1","1","1","1","2","1","1","0","1","1","1","0","0","3.0",,"2.0","2","2.0",,,"2.0",,,"2","1","3","13480000000.0","2327",,"38.783333"
"2010","3","3","302","22","4","22","22",,"1","29",,"1","3","1","Quezaltepeque 29","71","511","31","13480000000.0","2","1.0","4.0","3.0","2.0","3.0","3.0","3","2.0","2","2","2.0","2.0",,"2.0",,"3.0","1.0","2.0","1.0","4.0","4","4.0","4","4.0","3.0","4.0","8.0","7.0","2.0","1.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2",,,,,,"2.0","2.0","1.0","2.0","2","2.0","2.0",,"3.0","0","0","0.0","0.0","0.0",,"1.0","0","5.0","7.0","6.0","6.0","5.0","5.0","4.0","5.0","5.0","6.0","6.0","6.0","4.0","5.0","6.0","6.0","6.0","7.0","6.0","5.0","6.0","5.0","5.0","5.0","5.0","5.0","4.0","5.0","5.0","5.0","2.0","2.0","1.0","1.0","1.0","1.0","1.0","5.0","6.0","6.0","6.0","6.0","6.0","7.0","7.0","5.0","7.0","2.0","2.0","2.0","2.0","2.0","10.0","10.0","10.0","8.0","6.0","1.0","1.0","8.0","10.0","8.0","9.0","10.0","10.0","2.0","2.0","2.0","3.0","2.0","0.0","0","1","0.0","0.0",,"0",,"1","0.0","0",,"0.0","2.0","7.0","1","6.0","2.0","7.0","2","7","1.0","7","2.0","2.0","7.0","9.0","1.0","1.0","2.0","1.0","4.0","3.0","1.0","1.0","302.0",,"1.0","302.0","5.0","1.0","2.0","3.0",,"11.0","2.0","211.0","21","1.0","1.0","1.0","1.0","1.0","101.0","4.0","3.0","9.0","2.0",,,"2.0","4.0",,"1.0","2.0","1.0",,"1.0","0",,"2.0","2.0","301.0","4.0","1.0","1.0","1.0","1.0","1","1","1","1","0","0","1","0","1","1","0","1","0","4.0",,"4.0","2","2.0",,,"2.0",,,"4","1","5","13480000000.0","2081",,"34.683333000000005"
