"pais","year","idnum","estratopri","upm","guadept","guamunicipio","gualugarp","segmento","sec","cluster","ur","guaidioma","tamano","dia","mes","q1","a4","dem13a","dem13b","dem13c","dem13d","a1","a2","a3","a4i","soct1","soct2","idio1","idio2","cp2","cp4a","cp4","prot1","prot2","cp5","cp5a","cp5b","cp5c","cp5d","cp6","cp7","cp8","cp9","cp10","cp13","ls3","it1","l1","np1","np1b","np2","sgl1","sgl2","lgl2","lgl3","muni6","muni8","muni9","muni10","muni11","muni15","jc1","jc4","jc10","jc12","jc13","jc15","jc16","pop1","pop2","pop3","pop4","pop5","vic1","vic2","aoj1","aoj1b","aoj8","aoj11","aoj11a","aoj12","aoj16a","aoj17","aoj18","guaaoj22","guaexploit1","guaexploit2","st1","st2","st3","st4","guast5","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b15","b18","b20","b21","b31","b32","b43","b45","b24","b39","b37","b40","b42","b51","b50","b47","n1","n3","n9","n10","n11","n12","m1","ing4","pn2","dem23","pn4","pn5","e5","e8","e11","e15","e14","e2","e3","e16","d32","d33","d34","d36","d37","d1","d2","d3","d4","d5","dem2","dem11","aut1","pp1","pp2","dc1","dc10","dc13","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc17","exc18","exc19","exc7","gi1","gi2","gi3","gi4","gi5","der1","der2","der3","der4","vb1","vb2","guavb3","vb4","vb8","vb6","guavb7","vb10","guavb11","pol1","pol2","aa1","aa2","aa3","aa4","dis2","dis3","dis4","dis5","ed","q2","q3","guaq4","q10","q10a","q10b","q10c","q14","q10d","q11","q12","guaetid","guaetid1","guaetid2","guaetid4","guaetid3","gualeng11","gualeng12","gualeng13","gualeng1o","gualeng1a","gualeng1ao","gualeng4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","ocup1","ocup4","ocup1a","ocup1b1","ocup1c","desoc2","mig1","mig2","mig3","ti"
"2","2006","521","202","59","10","20","59","59","5","20059","2","1","5","19","7","1","4.0",,"0","0",,"4.0","2.0","2.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","5.0","2.0","4.0","2.0","3.0","2.0",,,,"0.0",,,"3.0","3.0","2.0","1.0","2.0",,,,,,,,,,"2.0",,,,"1.0","3.0",,"4.0","2.0",,"1.0","2.0","2.0","2.0",,,,,,"3.0","2.0","3.0","3.0","3.0","3.0","3.0","6.0","2.0","4.0","3.0","6.0","6.0","2.0","2.0","2.0","7.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","4.0",,,,,,"3.0","3.0","3.0","1.0","1.0","1.0","3.0","6.0","2.0","2.0","2.0",,,"3.0","3.0","4.0","4.0","2.0",,,,"4.0","2.0","1.0","3.0","3.0","0.0","0.0",,"0.0",,,,"0.0","1.0","1.0",,"8","8","8","8","8","1.0","1.0","1.0","1.0","2.0","2.0",,"10.0",,"2.0",,"2.0",,"4.0","4.0","2.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","6.0","18","4.0","4.0","2.0",,,"4.0","1.0","3.0","3.0","1.0","1.0","1.0","10.0","4.0","7.0","1.0",,,,"1.0",,"3.0","1","0","0","0","0","0","0","0","1","1","0","6.0","1.0","2.0","5.0","1.0",,"1.0","1.0",,"45.0"
"2","2006","522","202","59","10","20","59","59","6","20059","2","1","5","19","7","1","4.0","5.0","12","0","12.0","1.0","4.0","4.0","4.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","5.0","2.0","1.0","2.0",,"3.0","2.0","2.0","2.0","0.0",,,"2.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0",,,,"1.0","2.0","2.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0",,,,"3.0",,"4.0","3.0","4.0","6.0","6.0","6.0","4.0","4.0","4.0","3.0","4.0","7.0","7.0","3.0","4.0","4.0","4.0","3.0","6.0","5.0","5.0","4.0","4.0","3.0","4.0","4.0","6.0","4.0","5.0","6.0","6.0","3.0","3.0","7.0","7.0","7.0","2.0","2.0","6.0","6.0","6.0","3.0","3.0","3.0","5.0","3.0","6.0","6.0","6.0","6.0","6.0","10.0","10.0","10.0","10.0","10.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0",,,,,"0.0","0.0","0.0",,"8","1","1","1","8","1.0","1.0","1.0","1.0","1.0","1.0","4.0",,"3.0","1.0","4.0","2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","43","5.0","1.0","1.0",,,"4.0",,"2.0","2.0","4.0","1.0","1.0","10.0","5.0","7.0","3.0",,,,,,"3.0","1","0","0","0","0","0","0","0","1","0","0","5.0","1.0","4.0","1.0","2.0",,"1.0","1.0",,"50.0"
"2","2006","523","202","59","10","20","59","59","7","20059","2","1","5","19","7","2","5.0",,"0","0",,"3.0","2.0","3.0","4.0","3.0","2.0","3.0","2.0",,,,"3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","1.0","2.0","6.0","2.0","4.0","2.0","3.0","3.0",,"2.0",,"0.0",,,"4.0","2.0",,"2.0","2.0","2.0","2.0",,,,,,,,"2.0",,,,"2.0","3.0","1.0",,"2.0",,,,"2.0","2.0",,,,,,"3.0",,,,,,,"5.0",,,,"3.0","2.0","2.0","2.0","2.0","7.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"2.0",,"2.0","2.0","3.0",,,,,,"2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0",,,,,,,,,,,,,"4.0","2.0","1.0","2.0",,"0.0","0.0",,,,,,"0.0","0.0","0.0",,"1","8","1","1","8","2.0","2.0","3.0",,"2.0","2.0",,"7.0",,"2.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","3.0","27","5.0","1.0","3.0",,,"4.0","2.0","3.0","2.0","2.0","1.0","1.0","9.0","7.0","4.0","1.0",,,,"1.0",,"4.0","1","1","0","1","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"51.0"
"2","2006","539","202","61","10","22","61","61","4","22061","2","1","5","17","7","2","13.0",,"0","0",,"3.0","3.0","3.0","4.0","4.0","2.0","3.0","2.0",,,,"3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","1.0","1.0","8.0","2.0",,"2.0","1.0","1.0","2.0","1.0","3.0","0.0",,,"1.0","3.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0",,"2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","3.0","2.0","4.0",,"1.0","2.0","2.0",,,,,,"4.0","6.0","5.0","6.0","6.0","6.0","4.0","5.0","4.0","5.0","4.0","4.0","7.0","3.0","5.0","6.0","7.0","5.0","5.0","6.0","5.0","6.0","6.0","3.0","4.0","4.0","5.0","4.0","3.0","4.0","3.0","2.0","3.0","4.0","6.0","3.0",,,"5.0","6.0","4.0","1.0","1.0","1.0","1.0","5.0",,,,"7.0",,"4.0","3.0","3.0","3.0","2.0",,"2.0","2.0","4.0","2.0","1.0",,,"0.0","0.0",,,,,,"0.0","0.0","0.0","1.0","8","1","1","1","8","2.0","1.0","2.0",,"2.0","2.0",,"10.0",,"2.0",,"2.0",,"3.0","4.0","2.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","9.0","20","1.0","1.0","4.0",,,"4.0","2.0","1.0","1.0","0.0","1.0","1.0","16.0","7.0","6.0","1.0",,,,"3.0",,"1.0","1","0","0","1","0","0","0","0","1","1","0","13.0",,,,,,"1.0","1.0",,"33.0"
"2","2006","524","202","59","10","20","59","59","10","20059","2","1","5","19","7","2","3.0","32.0","7","29","29.0","3.0","1.0","2.0","4.0","5.0","2.0","4.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0",,,,,"2.0","3.0","3.0","4.0","4.0","3.0","1.0","1.0","5.0","2.0","4.0","1.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","2.0","1.0",,,"1.0","4.0","1.0","3.0","2.0","2.0","1.0","1.0","4.0",,,"2.0",,"1.0","3.0","1.0","2.0","5.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","1.0","3.0","4.0","3.0","7.0","3.0","4.0","2.0","4.0","6.0","1.0","1.0","2.0","3.0","4.0","3.0","1.0","2.0","2.0","3.0","2.0","7.0","6.0","4.0","3.0","3.0","9.0","8.0","7.0","1.0","1.0","1.0","1.0","1.0","3.0","3.0","3.0","3.0","1.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","0.0","0.0","1.0","1","2","1","1","8","1.0","1.0","1.0","1.0","1.0","1.0","4.0",,"3.0","2.0",,"2.0",,"1.0","1.0","1.0","1.0","5.0","6.0","1.0","1.0","2.0","2.0","15.0","34","2.0","2.0","2.0",,,"4.0","2.0","4.0","5.0","0.0","2.0","2.0","24.0","6.0","4.0","1.0",,,,"1.0",,"1.0","1","1","1","1","0","0","0","0","1","1","0","9.0","1.0","4.0",,,,"2.0","1.0",,"35.0"
"2","2006","525","202","59","10","20","59","59","11","20059","2","1","5","19","7","1","15.0",,"0","0",,"3.0","3.0","3.0","4.0","3.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","2.0","1.0","6.0","2.0",,"2.0","3.0","3.0","4.0","2.0","2.0","0.0",,,"2.0","2.0",,,,,,,,,,,,,"2.0",,,,"1.0","2.0","1.0","3.0","2.0","4.0",,"2.0","2.0","2.0",,,,,,"6.0","6.0","5.0","4.0","4.0","4.0","3.0","4.0","2.0","2.0","1.0","3.0","3.0","2.0","3.0","4.0","7.0","3.0","4.0","3.0","4.0","5.0","3.0","2.0","1.0","3.0","4.0",,"4.0","3.0","4.0","4.0","3.0",,,,,,"6.0","6.0","6.0","3.0","3.0","2.0","1.0","1.0","6.0","6.0","6.0","6.0","6.0",,,,,,,"2.0",,"4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,,,"0.0","0.0","0.0","2.0","8","8","8","8","8","1.0","1.0","1.0","1.0","2.0","2.0",,"14.0",,"2.0",,"2.0",,"3.0","4.0","2.0","2.0","2.0","6.0","2.0","2.0","2.0","2.0","3.0","49","2.0","1.0","2.0",,,"4.0",,"3.0","5.0","5.0","2.0","2.0","24.0","7.0","1.0","1.0",,,,"1.0",,"1.0","0","0","0","0","0","0","0","0","1","0","0","9.0","1.0","2.0","1.0","2.0",,"2.0","1.0",,"47.0"
"2","2006","526","202","59","10","20","59","59","11","20059","2","1","5","19","7","1","21.0","3.0","18","8","3.0","3.0","3.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"1.0","1.0","1.0","1.0","1.0","1.0","2.0","3.0","4.0","4.0","4.0","3.0","2.0","6.0","1.0","3.0","1.0","3.0","3.0","1.0","2.0","1.0","1.0","3.0","1.0","3.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0",,,,"1.0","3.0","1.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0",,,,,,"4.0","4.0","3.0","4.0","4.0","4.0","3.0","3.0","1.0","1.0","2.0","3.0","4.0","1.0","3.0","4.0","7.0","4.0","4.0","4.0","3.0","3.0","2.0","3.0","2.0","1.0","3.0","3.0","3.0","3.0","3.0","4.0","3.0","7.0","7.0","3.0","2.0","3.0","8.0","8.0","8.0","3.0","2.0","1.0","2.0","2.0","5.0","5.0","5.0","5.0","5.0","4.0","6.0","3.0","4.0","7.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0",,"0.0",,"0.0","1.0","0.0","0.0","0.0","1.0","8","8","1","8","8","2.0","2.0","2.0","2.0","1.0","1.0","4.0",,"3.0","2.0",,"2.0",,"3.0","4.0","5.0","5.0","5.0","5.0","2.0","2.0","2.0","2.0","3.0","47","1.0","1.0","2.0",,,"4.0",,"3.0","2.0","3.0","1.0","1.0","9.0","6.0","4.0","1.0",,,,"1.0",,"1.0","1","0","0","0","0","0","0","0","1","0","0","7.0","1.0","4.0",,"2.0",,"2.0","1.0",,"53.0"
"2","2006","527","202","59","10","20","59","59","12","20059","2","1","5","19","7","2","5.0","11.0","24","32","11.0","3.0","3.0","4.0","4.0","4.0","3.0","4.0","3.0","2.0","1.0","2.0","3.0",,"1.0","1.0","1.0","1.0","1.0","2.0","4.0","2.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","1.0","2.0","2.0","2.0","2.0","2.0",,,,,"2.0","2.0","2.0","2.0","2.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0",,,,"2.0",,"3.0","2.0","4.0","2.0","2.0","3.0","5.0","3.0","1.0","5.0","3.0","3.0","3.0","3.0","4.0","4.0","4.0","4.0","5.0","4.0","3.0","4.0","3.0","4.0","4.0","4.0","6.0","4.0","4.0","6.0","4.0","6.0","2.0","6.0","6.0","6.0","2.0","3.0","8.0","8.0","6.0","5.0","3.0","4.0","3.0","2.0","9.0","6.0","6.0","7.0","5.0","9.0","8.0","9.0","7.0","9.0","3.0","1.0","2.0","4.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0",,,,"0.0","1.0","0.0","3.0","8","8","1","1","8","1.0","2.0","2.0","1.0","1.0","1.0","4.0",,"3.0","1.0","4.0","2.0",,"4.0","4.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","50","1.0","1.0","1.0",,,"4.0","2.0","3.0","2.0","6.0","1.0","1.0","20.0","5.0","7.0","1.0",,,,"1.0",,"1.0","1","0","0","0","0","0","0","0","1","0","0","13.0",,,,,,"1.0","1.0",,"48.0"
"2","2006","528","202","59","10","20","59","59","12","20059","2","1","5","19","7","2","22.0",,"0","0",,"1.0","4.0","4.0","4.0","4.0","2.0","4.0","2.0","2.0","2.0","2.0","3.0",,"1.0","2.0","2.0","1.0","2.0","1.0","4.0","4.0","4.0","4.0","4.0","2.0","1.0",,"2.0","4.0","2.0","3.0","3.0",,"2.0",,"0.0",,,,,,,,,,"2.0","2.0","2.0","2.0","2.0",,,"2.0",,,,,"2.0","2.0",,,"3.0","1.0","2.0",,,,,,,,,,,,,,,"3.0",,,,"3.0","6.0","2.0",,"4.0","7.0",,,,"4.0","4.0",,,,,"4.0",,,,"3.0","3.0","3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0","0.0",,,,"0.0",,"0.0",,,,"8","8","8","8","8",,,,,"2.0","2.0",,"14.0",,"2.0",,"2.0",,"4.0","5.0",,,,,"2.0","2.0","2.0","2.0","0.0","51","1.0","1.0","1.0",,,"4.0",,"4.0","3.0","6.0","1.0","1.0","10.0","7.0","1.0","1.0",,,,"1.0",,"1.0","1","0","0","0","0","0","0","0","0","0","0","13.0",,,,,,"1.0","1.0",,"36.0"
"2","2006","529","202","60","10","21","60","60","0","21060","1","1","2","18","7","2","13.0","13.0","27","32","32.0","3.0","3.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0","4.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0",,,,"1.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,,,"1.0",,"4.0","4.0","6.0","5.0","5.0","3.0","2.0","1.0","1.0","5.0","3.0","1.0","7.0","2.0","2.0","6.0","7.0","6.0","3.0","3.0","2.0","7.0","4.0","5.0","4.0","3.0","3.0","4.0","5.0","5.0","4.0","3.0","3.0","7.0","7.0","4.0","2.0","2.0","10.0","10.0","10.0","4.0","4.0","3.0","1.0","1.0","5.0","5.0","3.0","2.0","8.0","3.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0",,,,,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","1.0","1.0","2.0","2.0",,"6.0",,"2.0",,"2.0",,"4.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","9.0","19","1.0","3.0","2.0",,,"4.0","2.0","3.0","1.0","0.0","2.0","2.0","24.0","7.0","7.0","1.0",,,,"1.0",,"1.0","1","1","1","1","0","0","0","0","1","1","0","4.0","1.0","4.0","1.0","2.0",,"2.0","1.0",,"50.0"
"2","2006","530","202","60","10","21","60","60","0","21060","1","1","2","18","7","1","4.0","1.0","0","0",,"3.0","3.0","2.0","4.0","3.0","2.0","3.0","1.0","2.0","1.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","7.0","2.0","3.0","2.0","4.0","3.0","2.0","1.0","1.0","1.0","3.0","1.0","3.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0",,,,"1.0","1.0","1.0","2.0","2.0","3.0","1.0","1.0","2.0","2.0",,,,,,"4.0","6.0","6.0","5.0","5.0","5.0","5.0","7.0","6.0","5.0","5.0","5.0","2.0","4.0","5.0","3.0","7.0","4.0","5.0","4.0","5.0","6.0","5.0","5.0","5.0","4.0","4.0","4.0","1.0","3.0","3.0","3.0","3.0","4.0","6.0","4.0","3.0","2.0","10.0","10.0","8.0","3.0","3.0","5.0","2.0","1.0","1.0","10.0","9.0","8.0","4.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0",,,,,"0.0","0.0","0.0","2.0","1","8","1","1","1","1.0","1.0","1.0",,"2.0","2.0",,"10.0",,"2.0",,"2.0",,"2.0","4.0","1.0","1.0","1.0","4.0","2.0","2.0","2.0","2.0","12.0","19","4.0","4.0","5.0",,,"3.0","2.0","1.0","1.0","0.0","1.0","1.0","10.0","7.0","3.0","1.0",,,,"1.0",,"1.0","1","1","1","1","1","1","1","0","1","1","1","12.0",,,,,,"2.0","1.0",,"50.0"
"2","2006","540","202","61","10","22","61","61","3","22061","2","1","5","17","7","1",,,"0","0",,"1.0","3.0","4.0","4.0","3.0","3.0","3.0",,"2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0",,"2.0",,"2.0","2.0","2.0",,"2.0","2.0","0.0",,,"4.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,"2.0","1.0","2.0",,,,"1.0","1.0","1.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0",,,,,,"4.0",,,,,,,,,,"4.0","4.0","6.0",,,,,,,,,,,,,,"3.0","4.0","3.0","3.0","2.0","3.0","3.0","4.0","3.0","2.0",,,"5.0","4.0","3.0","2.0","3.0","1.0","1.0","1.0",,,,,,,,,,,,,,"4.0","2.0",,,,"0.0","0.0",,,"0.0",,"0.0","0.0","0.0","0.0","1.0","8","8","8","1","8",,,,,"1.0","2.0",,"2.0",,"2.0",,"2.0",,"4.0","5.0","2.0","3.0",,"3.0","2.0","2.0","2.0","2.0","0.0","80","1.0",,"3.0",,,"4.0",,"3.0","6.0","6.0","1.0","1.0","16.0","7.0",,"1.0",,,,"1.0",,"5.0","1","0","0","1","0","0","0","0","1","1","0","14.0",,,,,,"1.0","1.0",,"50.0"
"2","2006","532","202","60","10","21","60","60","0","21060","1","1","2","18","7","1","3.0","1.0","17","0","17.0","3.0","1.0","2.0",,"3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"4.0","2.0","4.0","4.0","4.0","4.0","1.0","3.0","7.0","2.0","3.0","2.0","3.0","3.0","1.0","2.0","1.0","1.0","3.0","1.0","4.0","0.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","2.0","2.0",,,,"1.0","3.0","1.0","3.0","2.0","3.0",,"1.0","2.0","2.0",,,,"3.0",,"6.0","3.0","4.0","3.0","3.0","4.0","6.0","4.0","2.0","1.0","3.0","3.0","3.0","2.0","4.0","4.0","7.0","3.0","4.0","4.0","5.0","6.0","4.0","3.0","2.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","6.0","6.0","6.0","3.0","3.0","7.0","7.0","6.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","4.0","5.0","7.0","3.0","2.0","2.0","4.0","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0",,,"1.0","0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0",,,"1.0","2.0",,"14.0",,"2.0",,"2.0",,"4.0","5.0","2.0","2.0","2.0","6.0","2.0","2.0","2.0","2.0","3.0","27","1.0","2.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","1.0","1.0","9.0","7.0","2.0","4.0",,,,"4.0",,"4.0","1","1","1","0","0","0","0","0","1","1","0","5.0","1.0","4.0",,,,"2.0","1.0",,"39.0"
"2","2006","533","202","60","10","21","60","60","0","21060","1","1","2","18","7","2","15.0","1.0","0","0",,"1.0","2.0","3.0","4.0","3.0","3.0","3.0","3.0","2.0","1.0","2.0","3.0",,"2.0",,,,,"2.0","3.0","4.0","3.0","4.0","4.0","2.0","3.0","5.0","2.0",,"2.0","3.0","3.0","1.0","1.0","2.0","0.0",,,"2.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0",,,,"1.0","2.0","2.0","2.0","2.0","4.0","1.0","1.0","2.0","2.0",,,,"3.0",,"4.0","4.0","4.0","5.0","4.0","3.0","2.0","5.0","4.0","4.0","5.0","4.0","4.0","4.0","4.0","5.0","5.0","4.0","4.0","3.0","3.0","3.0","4.0","4.0","3.0","4.0","6.0","5.0","6.0","5.0","6.0","6.0","3.0","7.0","6.0","5.0","2.0",,"7.0","7.0","7.0","1.0","7.0","7.0","3.0","3.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","2.0",,"2.0","4.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0",,"0.0",,"0.0","1.0","0.0","2.0","2","1","1","1","8","1.0","1.0","1.0","1.0","2.0","2.0",,"7.0",,"2.0",,"2.0",,"4.0","5.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","3.0","31","1.0","3.0","1.0",,,"1.0","2.0","3.0","2.0","5.0","1.0","1.0","9.0","7.0","7.0","1.0",,,,"4.0",,"4.0","1","1","0","1","0","0","1","0","1","1","0","4.0","1.0","4.0","1.0","2.0",,"2.0","1.0",,"45.0"
"2","2006","534","202","60","10","21","60","60","0","21060","1","1","2","18","7","2","2.0","1.0","0","0",,"1.0","1.0","4.0","4.0","4.0","3.0","4.0","3.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","3.0","4.0","4.0","4.0","4.0","1.0","2.0","6.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","0.0","0.0",,,"4.0","0.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,"1.0","3.0","1.0","3.0","2.0","3.0",,"1.0","2.0","2.0",,,,,,"4.0","3.0","3.0","3.0","3.0","3.0",,"6.0","2.0","3.0",,"3.0","2.0","2.0","3.0","3.0","7.0",,"4.0","5.0","5.0","3.0","7.0",,,"4.0","4.0","3.0","2.0","3.0","3.0","2.0","4.0","5.0","5.0","5.0","2.0","2.0","8.0","8.0","8.0","4.0","4.0","2.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","4.0","5.0","4.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","1.0","0.0","0.0",,"0.0",,"0.0","0.0","0.0","0.0","0.0","1.0","8","8","8","8","8","2.0","2.0","2.0","2.0","2.0","2.0",,"14.0",,"2.0",,"2.0",,"4.0","5.0","4.0","5.0","6.0","6.0","2.0","2.0","2.0","2.0","0.0","39","5.0","1.0","2.0",,,"4.0","2.0","3.0","3.0","1.0","1.0","1.0","9.0","7.0","3.0","4.0",,,,"4.0",,"4.0","1","0","0","1","0","0","0","0","1","0","0","4.0","1.0","4.0",,"2.0",,"2.0","1.0",,"57.0"
"2","2006","535","202","60","10","21","60","60","0","21060","1","1","2","18","7","1","4.0","6.0","13","27","27.0","3.0","3.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","3.0",,"2.0",,,,,"1.0","4.0","4.0","4.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","0.0",,,"4.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0",,,,"2.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,,,,,"6.0","5.0","4.0","3.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","5.0","4.0","4.0","4.0","7.0","6.0","4.0","3.0","2.0","7.0","5.0","4.0","4.0","3.0","4.0","4.0","3.0","5.0","4.0","3.0","3.0","7.0","7.0","7.0","2.0","2.0","10.0","10.0","10.0","7.0","7.0","7.0","2.0","1.0","5.0","5.0","8.0","6.0","5.0","2.0","3.0","2.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","2.0","2.0","0.0","0.0",,"0.0",,"0.0",,"0.0","0.0","0.0","1.0","1","8","1","1","8","1.0","1.0","1.0","1.0","1.0","1.0","4.0",,"3.0","2.0",,"2.0",,"4.0","4.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","1.0","55","5.0","2.0","1.0",,,"4.0","2.0","3.0","2.0","8.0","1.0","1.0","10.0","7.0","7.0","3.0",,,,"1.0",,"3.0","0","0","0","0","0","1","0","0","1","1","0","4.0","1.0","4.0","1.0","2.0",,"1.0","1.0",,"51.0"
