"date_disclosed","project_name","document_type","project_number","product_line","company_name","country","ifc_country_code","industry","environmental_category","department","status","project_board_date","ifc_investment_for_risk_management_million_usd","ifc_investment_for_guarantee_million_usd","ifc_investment_for_loan_million_usd","ifc_investment_for_equity_million_usd","total_ifc_investment_as_approved_by_board_million_usd","country_code","as_of_date"
"2021-03-21T00:00:00.000","Gaja 2020","Summary of Investment Information (AIP Policy 2012)","44026","Equity","GAJA CAPITAL INDIA FUND 2020 LLP","India","IND","Funds","FI-2","CDFPE - Disruptive Technologies and Funds/Private Equity Funds","Active","2021-02-18T00:00:00.000",,,,"50.0","50.0","IN","2022-08-25T03:09:00.000"
"2021-02-18T00:00:00.000","Continuum Green","Summary of Investment Information (AIP Policy 2012)","45140","Loan","CONTINUUM ENERGY LEVANTER PTE. LTD.","India","IND","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2021-01-27T00:00:00.000",,,"75.0",,"75.0","IN","2022-08-25T03:09:00.000"
"2021-02-16T00:00:00.000","RSE COVID Dodla II","Summary of Investment Information (AIP Policy 2012)","44940","Equity","DODLA DAIRY LIMITED","India","IND","Agribusiness and Forestry","B","CM4A1 - Regional Industry - MAS Asia & Pac/Agribusiness and Forestry - ASIA","Active","2020-12-15T00:00:00.000",,,,"8.11","8.11","IN","2022-08-25T03:09:00.000"
"2021-01-30T00:00:00.000","upGrad 2021","Summary of Investment Information (AIP Policy 2012)","45142","Equity","UPGRAD EDUCATION PRIVATE LIMITED","India","IND","Health and Education","B","Disruptive Technologies and Funds","Active","2021-03-31T00:00:00.000",,,,"14.97","14.97","IN","2022-08-25T03:09:00.000"
"2021-01-08T00:00:00.000","RSE COVID Parag","Summary of Investment Information (AIP Policy 2012)","43983","Loan","Parag Milk Foods Limited","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-10-06T00:00:00.000",,,"41.19","0.0","41.19","IN","2022-08-25T03:09:00.000"
"2021-01-04T00:00:00.000","Provident Housing","Summary of Investment Information (AIP Policy 2012)","43201","Loan","PURAVANKARA LIMITED","India","IND","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-11-09T00:00:00.000",,,"10.20","32.20","42.4","IN","2022-08-25T03:09:00.000"
"2020-12-21T00:00:00.000","Stellaris Venture Partners India Trust II","Summary of Investment Information (AIP Policy 2012)","44917","Equity","STELLARIS VENTURE PARTNERS INDIA TRUST II","India","IND","Funds","FI-3","Disruptive Technologies and Funds","Active","2021-02-12T00:00:00.000",,,,"60.0","60.0","IN","2022-08-25T03:09:00.000"
"2020-10-22T00:00:00.000","Netafim India","Summary of Investment Information (AIP Policy 2012)","44420","Loan","NETAFIM IRRIGATION INDIA PRIVATE LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Africa","Active","2020-11-20T00:00:00.000",,,"20.80",,"20.8","IN","2022-08-25T03:09:00.000"
"2020-10-16T00:00:00.000","Indospace COVID-19 Debt","Summary of Investment Information (AIP Policy 2012)","43802","Loan","INDOSPACE LOGISTICS PARKS III LP","India","IND","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2020-11-20T00:00:00.000",,,"74.38",,"74.38","IN","2022-08-25T03:09:00.000"
"2020-09-21T00:00:00.000","RKF COVID Response","Summary of Investment Information (AIP Policy 2012)","44016","Loan","RAMKRISHNA FORGINGS LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2020-07-02T00:00:00.000",,,"19.84",,"19.84","IN","2022-08-25T03:09:00.000"
"2020-09-03T00:00:00.000","RSE COVID DCM ","Summary of Investment Information (AIP Policy 2012)","44204","Loan","DCM SHRIRAM LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2020-06-12T00:00:00.000",,,"40.0",,"40.0","IN","2022-08-25T03:09:00.000"
"2020-05-29T00:00:00.000","RSE COVID JK Paper","Summary of Investment Information (AIP Policy 2012)","43078","Loan","JK PAPER LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-06-30T00:00:00.000",,,"34.40",,"34.4","IN","2022-08-25T03:09:00.000"
"2020-05-28T00:00:00.000","Fullerton Loan","Summary of Investment Information (AIP Policy 2012)","43960","Loan","FULLERTON INDIA CREDIT COMPANY LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2020-06-28T00:00:00.000",,,"100.0",,"100.0","IN","2022-08-25T03:09:00.000"
"2020-05-21T00:00:00.000","Endiya II","Summary of Investment Information (AIP Policy 2012)","43680","Equity","ENDIYA PARTNERS FUND II","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2020-06-22T00:00:00.000",,,,"19.84","19.84","IN","2022-08-25T03:09:00.000"
"2020-05-21T00:00:00.000","OnSiteGo","Summary of Investment Information (AIP Policy 2012)","43564","Equity","ONSITE ELECTRO SERVICES (PVT) LTD","India","IND","Financial Institutions","C","Global Industry, Financial Markets","Active","2020-06-19T00:00:00.000",,,,"10.0","10.0","IN","2022-08-25T03:09:00.000"
"2020-04-14T00:00:00.000","India Alt II","Summary of Investment Information (AIP Policy 2012)","43455","Equity","INDIA ALTERNATIVES PRIVATE EQUITY FUND II","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2020-05-26T00:00:00.000",,,,"10.0","10.0","IN","2022-08-25T03:09:00.000"
"2020-02-11T00:00:00.000","ORIENTAL INFRATRUST","Summary of Investment Information (AIP Policy 2012)","39354","Loan","ORIENTAL STRUCTURAL ENGINEERS PRIVATE LIMITED","India","IND","Infrastructure","A","Regional Industry - INF Asia & Pac","Active","2018-06-04T00:00:00.000",,,"72.25","28.90","101.15","IN","2022-08-25T03:09:00.000"
"2020-01-08T00:00:00.000","ETC India 2","Summary of Investment Information (AIP Policy 2012)","43027","Loan","ETC AGRO PROCESSING (INDIA) PRIVATE LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2020-02-20T00:00:00.000",,,"22.41",,"22.41","IN","2022-08-25T03:09:00.000"
"2019-08-30T00:00:00.000","Chiratae Venture","Summary of Investment Information (AIP Policy 2012)","42714","Equity","CHIRATAE VENTURES INTERNATIONAL FUND IV LLC","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2019-09-30T00:00:00.000",,,,"40.0","40.0","IN","2022-08-25T03:09:00.000"
"2019-07-09T00:00:00.000","RBL Debt I","Summary of Investment Information (AIP Policy 2012)","41811","Loan","RBL Bank Limited","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-05-31T00:00:00.000",,,"150.0",,"150.0","IN","2022-08-25T03:09:00.000"
"2019-05-21T00:00:00.000","FCL II","Summary of Investment Information (AIP Policy 2012)","42394","Loan","FUTURE CONSUMER LIMITED","India","IND","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2019-05-15T00:00:00.000",,,"30.31","0.0","30.31","IN","2022-08-25T03:09:00.000"
"2019-05-20T00:00:00.000","Deepak Fert","Summary of Investment Information (AIP Policy 2012)","40406","Loan","DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2019-04-05T00:00:00.000",,,"60.31","0.0","60.31","IN","2022-08-25T03:09:00.000"
"2019-05-16T00:00:00.000","DCM Aavas NCD II","Summary of Investment Information (AIP Policy 2012)","42529","Loan","AAVAS FINANCIERS LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-06-21T00:00:00.000",,,"50.0",,"50.0","IN","2022-08-25T03:09:00.000"
"2019-05-14T00:00:00.000","MTPL","Summary of Investment Information (AIP Policy 2012)","41397","Loan","MAHANSARIA TYRES PRIVATE LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2019-06-16T00:00:00.000",,,"30.0","7.76","37.76","IN","2022-08-25T03:09:00.000"
"2019-04-26T00:00:00.000","TMFL SME Financing","Summary of Investment Information (AIP Policy 2012)","42444","Loan","TATA MOTORS FINANCE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-31T00:00:00.000",,,"100.0",,"100.0","IN","2022-08-25T03:09:00.000"
"2019-04-19T00:00:00.000","DCM MMFSL II","Summary of Investment Information (AIP Policy 2012)","42373","Loan","MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2019-05-20T00:00:00.000",,,"75.0",,"75.0","IN","2022-08-25T03:09:00.000"
"2019-04-08T00:00:00.000","Piramal Capital and Housing Finance Limited","Summary of Investment Information (AIP Policy 2012)","41814","Loan","PIRAMAL CAPITAL AND HOUSING FINANCE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-20T00:00:00.000",,,"150.85",,"150.85","IN","2022-08-25T03:09:00.000"
"2019-04-01T00:00:00.000","DCM L&TF","Summary of Investment Information (AIP Policy 2012)","42279","Loan","L&T FINANCE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2019-05-02T00:00:00.000",,,"125.0",,"125.0","IN","2022-08-25T03:09:00.000"
"2019-03-22T00:00:00.000","DCM Sugar","Summary of Investment Information (AIP Policy 2012)","42346","Loan","DCM SHRIRAM LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-04-23T00:00:00.000",,,"35.0",,"35.0","IN","2022-08-25T03:09:00.000"
"2019-03-01T00:00:00.000","Signature","Summary of Investment Information (AIP Policy 2012)","41206","Equity","SIGNATURE GLOBAL INDIA PRIVATE LIMITED","India","IND","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2019-04-19T00:00:00.000",,,"0.0","30.07","30.07","IN","2022-08-25T03:09:00.000"
"2019-03-01T00:00:00.000","Multiples Private Equity Fund III","Summary of Investment Information (AIP Policy 2012)","41401","Equity","MULTIPLES PRIVATE EQUITY FUND III LIMITED","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2019-04-02T00:00:00.000",,,,"20.0","20.0","IN","2022-08-25T03:09:00.000"
"2019-02-28T00:00:00.000","A91 Partners","Summary of Investment Information (AIP Policy 2012)","42382","Equity","A91 PARTNERS FUND I","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2019-04-01T00:00:00.000",,,,"20.0","20.0","IN","2022-08-25T03:09:00.000"
"2019-02-28T00:00:00.000","1mg","Summary of Investment Information (AIP Policy 2012)","42489","Equity","1MG TECHNOLOGIES PRIVATE LIMITED","India","IND","other","B","Disruptive Technologies and Funds","Active","2019-03-13T00:00:00.000",,,,"10.21","10.21","IN","2022-08-25T03:09:00.000"
"2019-02-27T00:00:00.000","Dodla","Summary of Investment Information (AIP Policy 2012)","42009","Loan","DODLA DAIRY LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2019-02-14T00:00:00.000",,,"15.46","7.03","22.49","IN","2022-08-25T03:09:00.000"
"2019-02-06T00:00:00.000","Mintifi ","Summary of Investment Information (AIP Policy 2012)","42062","Equity","MINTIFI PRIVATE LIMITED","India","IND","Financial Institutions","FI-2","Global Industry, Financial Markets","Active","2019-03-08T00:00:00.000",,,,"8.0","8.0","IN","2022-08-25T03:09:00.000"
"2018-09-17T00:00:00.000","Shadowfax ","Summary of Investment Information (AIP Policy 2012)","41235","Equity","SHADOWFAX TECHNOLOGIES PRIVATE LIMITED","India","IND","Infrastructure","B","Disruptive Technologies and Funds","Active","2018-09-28T00:00:00.000",,,,"3.86","3.86","IN","2022-08-25T03:09:00.000"
"2018-07-25T00:00:00.000","Srinivasa Farms","Summary of Investment Information (AIP Policy 2012)","41149","Equity","SRINIVASA FARMS PRIVATE LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2018-08-31T00:00:00.000",,,"0.0","20.69","20.69","IN","2022-08-25T03:09:00.000"
"2018-06-29T00:00:00.000","Camlin","Summary of Investment Information (AIP Policy 2012)","39750","Loan","CAMLIN FINE SCIENCES LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-06-08T00:00:00.000",,,"30.0",,"30.0","IN","2022-08-25T03:09:00.000"
"2018-05-31T00:00:00.000","Azure RG","Summary of Investment Information (AIP Policy 2012)","40099","Loan","AZURE POWER ROOFTOP (GENCO.) PRIVATE LIMITED","India","IND","Infrastructure","B","CN4S5 - Regional Industry - INF Asia & Pac/Infrastructure - CSA","Active","2018-03-28T00:00:00.000",,,"45.0",,"45.0","IN","2022-08-25T03:09:00.000"
"2018-05-29T00:00:00.000","Time Technoplast","Summary of Investment Information (AIP Policy 2012)","40768","Loan","TIME TECHNOPLAST LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-06-21T00:00:00.000",,,"38.53",,"38.53","IN","2022-08-25T03:09:00.000"
"2018-05-07T00:00:00.000","Arohan Fin","Summary of Investment Information (AIP Policy 2012)","41105","Loan","AROHAN FINANCIAL SERVICES PRIVATE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2018-06-10T00:00:00.000",,,"14.67",,"14.67","IN","2022-08-25T03:09:00.000"
"2018-05-01T00:00:00.000","HFCII_Aptus","Summary of Investment Information (AIP Policy 2012)","40814","Loan","APTUS VALUE HOUSING FINANCE INDIA LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2018-05-31T00:00:00.000",,,"15.51",,"15.51","IN","2022-08-25T03:09:00.000"
"2018-04-13T00:00:00.000","Craftsman III","Summary of Investment Information (AIP Policy 2012)","40781","Loan","CRAFTSMAN AUTOMATION LIMITED","India","IND","Manufacturing","B","Regional Industry - MAS Asia & Pac","Active","2018-05-15T00:00:00.000",,,"30.0",,"30.0","IN","2022-08-25T03:09:00.000"
"2018-02-22T00:00:00.000","Jain IV","Summary of Investment Information (AIP Policy 2012)","40251","Loan","JAIN IRRIGATION SYSTEMS LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2018-02-26T00:00:00.000",,,"39.89","0.0","39.89","IN","2022-08-25T03:09:00.000"
"2018-02-15T00:00:00.000","IndoSpace Fund III","Summary of Investment Information (AIP Policy 2012)","40509","Equity","INDOSPACE LOGISTICS PARKS III LP","India","IND","other","FI-2","Regional Industry - MAS Asia & Pac","Active","2018-03-20T00:00:00.000",,,,"25.0","25.0","IN","2022-08-25T03:09:00.000"
"2018-02-15T00:00:00.000","DCM PNB HFL Bond","Summary of Investment Information (AIP Policy 2012)","40989","Loan","P N B Housing Finance Limited","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-03-26T00:00:00.000",,,"153.41",,"153.41","IN","2022-08-25T03:09:00.000"
"2018-02-08T00:00:00.000","Faering II","Summary of Investment Information (AIP Policy 2012)","40323","Equity","FAERING CAPITAL EVOLVING FUND III LIMITED","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2018-03-15T00:00:00.000",,,,"15.10","15.1","IN","2022-08-25T03:09:00.000"
"2018-01-31T00:00:00.000","Bizongo","Summary of Investment Information (AIP Policy 2012)","40950","Equity","SMARTPADDLE TECHNOLOGY PRIVATE LIMITED","India","IND","Agribusiness and Forestry","B","TMT, Venture Capital & Funds","Active","2018-03-05T00:00:00.000",,,,"4.99","4.99","IN","2022-08-25T03:09:00.000"
"2018-01-16T00:00:00.000","DCM ABFL Green Bond","Summary of Investment Information (AIP Policy 2012)","40557","Loan","ADITYA BIRLA FINANCE LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-04-16T00:00:00.000",,,"153.41",,"153.41","IN","2022-08-25T03:09:00.000"
"2018-01-09T00:00:00.000","Rewa Mahindra","Summary of Investment Information (AIP Policy 2012)","40646","Loan","Mahindra Renewables Private Limited","India","IND","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2018-02-09T00:00:00.000",,,"51.09",,"51.09","IN","2022-08-25T03:09:00.000"
"2017-12-18T00:00:00.000","Coverfox","Summary of Investment Information (AIP Policy 2012)","40623","Equity","GLITTERBUG TECHNOLOGIES PRIVATE LIMITED","India","IND","Financial Institutions","C","Global Industry, Financial Markets","Active","2018-01-31T00:00:00.000",,,,"7.0","7.0","IN","2022-08-25T03:09:00.000"
"2017-12-08T00:00:00.000","LIGHTHOUSE INDIA FUND III, LIMITED","Summary of Investment Information (AIP Policy 2012)","40680","Equity","LIGHTHOUSE INDIA FUND III, LIMITED","India","IND","Funds","FI-2","Disruptive Technologies and Funds","Active","2018-01-09T00:00:00.000",,,,"20.0","20.0","IN","2022-08-25T03:09:00.000"
"2017-11-28T00:00:00.000","DCM Chola Masala","Summary of Investment Information (AIP Policy 2012)","40278","Loan","CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2018-01-10T00:00:00.000",,,"100.0",,"100.0","IN","2022-08-25T03:09:00.000"
"2017-11-06T00:00:00.000","Ashiana","Summary of Investment Information (AIP Policy 2012)","38851","Loan","ASHIANA HOUSING LIMITED","India","IND","Tourism, Retail, and Property","B","Regional Industry - MAS Asia & Pac","Active","2017-12-11T00:00:00.000",,,"18.0","23.48","41.49","IN","2022-08-25T03:09:00.000"
"2017-09-18T00:00:00.000","Mahindra Life","Summary of Investment Information (AIP Policy 2012)","38850","Loan","MAHINDRA LIFESPACE DEVELOPERS LIMITED","India","IND","Tourism, Retail, and Property","B","Gbl Ind, Manufact, Agribus & Services","Active","2017-06-14T00:00:00.000",,,"15.92","34.76","50.68","IN","2022-08-25T03:09:00.000"
"2017-08-28T00:00:00.000","Rewa Actis","Summary of Investment Information (AIP Policy 2012)","39866","Loan","Arinsun Clean Energy Private Limited","India","IND","Infrastructure","B","Regional Industry - INF Asia & Pac","Active","2017-10-30T00:00:00.000",,,"60.50",,"60.5","IN","2022-08-25T03:09:00.000"
"2017-05-26T00:00:00.000","Biological E","Summary of Investment Information (AIP Policy 2012)","39488","Loan","BIOLOGICAL E. LIMITED","India","IND","Health and Education","B","Regional Industry - MAS Asia & Pac","Active","2017-07-17T00:00:00.000",,,"60.0",,"60.0","IN","2022-08-25T03:09:00.000"
"2017-05-22T00:00:00.000","JK Paper III","Summary of Investment Information (AIP Policy 2012)","39821","Loan","JK PAPER LIMITED","India","IND","Agribusiness and Forestry","B","Regional Industry - MAS Asia & Pac","Active","2017-06-23T00:00:00.000",,,"51.92",,"51.92","IN","2022-08-25T03:09:00.000"
"2017-05-14T00:00:00.000","DCM MMFSL NCD","Summary of Investment Information (AIP Policy 2012)","38977","Loan","MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2017-09-30T00:00:00.000",,,"100.0",,"100.0","IN","2022-08-25T03:09:00.000"
"2017-05-12T00:00:00.000","DCM MRHFL NCD","Summary of Investment Information (AIP Policy 2012)","38976","Loan","MAHINDRA RURAL HOUSING FINANCE LIMITED","India","IND","Financial Institutions","FI-3","Regional Industry - FIG Asia & Pac","Active","2017-09-30T00:00:00.000",,,"25.0",,"25.0","IN","2022-08-25T03:09:00.000"
"2017-05-09T00:00:00.000","DCM HDFC Bond","Summary of Investment Information (AIP Policy 2012)","38638","Loan","HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2017-06-12T00:00:00.000",,,"200.0",,"200.0","IN","2022-08-25T03:09:00.000"
"2017-05-09T00:00:00.000","Stellaris Venture Partners India I ","Summary of Investment Information (AIP Policy 2012)","39605","Equity","STELLARIS VENTURE PARTNERS INDIA I","India","IND","Funds","FI-3","Disruptive Technologies and Funds","Active","2017-06-12T00:00:00.000",,,,"10.0","10.0","IN","2022-08-25T03:09:00.000"
"2017-05-08T00:00:00.000","DCM Bajaj Finance","Summary of Investment Information (AIP Policy 2012)","39493","Loan","BAJAJ FINANCE LIMITED","India","IND","Financial Institutions","FI-2","Regional Industry - FIG Asia & Pac","Active","2017-06-09T00:00:00.000",,,"154.97",,"154.97","IN","2022-08-25T03:09:00.000"
