"geography","year","gender","age","value"
"City of Melbourne","2032","Male","Age 60-64","2612"
"City of Melbourne","2033","Male","Age 60-64","2670"
"City of Melbourne","2034","Male","Age 60-64","2772"
"City of Melbourne","2035","Male","Age 60-64","2931"
"City of Melbourne","2036","Male","Age 60-64","3076"
"City of Melbourne","2037","Male","Age 60-64","3134"
"City of Melbourne","2038","Male","Age 60-64","3278"
"City of Melbourne","2039","Male","Age 60-64","3426"
"City of Melbourne","2040","Male","Age 60-64","3550"
"City of Melbourne","2020","Female","Age 65-69","2210"
"City of Melbourne","2021","Female","Age 65-69","2219"
"City of Melbourne","2022","Female","Age 65-69","2316"
"City of Melbourne","2023","Female","Age 65-69","2420"
"City of Melbourne","2024","Female","Age 65-69","2499"
"City of Melbourne","2025","Female","Age 65-69","2486"
"City of Melbourne","2026","Female","Age 65-69","2548"
"City of Melbourne","2027","Female","Age 65-69","2544"
"City of Melbourne","2028","Female","Age 65-69","2514"
"City of Melbourne","2029","Female","Age 65-69","2457"
"City of Melbourne","2030","Female","Age 65-69","2518"
"City of Melbourne","2031","Female","Age 65-69","2461"
"City of Melbourne","2032","Female","Age 65-69","2448"
"City of Melbourne","2033","Female","Age 65-69","2465"
"City of Melbourne","2034","Female","Age 65-69","2433"
"City of Melbourne","2035","Female","Age 65-69","2383"
"City of Melbourne","2036","Female","Age 65-69","2386"
"City of Melbourne","2037","Female","Age 65-69","2458"
"City of Melbourne","2038","Female","Age 65-69","2511"
"City of Melbourne","2039","Female","Age 65-69","2605"
"City of Melbourne","2040","Female","Age 65-69","2758"
"City of Melbourne","2020","Male","Age 65-69","2156"
"City of Melbourne","2021","Male","Age 65-69","2166"
"City of Melbourne","2022","Male","Age 65-69","2260"
"City of Melbourne","2023","Male","Age 65-69","2361"
"City of Melbourne","2024","Male","Age 65-69","2439"
"City of Melbourne","2025","Male","Age 65-69","2426"
"City of Melbourne","2026","Male","Age 65-69","2487"
"City of Melbourne","2027","Male","Age 65-69","2483"
"City of Melbourne","2028","Male","Age 65-69","2453"
"City of Melbourne","2029","Male","Age 65-69","2397"
"City of Melbourne","2030","Male","Age 65-69","2457"
"City of Melbourne","2031","Male","Age 65-69","2401"
"City of Melbourne","2032","Male","Age 65-69","2389"
"City of Melbourne","2033","Male","Age 65-69","2405"
"City of Melbourne","2034","Male","Age 65-69","2374"
"City of Melbourne","2035","Male","Age 65-69","2326"
"City of Melbourne","2036","Male","Age 65-69","2328"
"City of Melbourne","2037","Male","Age 65-69","2399"
"City of Melbourne","2038","Male","Age 65-69","2450"
"City of Melbourne","2039","Male","Age 65-69","2542"
"City of Melbourne","2040","Male","Age 65-69","2692"
"City of Melbourne","2020","Female","Age 70-74","1713"
"City of Melbourne","2021","Female","Age 70-74","1838"
"City of Melbourne","2022","Female","Age 70-74","1944"
"City of Melbourne","2023","Female","Age 70-74","1987"
"City of Melbourne","2024","Female","Age 70-74","2017"
"City of Melbourne","2025","Female","Age 70-74","2069"
"City of Melbourne","2026","Female","Age 70-74","2099"
"City of Melbourne","2027","Female","Age 70-74","2197"
"City of Melbourne","2028","Female","Age 70-74","2286"
"City of Melbourne","2029","Female","Age 70-74","2356"
"City of Melbourne","2030","Female","Age 70-74","2343"
"City of Melbourne","2031","Female","Age 70-74","2398"
"City of Melbourne","2032","Female","Age 70-74","2391"
"City of Melbourne","2033","Female","Age 70-74","2362"
"City of Melbourne","2034","Female","Age 70-74","2310"
"City of Melbourne","2035","Female","Age 70-74","2365"
"City of Melbourne","2036","Female","Age 70-74","2312"
"City of Melbourne","2037","Female","Age 70-74","2299"
"City of Melbourne","2038","Female","Age 70-74","2313"
"City of Melbourne","2039","Female","Age 70-74","2284"
"City of Melbourne","2040","Female","Age 70-74","2241"
"City of Melbourne","2020","Male","Age 70-74","1842"
"City of Melbourne","2021","Male","Age 70-74","1976"
"City of Melbourne","2022","Male","Age 70-74","2090"
"City of Melbourne","2023","Male","Age 70-74","2136"
"City of Melbourne","2024","Male","Age 70-74","2168"
"City of Melbourne","2025","Male","Age 70-74","2225"
"City of Melbourne","2026","Male","Age 70-74","2257"
"City of Melbourne","2027","Male","Age 70-74","2362"
"City of Melbourne","2028","Male","Age 70-74","2458"
"City of Melbourne","2029","Male","Age 70-74","2533"
"City of Melbourne","2030","Male","Age 70-74","2519"
"City of Melbourne","2031","Male","Age 70-74","2578"
"City of Melbourne","2032","Male","Age 70-74","2571"
"City of Melbourne","2033","Male","Age 70-74","2540"
"City of Melbourne","2034","Male","Age 70-74","2484"
"City of Melbourne","2035","Male","Age 70-74","2543"
"City of Melbourne","2036","Male","Age 70-74","2485"
"City of Melbourne","2037","Male","Age 70-74","2472"
"City of Melbourne","2038","Male","Age 70-74","2487"
"City of Melbourne","2039","Male","Age 70-74","2455"
"City of Melbourne","2040","Male","Age 70-74","2409"
"City of Melbourne","2020","Female","Age 75-79","1118"
"City of Melbourne","2021","Female","Age 75-79","1178"
"City of Melbourne","2022","Female","Age 75-79","1241"
"City of Melbourne","2023","Female","Age 75-79","1376"
"City of Melbourne","2024","Female","Age 75-79","1536"
"City of Melbourne","2025","Female","Age 75-79","1701"
"City of Melbourne","2026","Female","Age 75-79","1837"
"City of Melbourne","2027","Female","Age 75-79","1944"
"City of Melbourne","2028","Female","Age 75-79","1981"
"City of Melbourne","2029","Female","Age 75-79","2008"
"City of Melbourne","2030","Female","Age 75-79","2058"
"City of Melbourne","2031","Female","Age 75-79","2087"
"City of Melbourne","2032","Female","Age 75-79","2175"
"City of Melbourne","2033","Female","Age 75-79","2257"
"City of Melbourne","2034","Female","Age 75-79","2321"
"City of Melbourne","2035","Female","Age 75-79","2310"
"City of Melbourne","2036","Female","Age 75-79","2360"
"City of Melbourne","2037","Female","Age 75-79","2353"
"City of Melbourne","2038","Female","Age 75-79","2325"
"City of Melbourne","2039","Female","Age 75-79","2276"
"City of Melbourne","2040","Female","Age 75-79","2326"
"City of Melbourne","2020","Male","Age 75-79","1107"
"City of Melbourne","2021","Male","Age 75-79","1166"
"City of Melbourne","2022","Male","Age 75-79","1229"
"City of Melbourne","2023","Male","Age 75-79","1362"
"City of Melbourne","2024","Male","Age 75-79","1520"
"City of Melbourne","2025","Male","Age 75-79","1683"
"City of Melbourne","2026","Male","Age 75-79","1819"
"City of Melbourne","2027","Male","Age 75-79","1925"
"City of Melbourne","2028","Male","Age 75-79","1961"
"City of Melbourne","2029","Male","Age 75-79","1988"
"City of Melbourne","2030","Male","Age 75-79","2037"
"City of Melbourne","2031","Male","Age 75-79","2066"
"City of Melbourne","2032","Male","Age 75-79","2153"
"City of Melbourne","2033","Male","Age 75-79","2235"
"City of Melbourne","2034","Male","Age 75-79","2298"
"City of Melbourne","2035","Male","Age 75-79","2286"
"City of Melbourne","2036","Male","Age 75-79","2336"
"City of Melbourne","2037","Male","Age 75-79","2329"
"City of Melbourne","2038","Male","Age 75-79","2301"
"City of Melbourne","2039","Male","Age 75-79","2253"
"City of Melbourne","2040","Male","Age 75-79","2303"
"City of Melbourne","2020","Female","Age 80-84","767"
"City of Melbourne","2021","Female","Age 80-84","799"
"City of Melbourne","2022","Female","Age 80-84","837"
"City of Melbourne","2023","Female","Age 80-84","926"
"City of Melbourne","2024","Female","Age 80-84","1010"
"City of Melbourne","2025","Female","Age 80-84","1122"
"City of Melbourne","2026","Female","Age 80-84","1199"
"City of Melbourne","2027","Female","Age 80-84","1266"
"City of Melbourne","2028","Female","Age 80-84","1387"
"City of Melbourne","2029","Female","Age 80-84","1534"
"City of Melbourne","2030","Female","Age 80-84","1683"
"City of Melbourne","2031","Female","Age 80-84","1806"
"City of Melbourne","2032","Female","Age 80-84","1895"
"City of Melbourne","2033","Female","Age 80-84","1924"
"City of Melbourne","2034","Female","Age 80-84","1951"
"City of Melbourne","2035","Female","Age 80-84","2002"
"City of Melbourne","2036","Female","Age 80-84","2029"
"City of Melbourne","2037","Female","Age 80-84","2109"
"City of Melbourne","2038","Female","Age 80-84","2182"
"City of Melbourne","2039","Female","Age 80-84","2240"
"City of Melbourne","2040","Female","Age 80-84","2229"
"City of Melbourne","2020","Male","Age 80-84","607"
"City of Melbourne","2021","Male","Age 80-84","632"
"City of Melbourne","2022","Male","Age 80-84","662"
"City of Melbourne","2023","Male","Age 80-84","733"
"City of Melbourne","2024","Male","Age 80-84","799"
"City of Melbourne","2025","Male","Age 80-84","888"
"City of Melbourne","2026","Male","Age 80-84","949"
"City of Melbourne","2027","Male","Age 80-84","1002"
"City of Melbourne","2028","Male","Age 80-84","1098"
"City of Melbourne","2029","Male","Age 80-84","1214"
"City of Melbourne","2030","Male","Age 80-84","1332"
"City of Melbourne","2031","Male","Age 80-84","1430"
"City of Melbourne","2032","Male","Age 80-84","1500"
"City of Melbourne","2033","Male","Age 80-84","1523"
"City of Melbourne","2034","Male","Age 80-84","1544"
"City of Melbourne","2035","Male","Age 80-84","1585"
"City of Melbourne","2036","Male","Age 80-84","1606"
"City of Melbourne","2037","Male","Age 80-84","1669"
"City of Melbourne","2038","Male","Age 80-84","1727"
"City of Melbourne","2039","Male","Age 80-84","1773"
"City of Melbourne","2040","Male","Age 80-84","1764"
"City of Melbourne","2020","Female","Age 85+","969"
"City of Melbourne","2021","Female","Age 85+","989"
"City of Melbourne","2022","Female","Age 85+","1005"
"City of Melbourne","2023","Female","Age 85+","1010"
"City of Melbourne","2024","Female","Age 85+","1034"
"City of Melbourne","2025","Female","Age 85+","1043"
"City of Melbourne","2026","Female","Age 85+","1098"
"City of Melbourne","2027","Female","Age 85+","1141"
"City of Melbourne","2028","Female","Age 85+","1199"
"City of Melbourne","2029","Female","Age 85+","1269"
"City of Melbourne","2030","Female","Age 85+","1345"
"City of Melbourne","2031","Female","Age 85+","1427"
"City of Melbourne","2032","Female","Age 85+","1484"
"City of Melbourne","2033","Female","Age 85+","1598"
"City of Melbourne","2034","Female","Age 85+","1739"
"City of Melbourne","2035","Female","Age 85+","1883"
"City of Melbourne","2036","Female","Age 85+","1999"
"City of Melbourne","2037","Female","Age 85+","2074"
"City of Melbourne","2038","Female","Age 85+","2143"
"City of Melbourne","2039","Female","Age 85+","2235"
"City of Melbourne","2040","Female","Age 85+","2348"
"City of Melbourne","2020","Male","Age 85+","561"
"City of Melbourne","2021","Male","Age 85+","573"
"City of Melbourne","2022","Male","Age 85+","582"
"City of Melbourne","2023","Male","Age 85+","585"
"City of Melbourne","2024","Male","Age 85+","599"
"City of Melbourne","2025","Male","Age 85+","604"
"City of Melbourne","2026","Male","Age 85+","636"
"City of Melbourne","2027","Male","Age 85+","661"
"City of Melbourne","2028","Male","Age 85+","695"
"City of Melbourne","2029","Male","Age 85+","735"
"City of Melbourne","2030","Male","Age 85+","780"
"City of Melbourne","2031","Male","Age 85+","827"
"City of Melbourne","2032","Male","Age 85+","860"
"City of Melbourne","2033","Male","Age 85+","926"
"City of Melbourne","2034","Male","Age 85+","1008"
"City of Melbourne","2035","Male","Age 85+","1091"
"City of Melbourne","2036","Male","Age 85+","1158"
"City of Melbourne","2037","Male","Age 85+","1201"
"City of Melbourne","2038","Male","Age 85+","1241"
"City of Melbourne","2039","Male","Age 85+","1294"
"City of Melbourne","2040","Male","Age 85+","1360"
"Carlton","2023","Female","Age 0-4","347"
"Carlton","2020","Female","Age 0-4","266"
"Carlton","2021","Female","Age 0-4","295"
"Carlton","2022","Female","Age 0-4","316"
"Carlton","2024","Female","Age 0-4","379"
"Carlton","2025","Female","Age 0-4","397"
"Carlton","2026","Female","Age 0-4","410"
"Carlton","2027","Female","Age 0-4","436"
"Carlton","2028","Female","Age 0-4","452"
"Carlton","2029","Female","Age 0-4","467"
"Carlton","2030","Female","Age 0-4","479"
"Carlton","2031","Female","Age 0-4","501"
"Carlton","2032","Female","Age 0-4","529"
"Carlton","2033","Female","Age 0-4","555"
"Carlton","2034","Female","Age 0-4","575"
"Carlton","2035","Female","Age 0-4","589"
"Carlton","2036","Female","Age 0-4","588"
"Carlton","2037","Female","Age 0-4","584"
"Carlton","2038","Female","Age 0-4","582"
"Carlton","2039","Female","Age 0-4","577"
"Carlton","2040","Female","Age 0-4","572"
"Carlton","2022","Male","Age 0-4","273"
"Carlton","2023","Male","Age 0-4","299"
"Carlton","2020","Male","Age 0-4","237"
"Carlton","2021","Male","Age 0-4","256"
"Carlton","2024","Male","Age 0-4","327"
"Carlton","2025","Male","Age 0-4","342"
"Carlton","2026","Male","Age 0-4","350"
"Carlton","2027","Male","Age 0-4","365"
"Carlton","2028","Male","Age 0-4","375"
"Carlton","2029","Male","Age 0-4","383"
"Carlton","2030","Male","Age 0-4","391"
"Carlton","2031","Male","Age 0-4","408"
"Carlton","2032","Male","Age 0-4","426"
"Carlton","2033","Male","Age 0-4","438"
"Carlton","2034","Male","Age 0-4","450"
"Carlton","2035","Male","Age 0-4","458"
"Carlton","2036","Male","Age 0-4","457"
"Carlton","2037","Male","Age 0-4","452"
"Carlton","2038","Male","Age 0-4","450"
"Carlton","2039","Male","Age 0-4","446"
"Carlton","2040","Male","Age 0-4","439"
"Carlton","2023","Female","Age 5-9","262"
"Carlton","2022","Female","Age 5-9","251"
"Carlton","2020","Female","Age 5-9","245"
"Carlton","2021","Female","Age 5-9","249"
"Carlton","2024","Female","Age 5-9","274"
"Carlton","2025","Female","Age 5-9","284"
"Carlton","2026","Female","Age 5-9","303"
"Carlton","2027","Female","Age 5-9","327"
"Carlton","2028","Female","Age 5-9","350"
"Carlton","2029","Female","Age 5-9","372"
"Carlton","2030","Female","Age 5-9","394"
"Carlton","2031","Female","Age 5-9","422"
"Carlton","2032","Female","Age 5-9","450"
"Carlton","2033","Female","Age 5-9","469"
"Carlton","2034","Female","Age 5-9","488"
"Carlton","2035","Female","Age 5-9","505"
"Carlton","2036","Female","Age 5-9","513"
"Carlton","2037","Female","Age 5-9","518"
"Carlton","2038","Female","Age 5-9","523"
"Carlton","2039","Female","Age 5-9","521"
"Carlton","2040","Female","Age 5-9","518"
"Carlton","2022","Male","Age 5-9","286"
"Carlton","2023","Male","Age 5-9","300"
"Carlton","2020","Male","Age 5-9","278"
"Carlton","2021","Male","Age 5-9","279"
"Carlton","2024","Male","Age 5-9","312"
"Carlton","2025","Male","Age 5-9","326"
"Carlton","2026","Male","Age 5-9","356"
"Carlton","2027","Male","Age 5-9","385"
"Carlton","2028","Male","Age 5-9","409"
"Carlton","2029","Male","Age 5-9","432"
"Carlton","2030","Male","Age 5-9","456"
"Carlton","2031","Male","Age 5-9","487"
"Carlton","2032","Male","Age 5-9","517"
"Carlton","2033","Male","Age 5-9","536"
"Carlton","2034","Male","Age 5-9","556"
"Carlton","2035","Male","Age 5-9","574"
"Carlton","2036","Male","Age 5-9","584"
"Carlton","2037","Male","Age 5-9","589"
"Carlton","2038","Male","Age 5-9","592"
"Carlton","2039","Male","Age 5-9","590"
"Carlton","2040","Male","Age 5-9","589"
"Carlton","2023","Female","Age 10-14","232"
"Carlton","2020","Female","Age 10-14","229"
"Carlton","2021","Female","Age 10-14","226"
"Carlton","2022","Female","Age 10-14","227"
"Carlton","2024","Female","Age 10-14","224"
"Carlton","2025","Female","Age 10-14","219"
"Carlton","2026","Female","Age 10-14","200"
"Carlton","2027","Female","Age 10-14","197"
"Carlton","2028","Female","Age 10-14","212"
"Carlton","2029","Female","Age 10-14","222"
"Carlton","2030","Female","Age 10-14","231"
"Carlton","2031","Female","Age 10-14","270"
"Carlton","2032","Female","Age 10-14","308"
"Carlton","2033","Female","Age 10-14","337"
"Carlton","2034","Female","Age 10-14","374"
"Carlton","2035","Female","Age 10-14","409"
"Carlton","2036","Female","Age 10-14","426"
"Carlton","2037","Female","Age 10-14","440"
"Carlton","2038","Female","Age 10-14","452"
"Carlton","2039","Female","Age 10-14","460"
"Carlton","2040","Female","Age 10-14","468"
"Carlton","2022","Male","Age 10-14","271"
"Carlton","2023","Male","Age 10-14","273"
"Carlton","2020","Male","Age 10-14","273"
"Carlton","2021","Male","Age 10-14","271"
"Carlton","2024","Male","Age 10-14","269"
"Carlton","2025","Male","Age 10-14","264"
"Carlton","2026","Male","Age 10-14","244"
"Carlton","2027","Male","Age 10-14","239"
"Carlton","2028","Male","Age 10-14","238"
"Carlton","2029","Male","Age 10-14","243"
"Carlton","2030","Male","Age 10-14","255"
"Carlton","2031","Male","Age 10-14","296"
"Carlton","2032","Male","Age 10-14","341"
"Carlton","2033","Male","Age 10-14","381"
"Carlton","2034","Male","Age 10-14","421"
"Carlton","2035","Male","Age 10-14","456"
"Carlton","2036","Male","Age 10-14","477"
"Carlton","2037","Male","Age 10-14","496"
"Carlton","2038","Male","Age 10-14","514"
"Carlton","2039","Male","Age 10-14","521"
"Carlton","2040","Male","Age 10-14","532"
"Carlton","2023","Female","Age 15-19","981"
"Carlton","2020","Female","Age 15-19","1192"
"Carlton","2021","Female","Age 15-19","792"
"Carlton","2022","Female","Age 15-19","800"
"Carlton","2024","Female","Age 15-19","1080"
"Carlton","2025","Female","Age 15-19","1100"
"Carlton","2026","Female","Age 15-19","1102"
"Carlton","2027","Female","Age 15-19","1142"
"Carlton","2028","Female","Age 15-19","1170"
"Carlton","2029","Female","Age 15-19","1191"
"Carlton","2030","Female","Age 15-19","1222"
"Carlton","2031","Female","Age 15-19","1230"
"Carlton","2032","Female","Age 15-19","1254"
"Carlton","2033","Female","Age 15-19","1278"
"Carlton","2034","Female","Age 15-19","1305"
"Carlton","2035","Female","Age 15-19","1340"
"Carlton","2036","Female","Age 15-19","1376"
"Carlton","2037","Female","Age 15-19","1407"
"Carlton","2038","Female","Age 15-19","1441"
"Carlton","2039","Female","Age 15-19","1483"
"Carlton","2040","Female","Age 15-19","1521"
"Carlton","2022","Male","Age 15-19","610"
"Carlton","2023","Male","Age 15-19","741"
"Carlton","2020","Male","Age 15-19","895"
"Carlton","2021","Male","Age 15-19","594"
"Carlton","2024","Male","Age 15-19","816"
"Carlton","2025","Male","Age 15-19","827"
"Carlton","2026","Male","Age 15-19","824"
"Carlton","2027","Male","Age 15-19","850"
"Carlton","2028","Male","Age 15-19","863"
"Carlton","2029","Male","Age 15-19","874"
"Carlton","2030","Male","Age 15-19","892"
"Carlton","2031","Male","Age 15-19","895"
"Carlton","2032","Male","Age 15-19","912"
"Carlton","2033","Male","Age 15-19","930"
"Carlton","2034","Male","Age 15-19","945"
"Carlton","2035","Male","Age 15-19","967"
"Carlton","2036","Male","Age 15-19","996"
"Carlton","2037","Male","Age 15-19","1021"
"Carlton","2038","Male","Age 15-19","1049"
"Carlton","2039","Male","Age 15-19","1081"
"Carlton","2040","Male","Age 15-19","1109"
"Carlton","2023","Female","Age 20-24","3567"
"Carlton","2020","Female","Age 20-24","3783"
"Carlton","2021","Female","Age 20-24","3560"
"Carlton","2022","Female","Age 20-24","3520"
"Carlton","2024","Female","Age 20-24","3569"
"Carlton","2025","Female","Age 20-24","3412"
"Carlton","2026","Female","Age 20-24","3398"
"Carlton","2027","Female","Age 20-24","3592"
"Carlton","2028","Female","Age 20-24","3829"
"Carlton","2029","Female","Age 20-24","3986"
"Carlton","2030","Female","Age 20-24","4098"
"Carlton","2031","Female","Age 20-24","4127"
"Carlton","2032","Female","Age 20-24","4157"
"Carlton","2033","Female","Age 20-24","4192"
"Carlton","2034","Female","Age 20-24","4200"
"Carlton","2035","Female","Age 20-24","4212"
"Carlton","2036","Female","Age 20-24","4191"
"Carlton","2037","Female","Age 20-24","4173"
"Carlton","2038","Female","Age 20-24","4158"
"Carlton","2039","Female","Age 20-24","4163"
"Carlton","2040","Female","Age 20-24","4171"
"Carlton","2022","Male","Age 20-24","2821"
"Carlton","2023","Male","Age 20-24","2850"
"Carlton","2020","Male","Age 20-24","3001"
"Carlton","2021","Male","Age 20-24","2833"
"Carlton","2024","Male","Age 20-24","2835"
"Carlton","2025","Male","Age 20-24","2698"
"Carlton","2026","Male","Age 20-24","2693"
"Carlton","2027","Male","Age 20-24","2845"
"Carlton","2028","Male","Age 20-24","3029"
"Carlton","2029","Male","Age 20-24","3146"
"Carlton","2030","Male","Age 20-24","3230"
"Carlton","2031","Male","Age 20-24","3254"
"Carlton","2032","Male","Age 20-24","3268"
"Carlton","2033","Male","Age 20-24","3282"
"Carlton","2034","Male","Age 20-24","3283"
"Carlton","2035","Male","Age 20-24","3285"
"Carlton","2036","Male","Age 20-24","3270"
"Carlton","2037","Male","Age 20-24","3255"
"Carlton","2038","Male","Age 20-24","3242"
"Carlton","2039","Male","Age 20-24","3245"
"Carlton","2040","Male","Age 20-24","3251"
"Carlton","2023","Female","Age 25-29","2270"
"Carlton","2020","Female","Age 25-29","2101"
"Carlton","2021","Female","Age 25-29","2122"
"Carlton","2022","Female","Age 25-29","2207"
"Carlton","2024","Female","Age 25-29","2352"
"Carlton","2025","Female","Age 25-29","2453"
"Carlton","2026","Female","Age 25-29","2469"
"Carlton","2027","Female","Age 25-29","2473"
"Carlton","2028","Female","Age 25-29","2447"
"Carlton","2029","Female","Age 25-29","2440"
"Carlton","2030","Female","Age 25-29","2414"
"Carlton","2031","Female","Age 25-29","2434"
"Carlton","2032","Female","Age 25-29","2495"
"Carlton","2033","Female","Age 25-29","2581"
"Carlton","2034","Female","Age 25-29","2616"
"Carlton","2035","Female","Age 25-29","2616"
"Carlton","2036","Female","Age 25-29","2595"
"Carlton","2037","Female","Age 25-29","2561"
"Carlton","2038","Female","Age 25-29","2525"
"Carlton","2039","Female","Age 25-29","2492"
"Carlton","2040","Female","Age 25-29","2458"
"Carlton","2022","Male","Age 25-29","2073"
"Carlton","2023","Male","Age 25-29","2134"
"Carlton","2020","Male","Age 25-29","1972"
"Carlton","2021","Male","Age 25-29","1998"
"Carlton","2024","Male","Age 25-29","2212"
"Carlton","2025","Male","Age 25-29","2293"
"Carlton","2026","Male","Age 25-29","2320"
"Carlton","2027","Male","Age 25-29","2321"
"Carlton","2028","Male","Age 25-29","2310"
"Carlton","2029","Male","Age 25-29","2294"
"Carlton","2030","Male","Age 25-29","2248"
"Carlton","2031","Male","Age 25-29","2255"
"Carlton","2032","Male","Age 25-29","2304"
